,State,557,563
0,Washington,NaN,9281
1,Illinois,NaN,14136
2,California,NaN,62398
3,Arizona,NaN,14333
4,Massachusetts,NaN,6147
5,Wisconsin,NaN,8467
6,Texas,NaN,84150
7,Nebraska,NaN,2135
8,Utah,NaN,5478
9,Oregon,NaN,7866
10,Florida,NaN,145423
11,New York,NaN,19299
12,Rhode Island,NaN,1129
13,Georgia,NaN,26464
14,New Hampshire,NaN,667
15,North Carolina,NaN,22104
16,New Jersey,NaN,7604
17,Colorado,NaN,7488
18,Maryland,NaN,3755
19,Nevada,NaN,8038
20,Tennessee,NaN,19365
21,Hawaii,NaN,2383
22,Indiana,NaN,9270
23,Kentucky,NaN,12049
24,Minnesota,NaN,4484
25,Oklahoma,NaN,13617
26,Pennsylvania,NaN,7265
27,South Carolina,NaN,13950
28,District of Columbia,NaN,514
29,Kansas,NaN,7635
30,Missouri,NaN,18675
31,Vermont,NaN,307
32,Virginia,NaN,8504
33,Connecticut,NaN,2633
34,Iowa,NaN,3312
35,Louisiana,NaN,39204
36,Ohio,NaN,9662
37,Michigan,NaN,6216
38,South Dakota,NaN,289
39,Arkansas,NaN,13696
40,Delaware,NaN,863
41,Mississippi,NaN,14557
42,New Mexico,NaN,2581
43,North Dakota,NaN,547
44,Wyoming,NaN,945
45,Alaska,NaN,2386
46,Maine,NaN,665
47,Alabama,NaN,21624
48,Idaho,NaN,2654
49,Montana,NaN,1707
50,Puerto Rico,NaN,5174
51,Virgin Islands,NaN,311
52,Guam,NaN,39
53,West Virginia,NaN,1717
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
