,State,501,507
0,Washington,NaN,2646
1,Illinois,NaN,2381
2,California,NaN,4928
3,Arizona,NaN,1854
4,Massachusetts,NaN,606
5,Wisconsin,NaN,543
6,Texas,NaN,13646
7,Nebraska,NaN,98
8,Utah,NaN,1494
9,Oregon,NaN,1457
10,Florida,NaN,7402
11,New York,NaN,2380
12,Rhode Island,NaN,292
13,Georgia,NaN,1869
14,New Hampshire,NaN,72
15,North Carolina,NaN,1705
16,New Jersey,NaN,1458
17,Colorado,NaN,3531
18,Maryland,NaN,606
19,Nevada,NaN,1505
20,Tennessee,NaN,576
21,Hawaii,NaN,419
22,Indiana,NaN,1683
23,Kentucky,NaN,1896
24,Minnesota,NaN,521
25,Oklahoma,NaN,682
26,Pennsylvania,NaN,1962
27,South Carolina,NaN,350
28,District of Columbia,NaN,213
29,Kansas,NaN,244
30,Missouri,NaN,3089
31,Vermont,NaN,17
32,Virginia,NaN,910
33,Connecticut,NaN,129
34,Iowa,NaN,473
35,Louisiana,NaN,2682
36,Ohio,NaN,1705
37,Michigan,NaN,1201
38,South Dakota,NaN,43
39,Arkansas,NaN,1344
40,Delaware,NaN,181
41,Mississippi,NaN,427
42,New Mexico,NaN,502
43,North Dakota,NaN,219
44,Wyoming,NaN,600
45,Alaska,NaN,181
46,Maine,NaN,259
47,Alabama,NaN,2999
48,Idaho,NaN,556
49,Montana,NaN,407
50,Puerto Rico,NaN,363
51,Virgin Islands,NaN,65
52,Guam,NaN,65
53,West Virginia,NaN,448
54,Northern Mariana Islands,NaN,2
55,American Samoa,NaN,0
