,State,522,528
0,Washington,450404,3140
1,Illinois,1390432,1567
2,California,3815751,7396
3,Arizona,892711,3930
4,Massachusetts,709769,235
5,Wisconsin,677252,484
6,Texas,2994389,12228
7,Nebraska,224226,262
8,Utah,413950,2540
9,Oregon,208137,1080
10,Florida,2365464,0
11,New York,2114123,1775
12,Rhode Island,152514,94
13,Georgia,1133291,2065
14,New Hampshire,99403,104
15,North Carolina,1012343,1802
16,New Jersey,1022830,1608
17,Colorado,556775,2849
18,Maryland,462144,280
19,Nevada,331614,3263
20,Tennessee,866738,362
21,Hawaii,37647,312
22,Indiana,752699,1686
23,Kentucky,464388,905
24,Minnesota,605137,466
25,Oklahoma,456910,1522
26,Pennsylvania,1216133,581
27,South Carolina,596144,1074
28,District of Columbia,49305,36
29,Kansas,318352,429
30,Missouri,623096,6521
31,Vermont,24392,19
32,Virginia,679828,1574
33,Connecticut,349120,318
34,Iowa,373583,424
35,Louisiana,479521,2392
36,Ohio,1110700,1697
37,Michigan,999119,639
38,South Dakota,124496,89
39,Arkansas,347254,2512
40,Delaware,109682,97
41,Mississippi,320837,876
42,New Mexico,205290,647
43,North Dakota,110663,64
44,Wyoming,61951,521
45,Alaska,71035,324
46,Maine,68977,130
47,Alabama,549934,1402
48,Idaho,194690,516
49,Montana,113529,343
50,Puerto Rico,140009,166
51,Virgin Islands,3835,108
52,Guam,8328,69
53,West Virginia,163804,205
54,Northern Mariana Islands,183,0
55,American Samoa,0,0
