,State,438,444
0,Washington,368403,8326
1,Illinois,1256533,21325
2,California,3676742,15157
3,Arizona,844302,5145
4,Massachusetts,643232,17038
5,Wisconsin,639227,5144
6,Texas,2802225,20117
7,Nebraska,211812,4674
8,Utah,387341,2581
9,Oregon,166882,3181
10,Florida,2081826,40855
11,New York,1905737,60078
12,Rhode Island,138255,2528
13,Georgia,1064554,7435
14,New Hampshire,85846,3203
15,North Carolina,916159,13245
16,New Jersey,927195,31373
17,Colorado,468121,10859
18,Maryland,417329,9940
19,Nevada,305176,2322
20,Tennessee,813614,7063
21,Hawaii,31337,936
22,Indiana,690910,7244
23,Kentucky,429106,5030
24,Minnesota,526267,14471
25,Oklahoma,439149,1623
26,Pennsylvania,1043524,32508
27,South Carolina,555274,6010
28,District of Columbia,45037,1027
29,Kansas,304429,1292
30,Missouri,584228,4020
31,Vermont,20149,1668
32,Virginia,625148,10037
33,Connecticut,313956,10110
34,Iowa,353362,3854
35,Louisiana,445469,2299
36,Ohio,1024011,14511
37,Michigan,768892,55852
38,South Dakota,118361,1213
39,Arkansas,331054,938
40,Delaware,96376,2685
41,Mississippi,306088,1418
42,New Mexico,192152,1330
43,North Dakota,103638,1133
44,Wyoming,56447,273
45,Alaska,63501,682
46,Maine,51765,2061
47,Alabama,516809,2891
48,Idaho,181181,1908
49,Montana,105142,1040
50,Puerto Rico,109833,4947
51,Virgin Islands,2907,0
52,Guam,7816,19
53,West Virginia,143456,3087
54,Northern Mariana Islands,159,2
55,American Samoa,0,0
