,State,466,472
0,Washington,404709,9369
1,Illinois,1339621,18366
2,California,3744937,8990
3,Arizona,863927,5571
4,Massachusetts,691172,7150
5,Wisconsin,661685,4891
6,Texas,2897110,22598
7,Nebraska,220127,1031
8,Utah,398012,2597
9,Oregon,186344,6079
10,Florida,2242778,32288
11,New York,2054848,17369
12,Rhode Island,148186,1483
13,Georgia,1102789,7578
14,New Hampshire,95377,1238
15,North Carolina,969752,12232
16,New Jersey,1000010,7802
17,Colorado,513765,12417
18,Maryland,448989,4579
19,Nevada,315438,2550
20,Tennessee,847430,5693
21,Hawaii,34082,761
22,Indiana,722646,8088
23,Kentucky,445139,4599
24,Minnesota,579235,9948
25,Oklahoma,448305,2225
26,Pennsylvania,1157285,18565
27,South Carolina,580273,4792
28,District of Columbia,47800,497
29,Kansas,310600,1737
30,Missouri,593474,3863
31,Vermont,23126,481
32,Virginia,661314,6070
33,Connecticut,339233,3298
34,Iowa,365524,2035
35,Louisiana,458581,2400
36,Ohio,1075004,8768
37,Michigan,940175,22884
38,South Dakota,122660,524
39,Arkansas,336105,1436
40,Delaware,104909,1391
41,Mississippi,311900,1955
42,New Mexico,197733,1444
43,North Dakota,107708,861
44,Wyoming,58142,390
45,Alaska,68148,1062
46,Maine,61847,2103
47,Alabama,528597,2655
48,Idaho,187656,1390
49,Montana,109030,911
50,Puerto Rico,133047,2436
51,Virgin Islands,3138,62
52,Guam,7981,85
53,West Virginia,153918,2448
54,Northern Mariana Islands,168,11
55,American Samoa,0,0
