,State,340,346
0,Washington,236719,14625
1,Illinois,937909,33174
2,California,2156389,290944
3,Arizona,494337,56997
4,Massachusetts,352736,30959
5,Wisconsin,508580,8665
6,Texas,1690986,76166
7,Nebraska,161974,3836
8,Utah,264874,13071
9,Oregon,109725,4372
10,Florida,1271979,72580
11,New York,922145,80457
12,Rhode Island,82066,6430
13,Georgia,632299,50066
14,New Hampshire,40809,3589
15,North Carolina,516828,39352
16,New Jersey,461221,36204
17,Colorado,325018,12515
18,Maryland,267198,16354
19,Nevada,217509,10969
20,Tennessee,564080,24493
21,Hawaii,21350,893
22,Indiana,493841,31328
23,Kentucky,257062,14535
24,Minnesota,409061,6807
25,Oklahoma,279139,25319
26,Pennsylvania,613272,49838
27,South Carolina,296179,20644
28,District of Columbia,28202,1323
29,Kansas,212989,14133
30,Missouri,391946,14137
31,Vermont,7029,556
32,Virginia,333576,32565
33,Connecticut,172743,12642
34,Iowa,275299,6215
35,Louisiana,299722,16237
36,Ohio,670525,41439
37,Michigan,516326,5289
38,South Dakota,97390,1806
39,Arkansas,214877,15476
40,Delaware,55057,3367
41,Mississippi,206388,11629
42,New Mexico,137968,6505
43,North Dakota,91464,1294
44,Wyoming,43200,1841
45,Alaska,45781,922
46,Maine,21880,3757
47,Alabama,345628,23281
48,Idaho,136215,5646
49,Montana,79780,1796
50,Puerto Rico,73227,4955
51,Virgin Islands,1979,34
52,Guam,7266,71
53,West Virginia,80710,9358
54,Northern Mariana Islands,122,7
55,American Samoa,0,0
