,State,564,570
0,Washington,488640,18388
1,Illinois,1436353,20708
2,California,4047097,97359
3,Arizona,946054,19767
4,Massachusetts,726395,8656
5,Wisconsin,695245,10596
6,Texas,3238016,132231
7,Nebraska,231069,2677
8,Utah,438479,7207
9,Oregon,226899,10102
10,Florida,2768985,158356
11,New York,2176658,29269
12,Rhode Island,155825,1994
13,Georgia,1211439,32436
14,New Hampshire,101662,1351
15,North Carolina,1071137,30400
16,New Jersey,1049222,10448
17,Colorado,581692,7730
18,Maryland,473969,6052
19,Nevada,363574,7674
20,Tennessee,914110,28297
21,Hawaii,46503,4627
22,Indiana,781326,13632
23,Kentucky,495132,16292
24,Minnesota,617788,6595
25,Oklahoma,493983,17575
26,Pennsylvania,1239996,12038
27,South Carolina,634310,23455
28,District of Columbia,51103,970
29,Kansas,340491,8194
30,Missouri,708412,21688
31,Vermont,25320,591
32,Virginia,704664,14416
33,Connecticut,358076,4725
34,Iowa,382401,5193
35,Louisiana,573903,44460
36,Ohio,1142330,14787
37,Michigan,1018601,10449
38,South Dakota,125599,486
39,Arkansas,404277,18918
40,Delaware,112772,1444
41,Mississippi,358149,17773
42,New Mexico,213793,4329
43,North Dakota,112336,883
44,Wyoming,66453,1566
45,Alaska,77586,2710
46,Maine,71306,967
47,Alabama,607209,26430
48,Idaho,204091,4519
49,Montana,117882,1947
50,Puerto Rico,152343,6273
51,Virgin Islands,4960,409
52,Guam,8673,159
53,West Virginia,169162,2946
54,Northern Mariana Islands,183,0
55,American Samoa,0,0
