,State,179,185,192,199,206,213,220,227
0,Washington,1447,77,94,109,122,131,134,131
1,Illinois,7488,336,412,499,574,623,635,606
2,California,7715,873,834,762,665,551,438,336
3,Arizona,2761,558,498,400,307,222,156,106
4,Massachusetts,8431,119,153,193,237,281,320,349
5,Wisconsin,844,43,52,60,64,64,59,50
6,Texas,4679,1242,1449,1436,1274,1014,739,504
7,Nebraska,301,19,15,12,10,8,6,5
8,Utah,243,28,31,33,34,34,33,30
9,Oregon,260,29,34,39,44,49,53,57
10,Florida,4982,844,780,579,384,234,135,75
11,New York,32516,138,141,141,138,133,127,119
12,Rhode Island,991,16,7,1,0,0,0,0
13,Georgia,3174,256,325,390,391,330,239,153
14,New Hampshire,398,3,4,4,3,3,3,3
15,North Carolina,1652,176,212,241,258,260,246,219
16,New Jersey,15706,130,122,107,97,88,78,70
17,Colorado,1752,57,71,87,104,120,133,143
18,Maryland,3377,115,169,231,285,309,292,241
19,Nevada,647,94,97,92,81,66,51,38
20,Tennessee,843,184,196,177,137,93,58,34
21,Hawaii,24,3,4,4,4,4,4,4
22,Indiana,2822,140,205,282,359,410,414,370
23,Kentucky,670,88,137,200,266,314,321,283
24,Minnesota,1581,38,28,19,14,9,6,4
25,Oklahoma,451,49,61,73,83,88,87,80
26,Pennsylvania,7022,125,119,112,104,96,89,81
27,South Carolina,1155,205,205,190,167,138,109,83
28,District of Columbia,578,15,19,24,28,33,36,37
29,Kansas,309,13,13,12,11,10,8,7
30,Missouri,1136,68,104,146,186,207,197,163
31,Vermont,56,0,0,0,0,0,0,0
32,Virginia,2027,111,69,24,6,1,0,0
33,Connecticut,4396,27,13,6,3,1,0,0
34,Iowa,793,39,27,18,12,7,5,3
35,Louisiana,3543,40,23,12,7,3,2,1
36,Ohio,3174,189,228,270,312,352,384,406
37,Michigan,6366,126,163,208,259,312,361,399
38,South Dakota,118,9,12,15,19,21,23,23
39,Arkansas,357,45,46,44,41,36,30,25
40,Delaware,523,4,3,3,2,2,1,1
41,Mississippi,1355,167,180,175,155,126,96,69
42,New Mexico,571,31,33,35,35,35,33,31
43,North Dakota,92,10,14,20,27,33,37,37
44,Wyoming,25,2,3,3,3,3,3,3
45,Alaska,18,4,5,6,7,8,9,9
46,Maine,117,2,2,2,2,2,2,1
47,Alabama,1287,299,337,320,256,177,110,64
48,Idaho,119,27,30,33,32,30,26,21
49,Montana,37,19,22,25,27,28,28,26
50,Puerto Rico,178,28,40,54,70,86,99,106
51,Virgin Islands,6,0,0,0,0,0,0,0
52,Guam,5,0,0,0,0,0,0,0
53,West Virginia,100,10,10,12,14,16,18,19
54,Northern Mariana Islands,2,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0
