,County,236,241,248,255,262,269,276,283,290
0,01001,1447,49,44,39,35,31,28,25,22
1,01003,4800,203,196,190,183,176,170,164,158
2,01005,626,1,0,0,0,0,0,0,0
3,01007,581,14,12,10,8,7,5,4,4
4,01009,1128,31,26,21,17,14,11,9,7
5,01011,558,4,3,2,1,0,0,0,0
6,01013,867,10,8,6,5,4,3,2,2
7,01015,2790,49,36,27,20,15,11,8,6
8,01017,864,4,3,2,1,1,0,0,0
9,01019,407,8,6,5,4,3,3,2,2
10,01021,1251,33,27,22,18,15,12,10,8
11,01023,331,1,1,0,0,0,0,0,0
12,01025,936,9,5,2,1,0,0,0,0
13,01027,443,16,14,11,9,8,6,5,4
14,01029,285,34,31,25,19,13,8,5,2
15,01031,1047,9,7,6,5,4,4,3,3
16,01033,1515,4,3,1,1,0,0,0,0
17,01035,444,3,2,1,0,0,0,0,0
18,01037,117,8,14,21,26,27,24,20,17
19,01039,845,12,11,10,10,10,9,9,9
20,01041,421,0,0,0,0,0,0,0,0
21,01043,1528,2,1,0,0,0,0,0,0
22,01045,1094,18,10,6,3,1,0,0,0
23,01047,1475,29,22,17,13,10,8,6,4
24,01049,2159,31,24,18,13,10,7,6,4
25,01051,2223,71,66,60,56,51,47,44,40
26,01053,1302,19,14,11,8,6,4,3,2
27,01055,2899,78,65,54,45,38,33,29,25
28,01057,357,22,22,21,19,17,15,12,10
29,01059,1662,34,27,21,16,12,9,7,5
30,01061,424,12,10,8,7,6,5,4,3
31,01063,282,3,2,2,2,1,1,1,0
32,01065,556,0,0,0,0,0,0,0,0
33,01067,362,15,12,8,6,4,2,1,0
34,01069,2016,42,32,25,19,14,11,8,6
35,01071,1366,24,14,8,4,2,1,0,0
36,01073,17484,352,284,229,185,149,120,96,77
37,01075,295,0,0,0,0,0,0,0,0
38,01077,1530,48,40,34,28,24,20,16,14
39,01079,534,17,14,11,9,7,6,5,4
40,01081,3622,9,1,0,0,0,0,0,0
41,01083,1807,51,42,34,28,23,19,15,12
42,01085,606,2,2,1,1,0,0,0,0
43,01087,421,7,5,4,3,3,2,2,1
44,01089,6880,31,20,12,8,5,3,1,1
45,01091,662,10,8,6,5,4,3,2,2
46,01093,787,17,6,3,2,1,1,0,0
47,01095,3554,15,8,4,2,1,0,0,0
48,01097,12559,40,23,14,9,6,4,3,2
49,01099,445,1,0,0,0,0,0,0,0
50,01101,8188,92,66,47,33,23,16,11,7
51,01103,2972,57,46,36,29,23,18,14,11
52,01105,489,1,1,0,0,0,0,0,0
53,01107,569,9,7,6,5,4,3,3,2
54,01109,883,18,16,13,11,9,8,7,6
55,01111,506,15,8,4,2,1,0,0,0
56,01113,1578,12,9,6,4,3,2,1,1
57,01115,1834,19,10,5,3,2,1,1,0
58,01117,4680,64,50,39,30,23,18,14,11
59,01119,405,1,1,0,0,0,0,0,0
60,01121,1371,28,20,15,11,8,5,4,3
61,01123,958,9,6,4,2,1,1,0,0
62,01125,5618,227,212,198,185,173,162,151,141
63,01127,2039,103,93,83,74,65,58,51,45
64,01129,509,1,1,1,0,0,0,0,0
65,01131,480,2,1,1,1,0,0,0,0
66,01133,626,68,79,79,71,60,50,41,34
67,02013,2,0,0,0,0,0,0,0,0
68,02016,7,0,0,0,0,0,0,0,0
69,02020,3591,164,140,120,102,87,74,63,53
70,02050,80,11,9,7,5,3,1,1,0
71,02060,10,0,0,0,0,0,0,0,0
72,02068,2,0,0,0,0,0,0,0,0
73,02070,6,0,0,0,0,0,0,0,0
74,02090,884,156,135,107,83,64,49,38,30
75,02100,4,0,0,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0,0,0
77,02110,240,86,111,90,49,20,7,3,2
78,02122,426,2,1,0,0,0,0,0,0
79,02130,48,0,0,0,0,0,0,0,0
80,02150,19,1,0,0,0,0,0,0,0
81,02158,9,0,0,0,0,0,0,0,0
82,02164,0,0,0,0,0,0,0,0,0
83,02170,544,30,27,24,22,19,17,15,14
84,02180,50,2,1,0,0,0,0,0,0
85,02185,63,9,6,3,2,1,1,1,0
86,02188,74,1,1,1,1,1,1,1,1
87,02195,7,0,0,0,0,0,0,0,0
88,02198,30,2,1,0,0,0,0,0,0
89,02220,40,1,0,0,0,0,0,0,0
90,02230,0,0,0,0,0,0,0,0,0
91,02240,21,0,0,0,0,0,0,0,0
92,02261,75,3,2,2,2,2,2,1,1
93,02275,12,0,0,0,0,0,0,0,0
94,02282,21,0,0,0,0,0,0,0,0
95,02290,76,0,0,0,0,0,0,0,0
96,04001,3386,6,3,1,0,0,0,0,0
97,04003,1860,3,2,1,0,0,0,0,0
98,04005,3553,301,606,922,1048,898,604,332,154
99,04007,1168,8,4,2,1,0,0,0,0
100,04009,774,17,12,9,6,4,3,2,1
101,04011,58,0,0,0,0,0,0,0,0
102,04012,526,1,1,0,0,0,0,0,0
103,04013,137589,581,367,230,144,89,55,34,20
104,04015,3792,43,31,23,16,12,8,6,4
105,04017,5694,17,13,11,9,8,6,5,5
106,04019,22511,270,190,135,96,69,49,36,26
107,04021,10187,135,106,84,66,51,40,31,24
108,04023,2785,6,3,2,1,0,0,0,0
109,04025,2427,73,64,57,51,46,42,38,35
110,04027,12415,32,17,9,5,2,1,0,0
111,05001,316,16,14,13,11,10,9,8,7
112,05003,403,0,0,0,0,0,0,0,0
113,05005,212,79,135,99,33,5,0,0,0
114,05007,5862,173,107,71,54,44,37,31,27
115,05009,533,47,44,38,30,22,16,11,8
116,05011,321,10,6,3,2,1,0,0,0
117,05013,29,0,0,0,0,0,0,0,0
118,05015,555,26,25,25,24,24,23,23,23
119,05017,976,4,2,1,1,0,0,0,0
120,05019,283,6,4,3,2,2,1,1,0
121,05021,236,15,10,7,5,4,4,3,3
122,05023,295,0,0,0,0,0,0,0,0
123,05025,161,3,2,1,1,0,0,0,0
124,05027,345,7,5,4,3,2,1,1,1
125,05029,233,6,3,1,0,0,0,0,0
126,05031,2389,208,125,86,71,63,56,50,44
127,05033,1108,56,52,49,45,42,39,37,34
128,05035,1802,36,28,22,18,15,12,10,8
129,05037,377,42,36,29,22,17,13,11,8
130,05039,154,1,0,0,0,0,0,0,0
131,05041,260,7,6,4,3,3,2,2,1
132,05043,333,1,1,0,0,0,0,0,0
133,05045,2031,62,54,48,42,37,32,29,25
134,05047,213,30,27,22,17,13,10,8,6
135,05049,98,10,9,7,6,4,3,3,2
136,05051,1630,84,72,62,53,45,38,33,28
137,05053,222,8,7,6,5,5,4,3,3
138,05055,718,7,4,2,1,1,0,0,0
139,05057,344,2,2,2,2,2,2,2,2
140,05059,1787,30,23,18,14,11,8,6,4
141,05061,448,11,9,7,6,6,5,5,5
142,05063,911,14,10,7,5,4,3,3,3
143,05065,130,11,8,6,4,3,2,1,0
144,05067,243,21,16,14,12,11,10,9,9
145,05069,2555,380,506,547,488,403,327,268,224
146,05071,801,11,8,6,4,3,2,2,1
147,05073,80,2,2,2,2,2,2,2,2
148,05075,313,54,72,67,51,35,24,15,10
149,05077,1024,17,14,12,10,9,7,6,5
150,05079,1785,102,84,68,55,45,36,29,23
151,05081,323,4,2,1,1,0,0,0,0
152,05083,381,6,3,2,1,0,0,0,0
153,05085,930,25,20,15,12,9,7,6,4
154,05087,319,8,8,7,7,6,5,4,4
155,05089,62,5,4,4,3,3,3,2,2
156,05091,722,14,12,10,9,8,6,5,5
157,05093,1506,24,17,12,8,6,4,3,2
158,05095,103,2,1,1,0,0,0,0,0
159,05097,123,2,0,0,0,0,0,0,0
160,05099,182,2,1,1,1,0,0,0,0
161,05101,175,10,5,2,0,0,0,0,0
162,05103,214,9,8,7,6,6,5,4,4
163,05105,73,1,1,1,1,1,1,1,1
164,05107,434,3,2,2,1,1,0,0,0
165,05109,212,10,8,6,5,4,3,2,2
166,05111,569,31,23,18,13,10,8,6,5
167,05113,248,9,8,8,7,7,7,7,7
168,05115,1947,57,46,38,30,25,20,16,13
169,05117,131,1,1,1,0,0,0,0,0
170,05119,8130,241,209,181,157,136,118,102,88
171,05121,341,8,5,3,2,1,0,0,0
172,05123,1388,14,10,8,5,4,3,2,1
173,05125,1842,74,54,41,31,25,21,17,15
174,05127,93,0,0,0,0,0,0,0,0
175,05129,128,4,2,0,0,0,0,0,0
176,05131,3192,80,62,49,38,30,24,20,16
177,05133,1183,15,13,11,9,8,6,5,5
178,05135,167,11,9,8,6,5,4,3,2
179,05137,282,16,10,5,3,1,0,0,0
180,05139,801,26,20,16,12,10,8,6,4
181,05141,157,16,9,4,2,1,1,0,0
182,05143,8244,115,103,92,83,74,66,59,53
183,05145,643,24,19,15,12,10,8,7,6
184,05147,36,0,0,0,0,0,0,0,0
185,05149,1202,10,8,6,5,4,3,2,2
186,06001,20022,526,315,179,98,54,31,19,13
187,06003,2,0,0,0,0,0,0,0,0
188,06005,286,2,2,1,1,1,1,0,0
189,06007,2640,115,49,23,13,8,4,2,1
190,06009,298,24,23,21,20,18,17,16,14
191,06011,489,26,24,22,21,20,18,17,16
192,06013,15351,357,236,157,105,71,49,35,25
193,06015,129,2,1,1,1,0,0,0,0
194,06017,1035,17,11,6,4,2,1,0,0
195,06019,27196,597,369,225,136,82,49,30,18
196,06021,522,28,25,22,20,18,16,14,13
197,06023,473,27,26,26,25,24,23,22,22
198,06025,11291,79,61,47,37,28,22,17,13
199,06027,186,0,0,0,0,0,0,0,0
200,06029,30735,114,61,32,17,9,5,3,2
201,06031,7097,86,38,16,7,2,1,0,0
