,County,201,206,213,220,227
0,01001,1174,80,73,68,63
1,01003,3651,293,184,112,67
2,01005,576,15,11,8,7
3,01007,442,27,22,20,18
4,01009,812,63,42,30,23
5,01011,466,11,10,9,9
6,01013,767,38,38,37,37
7,01015,1807,232,146,92,60
8,01017,844,33,31,29,27
9,01019,275,37,37,37,37
10,01021,809,111,106,103,100
11,01023,287,10,9,8,8
12,01025,826,18,15,13,12
13,01027,263,58,56,51,45
14,01029,127,6,4,2,1
15,01031,764,38,27,23,21
16,01033,1207,123,102,85,70
17,01035,393,16,12,11,10
18,01037,103,9,9,9,8
19,01039,737,26,16,11,8
20,01041,326,29,23,19,16
21,01043,1227,126,117,110,103
22,01045,835,36,23,17,13
23,01047,1331,67,62,59,56
24,01049,1830,127,103,86,73
25,01051,1731,147,141,135,130
26,01053,1087,38,16,8,4
27,01055,2162,193,154,123,98
28,01057,212,22,22,22,21
29,01059,1288,116,109,94,77
30,01061,263,41,41,40,40
31,01063,252,11,10,10,10
32,01065,478,26,25,23,22
33,01067,264,11,10,10,10
34,01069,1419,53,28,18,14
35,01071,1014,185,127,73,40
36,01073,13258,1426,1378,1340,1308
37,01075,229,20,19,18,17
38,01077,1189,93,83,74,67
39,01079,351,58,58,58,57
40,01081,2700,172,148,129,115
41,01083,1349,114,89,69,56
42,01085,573,11,9,8,8
43,01087,339,30,30,29,29
44,01089,5447,229,127,75,50
45,01091,565,37,33,30,28
46,01093,580,41,32,26,21
47,01095,3189,219,208,203,199
48,01097,10517,1153,991,850,732
49,01099,421,37,37,37,37
50,01101,6835,456,452,449,447
51,01103,2411,135,125,118,112
52,01105,445,10,5,3,2
53,01107,404,42,55,69,76
54,01109,708,44,44,44,44
55,01111,403,6,3,1,0
56,01113,1387,211,219,221,219
57,01115,1354,162,152,145,139
58,01117,3309,191,124,79,49
59,01119,364,4,3,2,2
60,01121,1048,139,124,109,96
61,01123,865,47,46,45,44
62,01125,4230,314,297,280,265
63,01127,1539,40,26,17,12
64,01129,443,11,7,5,5
65,01131,432,26,26,26,26
66,01133,457,38,38,37,37
67,02013,2,0,0,0,0
68,02016,4,1,0,0,0
69,02020,2198,270,169,117,88
70,02050,23,1,1,1,1
71,02060,10,2,2,1,0
72,02068,1,0,0,0,0
73,02070,1,0,0,0,0
74,02090,440,27,21,17,15
75,02100,4,0,0,0,0
76,02105,0,0,0,0,0
77,02110,110,13,12,12,11
78,02122,328,19,15,12,10
79,02130,36,0,0,0,0
80,02150,6,1,2,2,2
81,02158,6,0,0,0,0
82,02164,0,0,0,0,0
83,02170,349,31,19,12,9
84,02180,19,0,0,0,0
85,02185,18,0,0,0,0
86,02188,40,5,2,1,0
87,02195,6,0,0,0,0
88,02198,8,0,0,0,0
89,02220,27,2,1,1,0
90,02230,0,0,0,0,0
91,02240,17,0,0,0,0
92,02261,53,5,4,4,4
93,02275,8,0,0,0,0
94,02282,7,1,0,0,0
95,02290,53,0,0,0,0
96,04001,3194,147,145,143,142
97,04003,1611,65,45,31,22
98,04005,3099,54,37,27,21
99,04007,916,63,51,44,41
100,04009,549,68,52,40,31
101,04011,57,5,5,5,5
102,04012,477,25,24,23,22
103,04013,126371,5658,3792,2520,1696
104,04015,3202,169,127,100,83
105,04017,5375,307,272,244,221
106,04019,17996,1315,1237,1174,1121
107,04021,8378,224,121,65,36
108,04023,2671,145,138,133,129
109,04025,2018,180,179,178,177
110,04027,11609,562,488,429,384
111,05001,221,21,17,15,14
112,05003,330,92,80,67,58
113,05005,71,5,4,4,3
114,05007,4794,263,244,229,216
115,05009,212,33,30,28,27
116,05011,204,80,111,117,117
117,05013,17,4,4,4,4
118,05015,359,6,4,2,2
119,05017,739,49,44,41,40
120,05019,177,17,14,11,9
121,05021,136,10,10,10,10
122,05023,202,5,5,5,5
123,05025,102,97,247,462,603
124,05027,217,14,10,8,7
125,05029,153,12,11,10,10
126,05031,1374,260,262,264,266
127,05033,635,89,87,86,85
128,05035,1369,108,109,110,111
129,05037,204,31,31,31,31
130,05039,64,2,1,0,0
131,05041,197,48,74,76,71
132,05043,209,35,40,44,45
133,05045,1319,107,95,87,82
134,05047,127,12,11,11,11
135,05049,44,113,531,1404,2086
136,05051,1058,169,160,153,149
137,05053,137,9,6,4,2
138,05055,485,116,76,46,30
139,05057,247,22,14,9,6
140,05059,1554,13,7,5,4
141,05061,342,10,7,6,5
142,05063,537,196,196,195,195
143,05065,53,18,23,27,28
144,05067,117,6,6,6,6
145,05069,1574,261,261,250,232
146,05071,670,45,41,38,36
147,05073,54,1,0,0,0
148,05075,214,21,16,12,9
149,05077,896,51,50,49,48
150,05079,1223,44,42,40,39
151,05081,181,13,4,1,0
152,05083,273,124,126,125,125
153,05085,524,55,50,46,42
154,05087,270,12,11,11,11
155,05089,29,3,2,1,1
156,05091,518,35,30,26,24
157,05093,1033,318,331,336,333
158,05095,62,5,5,5,4
159,05097,38,5,5,5,5
160,05099,143,4,4,3,3
161,05101,106,2,1,1,1
162,05103,102,9,8,7,7
163,05105,54,2,2,2,2
164,05107,325,29,29,29,29
165,05109,108,29,30,31,31
166,05111,286,312,769,1116,1092
167,05113,148,8,8,8,8
168,05115,1319,64,41,28,21
169,05117,96,85,153,178,177
170,05119,5639,3391,8390,10918,10112
171,05121,219,51,52,48,42
172,05123,1223,80,77,75,73
173,05125,1095,154,153,153,152
174,05127,61,61,123,139,134
175,05129,32,1,1,1,1
176,05131,2229,391,379,351,311
177,05133,992,29,29,29,28
178,05135,112,8,6,4,2
179,05137,69,14,14,14,14
180,05139,504,37,21,11,5
181,05141,53,1,1,0,0
182,05143,6310,276,257,244,236
183,05145,326,50,56,59,59
184,05147,22,1,1,1,1
185,05149,1067,44,26,13,6
186,06001,13631,1417,1416,1416,1416
187,06003,2,0,0,0,0
188,06005,182,33,33,33,31
189,06007,1238,64,41,28,20
190,06009,147,7,6,5,4
191,06011,391,18,14,11,10
192,06013,9404,1178,1173,1169,1167
193,06015,100,2,1,0,0
194,06017,755,58,34,17,7
195,06019,17846,1467,986,675,481
196,06021,360,32,29,27,26
197,06023,286,47,45,38,30
198,06025,9693,458,422,395,375
199,06027,106,72,72,72,72
200,06029,24440,1759,691,272,121
201,06031,4453,227,179,155,144
202,06033,240,27,27,27,27
203,06035,683,60,36,21,12
204,06037,210543,17105,17050,17035,17028
205,06039,2463,366,360,356,353
206,06041,5404,280,251,231,216
207,06043,62,0,0,0,0
208,06045,472,21,12,8,6
209,06047,5736,520,312,193,128
210,06049,5,1,1,0,0
211,06051,158,6,2,1,1
212,06053,5446,27,0,0,0
213,06055,1074,171,165,156,145
214,06057,357,4,2,1,0
215,06059,40527,1459,1185,1045,969
216,06061,2319,280,280,279,279
217,06063,36,1,0,0,0
218,06065,41983,3507,3285,3098,2940
219,06067,12040,366,191,112,74
220,06069,765,37,19,10,6
221,06071,36072,2102,1162,677,436
222,06073,32975,1468,1041,733,517
223,06075,7623,722,594,455,331
224,06077,12864,761,591,514,478
225,06079,2254,174,113,67,38
226,06081,6318,621,639,645,643
227,06083,6704,279,214,170,139
228,06085,12694,455,195,103,60
229,06087,1243,85,45,23,12
230,06089,459,24,16,13,11
231,06091,4,0,0,0,0
232,06093,102,3,3,2,2
233,06095,4274,242,188,161,148
234,06097,3670,575,583,574,552
235,06099,10264,351,228,168,132
236,06101,952,75,62,50,40
237,06103,276,16,13,11,10
238,06105,5,0,0,0,0
239,06107,10862,991,851,735,638
240,06109,155,7,6,5,5
241,06111,8634,266,155,103,78
242,06113,1834,70,40,23,13
243,06115,646,57,34,20,12
244,08001,6529,447,456,461,463
245,08003,230,5,4,4,3
246,08005,7340,247,159,98,59
247,08007,36,0,0,0,0
248,08009,15,0,0,0,0
249,08011,9,2,2,2,1
250,08013,2059,114,113,113,112
251,08014,475,99,112,105,101
252,08015,303,7,2,1,0
253,08017,9,0,0,0,0
254,08019,30,19,52,72,72
255,08021,23,0,0,0,0
256,08023,23,0,0,0,0
257,08025,72,0,0,0,0
258,08027,11,0,0,0,0
259,08029,125,7,3,1,0
260,08031,10263,638,654,664,667
261,08033,1,0,0,0,0
262,08035,1744,80,59,46,38
263,08037,1124,62,52,46,41
264,08039,105,19,21,19,15
265,08041,5134,470,466,462,460
266,08043,125,9,6,4,3
267,08045,768,39,26,18,14
268,08047,16,0,0,0,0
269,08049,46,4,4,3,3
270,08051,273,5,1,1,1
271,08053,3,0,0,0,0
272,08055,8,0,0,0,0
273,08057,9,0,0,0,0
274,08059,4210,326,335,341,342
275,08061,0,0,0,0,0
276,08063,56,1,1,1,1
277,08065,79,47,126,190,195
278,08067,219,8,7,7,6
279,08069,1575,129,120,114,109
280,08071,17,0,0,0,0
281,08073,8,0,0,0,0
282,08075,651,13,12,12,11
283,08077,316,31,27,24,20
284,08079,18,0,0,0,0
285,08081,32,1,1,1,0
286,08083,112,8,8,8,8
287,08085,310,8,4,2,1
288,08087,686,3,3,3,3
289,08089,71,6,2,0,0
290,08091,14,2,3,3,2
291,08093,42,0,0,0,0
292,08095,19,0,0,0,0
293,08097,186,20,20,20,20
294,08099,53,1,1,1,1
295,08101,699,88,93,94,93
296,08103,16,0,0,0,0
297,08105,89,1,1,1,1
298,08107,125,12,11,11,10
299,08109,106,0,0,0,0
300,08111,2,0,0,0,0
301,08113,89,3,3,3,3
302,08115,11,0,0,0,0
303,08117,333,7,6,6,6
304,08119,133,8,4,2,1
305,08121,49,0,0,0,0
306,08123,3723,145,139,134,131
307,08125,63,3,3,2,2
308,09001,18035,127,121,116,112
309,09003,12800,92,41,19,12
310,09005,1615,8,3,1,0
311,09007,1405,14,13,12,12
312,09009,13224,137,134,132,130
313,09011,1457,52,47,44,41
314,09013,1056,12,4,1,0
315,09015,738,34,33,32,31
316,10001,2294,102,101,101,101
317,10003,7243,341,339,337,335
318,10005,5848,75,59,49,44
319,11001,NaN,,,,NaN
320,12001,4171,447,419,405,397
321,12003,932,2601,5519,5638,5129
322,12005,4447,693,680,670,662
323,12007,508,2692,13409,27135,27145
324,12009,6099,474,433,401,375
325,12011,62898,3427,1945,1106,646
326,12013,475,275,511,630,605
327,12015,2257,187,126,76,40
328,12017,1548,250,249,248,248
329,12019,3298,350,322,301,285
330,12021,10448,495,396,331,282
331,12023,2893,119,59,39,33
332,12027,1358,35,25,19,15
333,12029,553,451,1009,1422,1400
334,12031,23530,1460,1192,995,846
335,12033,9632,918,830,761,707
336,12035,1078,92,74,61,51
337,12037,430,0,0,0,0
338,12039,1903,583,803,1027,1154
339,12041,366,11,7,4,3
340,12043,405,3,1,0,0
341,12045,659,602,1278,2096,2506
342,12047,618,36,35,34,34
343,12049,976,80,79,78,77
344,12051,1783,73,58,45,36
345,12053,2028,215,182,161,148
346,12055,1449,129,99,79,65
347,12057,32731,2249,1960,1728,1537
348,12059,507,69,61,54,49
349,12061,2543,154,97,64,44
350,12063,1897,218,214,211,209
351,12065,455,173,114,76,59
352,12067,148,18,18,18,18
353,12069,5177,445,407,385,372
354,12071,16632,687,493,360,270
355,12073,5006,641,637,633,630
356,12075,687,76,53,39,32
357,12077,400,58,57,57,57
358,12079,708,75,69,65,61
359,12081,9340,390,236,149,97
360,12083,6573,1237,1225,1218,1213
361,12085,3838,180,160,145,134
362,12086,133623,7844,4632,2799,1759
363,12087,1531,127,98,80,70
