,State,326,332,339,346,353,360,367,374,381,388,395,402,409,416,423
0,Washington,2879,124,136,147,154,163,166,167,167,162,156,147,136,124,111
1,Illinois,15231,1186,1112,1069,819,518,289,149,74,36,17,8,4,2,1
2,California,20958,1272,1826,2379,2749,3051,3019,2701,2260,1739,1269,893,606,405,267
3,Arizona,7322,424,501,593,586,580,530,434,354,265,191,137,93,64,43
4,Massachusetts,11307,357,470,556,639,710,701,676,590,476,371,266,187,127,84
5,Wisconsin,4324,384,333,300,188,91,38,15,6,2,1,0,0,0,0
6,Texas,24347,1447,1625,1699,1695,1763,1642,1573,1454,1264,1132,948,793,661,526
7,Nebraska,1365,149,148,127,72,34,14,6,2,1,0,0,0,0,0
8,Utah,1038,92,96,98,67,38,21,11,6,3,2,1,0,0,0
9,Oregon,1150,146,156,157,149,133,114,94,75,58,45,33,25,18,13
10,Florida,19785,735,814,881,887,916,877,826,765,664,580,486,397,324,255
11,New York,35441,610,779,885,874,778,631,473,334,226,148,95,61,38,24
12,Rhode Island,1509,74,79,64,31,13,5,2,1,0,0,0,0,0,0
13,Georgia,10075,375,500,596,652,763,753,749,704,587,499,384,286,213,147
14,New Hampshire,600,49,64,77,90,107,115,124,123,114,104,86,69,53,39
15,North Carolina,5796,321,403,492,535,562,555,507,443,367,291,225,169,125,91
16,New Jersey,17732,431,477,513,508,485,442,383,322,261,207,160,123,92,69
17,Colorado,3871,294,282,271,235,207,173,139,113,87,67,52,38,29,21
18,Maryland,5100,271,298,337,345,321,272,213,157,110,75,50,33,21,14
19,Nevada,2520,229,248,263,249,227,194,152,117,84,59,40,27,18,12
20,Tennessee,5400,508,637,743,754,667,516,354,222,131,74,41,23,12,7
21,Hawaii,271,13,13,15,16,18,20,21,23,24,25,27,27,28,28
22,Indiana,6758,561,589,604,468,286,149,71,33,15,6,3,1,1,0
23,Kentucky,2192,144,150,150,140,123,102,81,61,45,32,23,16,11,7
24,Minnesota,4418,437,377,314,253,183,135,94,63,44,29,19,13,8,5
25,Oklahoma,2042,157,153,162,141,115,94,69,50,36,25,17,12,8,5
26,Pennsylvania,12371,1285,1579,1829,1980,2140,2078,1957,1733,1409,1126,839,607,433,296
27,South Carolina,4685,183,236,291,312,315,296,256,210,164,124,91,65,46,33
28,District of Columbia,713,18,23,28,31,36,38,40,40,38,35,31,26,22,18
29,Kansas,2072,260,250,242,190,164,126,92,71,48,35,24,16,12,8
30,Missouri,4602,329,308,313,268,198,131,81,47,27,15,8,5,3,1
31,Vermont,95,16,19,20,22,25,25,28,29,29,31,31,32,32,31
32,Virginia,4409,223,271,224,7,0,0,0,0,0,0,0,0,0,0
33,Connecticut,5363,221,275,251,162,98,57,33,18,10,6,3,2,1,1
34,Iowa,3208,128,102,84,50,24,11,4,2,1,0,0,0,0,0
35,Louisiana,6767,198,217,203,153,105,67,41,24,14,8,5,3,2,1
36,Ohio,7477,564,599,648,579,433,282,167,94,51,27,14,7,4,2
37,Michigan,11195,880,873,816,687,616,507,409,336,260,204,159,120,93,70
38,South Dakota,1243,149,137,94,3,0,0,0,0,0,0,0,0,0,0
39,Arkansas,2911,290,327,360,350,320,269,211,156,110,76,51,33,22,14
40,Delaware,815,32,42,49,46,36,24,15,9,5,3,1,1,0,0
41,Mississippi,4180,263,335,378,349,300,238,174,123,84,56,37,24,16,10
42,New Mexico,1913,183,171,168,140,119,97,72,56,40,29,21,14,10,7
43,North Dakota,1152,84,58,33,1,0,0,0,0,0,0,0,0,0,0
44,Wyoming,321,40,32,26,18,13,9,6,4,3,2,1,1,0,0
45,Alaska,176,20,21,20,17,15,11,9,6,4,3,2,1,1,1
46,Maine,257,30,39,48,55,66,76,84,93,98,100,100,96,90,82
47,Alabama,4102,285,361,412,399,381,325,255,195,139,97,66,44,29,19
48,Idaho,1169,123,130,133,107,67,35,17,8,3,1,1,0,0,0
49,Montana,816,68,59,54,41,31,23,16,11,7,5,3,2,1,1
50,Puerto Rico,1266,85,87,93,94,96,100,98,99,98,95,93,88,84,80
51,"Virgin Islands, U.S.",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Guam,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,West Virginia,966,143,158,173,167,143,109,77,50,32,20,12,7,4,2
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
