,State,781,787
0,Washington,NaN,201
1,Illinois,NaN,207
2,California,NaN,1224
3,Arizona,NaN,667
4,Massachusetts,NaN,241
5,Wisconsin,NaN,321
6,Texas,NaN,809
7,Nebraska,NaN,20
8,Utah,NaN,61
9,Oregon,NaN,230
10,Florida,NaN,974
11,New York,NaN,114
12,Rhode Island,NaN,5
13,Georgia,NaN,563
14,New Hampshire,NaN,17
15,North Carolina,NaN,217
16,New Jersey,NaN,101
17,Colorado,NaN,36
18,Maryland,NaN,81
19,Nevada,NaN,171
20,Tennessee,NaN,283
21,Hawaii,NaN,0
22,Indiana,NaN,237
23,Kentucky,NaN,125
24,Minnesota,NaN,129
25,Oklahoma,NaN,349
26,Pennsylvania,NaN,312
27,South Carolina,NaN,494
28,District of Columbia,NaN,0
29,Kansas,NaN,34
30,Missouri,NaN,309
31,Vermont,NaN,1
32,Virginia,NaN,314
33,Connecticut,NaN,150
34,Iowa,NaN,158
35,Louisiana,NaN,178
36,Ohio,NaN,213
37,Michigan,NaN,554
38,South Dakota,NaN,33
39,Arkansas,NaN,229
40,Delaware,NaN,3
41,Mississippi,NaN,148
42,New Mexico,NaN,109
43,North Dakota,NaN,20
44,Wyoming,NaN,12
45,Alaska,NaN,17
46,Maine,NaN,8
47,Alabama,NaN,473
48,Idaho,NaN,42
49,Montana,NaN,26
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,166
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
