,State,830,836
0,Washington,NaN,65
1,Illinois,NaN,57
2,California,NaN,405
3,Arizona,NaN,170
4,Massachusetts,NaN,53
5,Wisconsin,NaN,13
6,Texas,NaN,105
7,Nebraska,NaN,0
8,Utah,NaN,7
9,Oregon,NaN,36
10,Florida,NaN,157
11,New York,NaN,132
12,Rhode Island,NaN,9
13,Georgia,NaN,227
14,New Hampshire,NaN,7
15,North Carolina,NaN,72
16,New Jersey,NaN,65
17,Colorado,NaN,56
18,Maryland,NaN,48
19,Nevada,NaN,117
20,Tennessee,NaN,18
21,Hawaii,NaN,19
22,Indiana,NaN,51
23,Kentucky,NaN,147
24,Minnesota,NaN,39
25,Oklahoma,NaN,129
26,Pennsylvania,NaN,78
27,South Carolina,NaN,51
28,District of Columbia,NaN,8
29,Kansas,NaN,41
30,Missouri,NaN,11
31,Vermont,NaN,11
32,Virginia,NaN,117
33,Connecticut,NaN,19
34,Iowa,NaN,32
35,Louisiana,NaN,33
36,Ohio,NaN,107
37,Michigan,NaN,113
38,South Dakota,NaN,18
39,Arkansas,NaN,19
40,Delaware,NaN,2
41,Mississippi,NaN,12
42,New Mexico,NaN,81
43,North Dakota,NaN,10
44,Wyoming,NaN,7
45,Alaska,NaN,6
46,Maine,NaN,4
47,Alabama,NaN,37
48,Idaho,NaN,6
49,Montana,NaN,134
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,50
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
