,State,690,696
0,Washington,NaN,204
1,Illinois,NaN,345
2,California,NaN,619
3,Arizona,NaN,534
4,Massachusetts,NaN,196
5,Wisconsin,NaN,397
6,Texas,NaN,514
7,Nebraska,NaN,123
8,Utah,NaN,49
9,Oregon,NaN,194
10,Florida,NaN,447
11,New York,NaN,426
12,Rhode Island,NaN,17
13,Georgia,NaN,225
14,New Hampshire,NaN,67
15,North Carolina,NaN,210
16,New Jersey,NaN,128
17,Colorado,NaN,397
18,Maryland,NaN,0
19,Nevada,NaN,147
20,Tennessee,NaN,422
21,Hawaii,NaN,19
22,Indiana,NaN,443
23,Kentucky,NaN,579
24,Minnesota,NaN,367
25,Oklahoma,NaN,93
26,Pennsylvania,NaN,748
27,South Carolina,NaN,123
28,District of Columbia,NaN,2
29,Kansas,NaN,123
30,Missouri,NaN,182
31,Vermont,NaN,18
32,Virginia,NaN,204
33,Connecticut,NaN,59
34,Iowa,NaN,167
35,Louisiana,NaN,70
36,Ohio,NaN,391
37,Michigan,NaN,1144
38,South Dakota,NaN,54
39,Arkansas,NaN,130
40,Delaware,NaN,27
41,Mississippi,NaN,41
42,New Mexico,NaN,90
43,North Dakota,NaN,51
44,Wyoming,NaN,68
45,Alaska,NaN,5
46,Maine,NaN,43
47,Alabama,NaN,75
48,Idaho,NaN,80
49,Montana,NaN,96
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,164
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
