,State,816,822
0,Washington,NaN,71
1,Illinois,NaN,60
2,California,NaN,418
3,Arizona,NaN,245
4,Massachusetts,NaN,40
5,Wisconsin,NaN,65
6,Texas,NaN,147
7,Nebraska,NaN,24
8,Utah,NaN,3
9,Oregon,NaN,210
10,Florida,NaN,180
11,New York,NaN,78
12,Rhode Island,NaN,1
13,Georgia,NaN,237
14,New Hampshire,NaN,8
15,North Carolina,NaN,132
16,New Jersey,NaN,46
17,Colorado,NaN,43
18,Maryland,NaN,37
19,Nevada,NaN,656
20,Tennessee,NaN,130
21,Hawaii,NaN,13
22,Indiana,NaN,35
23,Kentucky,NaN,116
24,Minnesota,NaN,46
25,Oklahoma,NaN,152
26,Pennsylvania,NaN,74
27,South Carolina,NaN,72
28,District of Columbia,NaN,0
29,Kansas,NaN,0
30,Missouri,NaN,20
31,Vermont,NaN,2
32,Virginia,NaN,228
33,Connecticut,NaN,15
34,Iowa,NaN,36
35,Louisiana,NaN,24
36,Ohio,NaN,157
37,Michigan,NaN,139
38,South Dakota,NaN,8
39,Arkansas,NaN,41
40,Delaware,NaN,10
41,Mississippi,NaN,14
42,New Mexico,NaN,65
43,North Dakota,NaN,4
44,Wyoming,NaN,7
45,Alaska,NaN,12
46,Maine,NaN,85
47,Alabama,NaN,184
48,Idaho,NaN,25
49,Montana,NaN,7
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,61
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
