,State,788,794
0,Washington,NaN,185
1,Illinois,NaN,165
2,California,NaN,944
3,Arizona,NaN,800
4,Massachusetts,NaN,0
5,Wisconsin,NaN,333
6,Texas,NaN,340
7,Nebraska,NaN,33
8,Utah,NaN,21
9,Oregon,NaN,151
10,Florida,NaN,1024
11,New York,NaN,192
12,Rhode Island,NaN,12
13,Georgia,NaN,423
14,New Hampshire,NaN,27
15,North Carolina,NaN,175
16,New Jersey,NaN,72
17,Colorado,NaN,61
18,Maryland,NaN,38
19,Nevada,NaN,46
20,Tennessee,NaN,617
21,Hawaii,NaN,24
22,Indiana,NaN,174
23,Kentucky,NaN,456
24,Minnesota,NaN,93
25,Oklahoma,NaN,190
26,Pennsylvania,NaN,261
27,South Carolina,NaN,12
28,District of Columbia,NaN,0
29,Kansas,NaN,188
30,Missouri,NaN,406
31,Vermont,NaN,4
32,Virginia,NaN,321
33,Connecticut,NaN,83
34,Iowa,NaN,151
35,Louisiana,NaN,146
36,Ohio,NaN,313
37,Michigan,NaN,337
38,South Dakota,NaN,30
39,Arkansas,NaN,187
40,Delaware,NaN,12
41,Mississippi,NaN,102
42,New Mexico,NaN,124
43,North Dakota,NaN,9
44,Wyoming,NaN,30
45,Alaska,NaN,1
46,Maine,NaN,58
47,Alabama,NaN,265
48,Idaho,NaN,25
49,Montana,NaN,15
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,142
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
