,State,725,731
0,Washington,NaN,277
1,Illinois,NaN,990
2,California,NaN,814
3,Arizona,NaN,422
4,Massachusetts,NaN,512
5,Wisconsin,NaN,320
6,Texas,NaN,686
7,Nebraska,NaN,109
8,Utah,NaN,61
9,Oregon,NaN,180
10,Florida,NaN,0
11,New York,NaN,1532
12,Rhode Island,NaN,71
13,Georgia,NaN,468
14,New Hampshire,NaN,77
15,North Carolina,NaN,390
16,New Jersey,NaN,762
17,Colorado,NaN,259
18,Maryland,NaN,506
19,Nevada,NaN,165
20,Tennessee,NaN,310
21,Hawaii,NaN,19
22,Indiana,NaN,831
23,Kentucky,NaN,196
24,Minnesota,NaN,289
25,Oklahoma,NaN,245
26,Pennsylvania,NaN,1184
27,South Carolina,NaN,225
28,District of Columbia,NaN,36
29,Kansas,NaN,70
30,Missouri,NaN,418
31,Vermont,NaN,16
32,Virginia,NaN,221
33,Connecticut,NaN,226
34,Iowa,NaN,321
35,Louisiana,NaN,113
36,Ohio,NaN,530
37,Michigan,NaN,1088
38,South Dakota,NaN,35
39,Arkansas,NaN,137
40,Delaware,NaN,47
41,Mississippi,NaN,147
42,New Mexico,NaN,221
43,North Dakota,NaN,26
44,Wyoming,NaN,24
45,Alaska,NaN,10
46,Maine,NaN,59
47,Alabama,NaN,27
48,Idaho,NaN,51
49,Montana,NaN,37
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,133
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
