,State,795,801
0,Washington,NaN,128
1,Illinois,NaN,152
2,California,NaN,722
3,Arizona,NaN,585
4,Massachusetts,NaN,54
5,Wisconsin,NaN,343
6,Texas,NaN,393
7,Nebraska,NaN,9
8,Utah,NaN,103
9,Oregon,NaN,101
10,Florida,NaN,431
11,New York,NaN,118
12,Rhode Island,NaN,11
13,Georgia,NaN,333
14,New Hampshire,NaN,15
15,North Carolina,NaN,167
16,New Jersey,NaN,45
17,Colorado,NaN,0
18,Maryland,NaN,29
19,Nevada,NaN,142
20,Tennessee,NaN,96
21,Hawaii,NaN,8
22,Indiana,NaN,92
23,Kentucky,NaN,263
24,Minnesota,NaN,84
25,Oklahoma,NaN,335
26,Pennsylvania,NaN,198
27,South Carolina,NaN,170
28,District of Columbia,NaN,0
29,Kansas,NaN,110
30,Missouri,NaN,292
31,Vermont,NaN,6
32,Virginia,NaN,186
33,Connecticut,NaN,53
34,Iowa,NaN,91
35,Louisiana,NaN,108
36,Ohio,NaN,292
37,Michigan,NaN,233
38,South Dakota,NaN,8
39,Arkansas,NaN,139
40,Delaware,NaN,5
41,Mississippi,NaN,65
42,New Mexico,NaN,84
43,North Dakota,NaN,0
44,Wyoming,NaN,21
45,Alaska,NaN,35
46,Maine,NaN,16
47,Alabama,NaN,219
48,Idaho,NaN,48
49,Montana,NaN,10
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,121
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
