,State,823,829
0,Washington,NaN,55
1,Illinois,NaN,82
2,California,NaN,442
3,Arizona,NaN,49
4,Massachusetts,NaN,74
5,Wisconsin,NaN,19
6,Texas,NaN,270
7,Nebraska,NaN,8
8,Utah,NaN,4
9,Oregon,NaN,47
10,Florida,NaN,172
11,New York,NaN,153
12,Rhode Island,NaN,6
13,Georgia,NaN,223
14,New Hampshire,NaN,14
15,North Carolina,NaN,49
16,New Jersey,NaN,51
17,Colorado,NaN,96
18,Maryland,NaN,34
19,Nevada,NaN,321
20,Tennessee,NaN,21
21,Hawaii,NaN,29
22,Indiana,NaN,48
23,Kentucky,NaN,117
24,Minnesota,NaN,54
25,Oklahoma,NaN,124
26,Pennsylvania,NaN,156
27,South Carolina,NaN,54
28,District of Columbia,NaN,0
29,Kansas,NaN,0
30,Missouri,NaN,17
31,Vermont,NaN,7
32,Virginia,NaN,176
33,Connecticut,NaN,30
34,Iowa,NaN,60
35,Louisiana,NaN,42
36,Ohio,NaN,148
37,Michigan,NaN,134
38,South Dakota,NaN,5
39,Arkansas,NaN,28
40,Delaware,NaN,4
41,Mississippi,NaN,18
42,New Mexico,NaN,43
43,North Dakota,NaN,3
44,Wyoming,NaN,9
45,Alaska,NaN,22
46,Maine,NaN,5
47,Alabama,NaN,51
48,Idaho,NaN,12
49,Montana,NaN,3
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,43
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
