,State,802,808
0,Washington,NaN,96
1,Illinois,NaN,115
2,California,NaN,546
3,Arizona,NaN,671
4,Massachusetts,NaN,55
5,Wisconsin,NaN,122
6,Texas,NaN,589
7,Nebraska,NaN,165
8,Utah,NaN,5
9,Oregon,NaN,152
10,Florida,NaN,262
11,New York,NaN,70
12,Rhode Island,NaN,80
13,Georgia,NaN,369
14,New Hampshire,NaN,9
15,North Carolina,NaN,51
16,New Jersey,NaN,37
17,Colorado,NaN,30
18,Maryland,NaN,32
19,Nevada,NaN,103
20,Tennessee,NaN,153
21,Hawaii,NaN,10
22,Indiana,NaN,1119
23,Kentucky,NaN,305
24,Minnesota,NaN,72
25,Oklahoma,NaN,217
26,Pennsylvania,NaN,129
27,South Carolina,NaN,148
28,District of Columbia,NaN,3
29,Kansas,NaN,239
30,Missouri,NaN,162
31,Vermont,NaN,3
32,Virginia,NaN,142
33,Connecticut,NaN,30
34,Iowa,NaN,74
35,Louisiana,NaN,86
36,Ohio,NaN,0
37,Michigan,NaN,197
38,South Dakota,NaN,5
39,Arkansas,NaN,42
40,Delaware,NaN,5
41,Mississippi,NaN,27
42,New Mexico,NaN,107
43,North Dakota,NaN,0
44,Wyoming,NaN,12
45,Alaska,NaN,10
46,Maine,NaN,10
47,Alabama,NaN,116
48,Idaho,NaN,12
49,Montana,NaN,8
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,149
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
