,State,774,780
0,Washington,NaN,264
1,Illinois,NaN,343
2,California,NaN,1566
3,Arizona,NaN,0
4,Massachusetts,NaN,281
5,Wisconsin,NaN,329
6,Texas,NaN,1107
7,Nebraska,NaN,83
8,Utah,NaN,39
9,Oregon,NaN,164
10,Florida,NaN,1623
11,New York,NaN,239
12,Rhode Island,NaN,12
13,Georgia,NaN,617
14,New Hampshire,NaN,14
15,North Carolina,NaN,360
16,New Jersey,NaN,144
17,Colorado,NaN,77
18,Maryland,NaN,76
19,Nevada,NaN,181
20,Tennessee,NaN,299
21,Hawaii,NaN,26
22,Indiana,NaN,277
23,Kentucky,NaN,331
24,Minnesota,NaN,155
25,Oklahoma,NaN,404
26,Pennsylvania,NaN,475
27,South Carolina,NaN,220
28,District of Columbia,NaN,2
29,Kansas,NaN,72
30,Missouri,NaN,373
31,Vermont,NaN,15
32,Virginia,NaN,497
33,Connecticut,NaN,112
34,Iowa,NaN,149
35,Louisiana,NaN,223
36,Ohio,NaN,211
37,Michigan,NaN,559
38,South Dakota,NaN,34
39,Arkansas,NaN,272
40,Delaware,NaN,13
41,Mississippi,NaN,191
42,New Mexico,NaN,92
43,North Dakota,NaN,0
44,Wyoming,NaN,24
45,Alaska,NaN,49
46,Maine,NaN,64
47,Alabama,NaN,373
48,Idaho,NaN,71
49,Montana,NaN,40
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,204
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
