,State,767,773
0,Washington,NaN,310
1,Illinois,NaN,530
2,California,NaN,1422
3,Arizona,NaN,464
4,Massachusetts,NaN,414
5,Wisconsin,NaN,277
6,Texas,NaN,1399
7,Nebraska,NaN,121
8,Utah,NaN,46
9,Oregon,NaN,203
10,Florida,NaN,1087
11,New York,NaN,423
12,Rhode Island,NaN,10
13,Georgia,NaN,739
14,New Hampshire,NaN,67
15,North Carolina,NaN,488
16,New Jersey,NaN,277
17,Colorado,NaN,108
18,Maryland,NaN,121
19,Nevada,NaN,223
20,Tennessee,NaN,574
21,Hawaii,NaN,24
22,Indiana,NaN,374
23,Kentucky,NaN,221
24,Minnesota,NaN,200
25,Oklahoma,NaN,506
26,Pennsylvania,NaN,573
27,South Carolina,NaN,333
28,District of Columbia,NaN,4
29,Kansas,NaN,38
30,Missouri,NaN,665
31,Vermont,NaN,18
32,Virginia,NaN,718
33,Connecticut,NaN,158
34,Iowa,NaN,239
35,Louisiana,NaN,275
36,Ohio,NaN,338
37,Michigan,NaN,766
38,South Dakota,NaN,40
39,Arkansas,NaN,203
40,Delaware,NaN,16
41,Mississippi,NaN,275
42,New Mexico,NaN,180
43,North Dakota,NaN,20
44,Wyoming,NaN,44
45,Alaska,NaN,38
46,Maine,NaN,134
47,Alabama,NaN,380
48,Idaho,NaN,81
49,Montana,NaN,106
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,213
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
