,State,760,766
0,Washington,NaN,338
1,Illinois,NaN,644
2,California,NaN,1753
3,Arizona,NaN,473
4,Massachusetts,NaN,437
5,Wisconsin,NaN,258
6,Texas,NaN,1766
7,Nebraska,NaN,107
8,Utah,NaN,63
9,Oregon,NaN,145
10,Florida,NaN,1746
11,New York,NaN,570
12,Rhode Island,NaN,25
13,Georgia,NaN,897
14,New Hampshire,NaN,58
15,North Carolina,NaN,673
16,New Jersey,NaN,395
17,Colorado,NaN,102
18,Maryland,NaN,109
19,Nevada,NaN,249
20,Tennessee,NaN,916
21,Hawaii,NaN,51
22,Indiana,NaN,559
23,Kentucky,NaN,327
24,Minnesota,NaN,244
25,Oklahoma,NaN,467
26,Pennsylvania,NaN,708
27,South Carolina,NaN,589
28,District of Columbia,NaN,7
29,Kansas,NaN,286
30,Missouri,NaN,536
31,Vermont,NaN,20
32,Virginia,NaN,697
33,Connecticut,NaN,132
34,Iowa,NaN,207
35,Louisiana,NaN,310
36,Ohio,NaN,0
37,Michigan,NaN,803
38,South Dakota,NaN,58
39,Arkansas,NaN,301
40,Delaware,NaN,33
41,Mississippi,NaN,370
42,New Mexico,NaN,156
43,North Dakota,NaN,27
44,Wyoming,NaN,33
45,Alaska,NaN,47
46,Maine,NaN,136
47,Alabama,NaN,466
48,Idaho,NaN,171
49,Montana,NaN,54
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,249
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
