,State,669,675
0,Washington,NaN,234
1,Illinois,NaN,194
2,California,NaN,790
3,Arizona,NaN,340
4,Massachusetts,NaN,142
5,Wisconsin,NaN,195
6,Texas,NaN,719
7,Nebraska,NaN,80
8,Utah,NaN,67
9,Oregon,NaN,216
10,Florida,NaN,392
11,New York,NaN,268
12,Rhode Island,NaN,19
13,Georgia,NaN,416
14,New Hampshire,NaN,56
15,North Carolina,NaN,266
16,New Jersey,NaN,104
17,Colorado,NaN,342
18,Maryland,NaN,60
19,Nevada,NaN,141
20,Tennessee,NaN,229
21,Hawaii,NaN,31
22,Indiana,NaN,231
23,Kentucky,NaN,490
24,Minnesota,NaN,243
25,Oklahoma,NaN,187
26,Pennsylvania,NaN,664
27,South Carolina,NaN,140
28,District of Columbia,NaN,2
29,Kansas,NaN,30
30,Missouri,NaN,218
31,Vermont,NaN,13
32,Virginia,NaN,215
33,Connecticut,NaN,46
34,Iowa,NaN,178
35,Louisiana,NaN,86
36,Ohio,NaN,270
37,Michigan,NaN,748
38,South Dakota,NaN,32
39,Arkansas,NaN,52
40,Delaware,NaN,21
41,Mississippi,NaN,51
42,New Mexico,NaN,124
43,North Dakota,NaN,52
44,Wyoming,NaN,76
45,Alaska,NaN,38
46,Maine,NaN,54
47,Alabama,NaN,124
48,Idaho,NaN,148
49,Montana,NaN,99
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,166
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
