,State,662,668
0,Washington,NaN,156
1,Illinois,NaN,155
2,California,NaN,713
3,Arizona,NaN,291
4,Massachusetts,NaN,100
5,Wisconsin,NaN,189
6,Texas,NaN,1002
7,Nebraska,NaN,66
8,Utah,NaN,44
9,Oregon,NaN,268
10,Florida,NaN,379
11,New York,NaN,265
12,Rhode Island,NaN,12
13,Georgia,NaN,512
14,New Hampshire,NaN,35
15,North Carolina,NaN,194
16,New Jersey,NaN,102
17,Colorado,NaN,267
18,Maryland,NaN,80
19,Nevada,NaN,117
20,Tennessee,NaN,230
21,Hawaii,NaN,20
22,Indiana,NaN,251
23,Kentucky,NaN,338
24,Minnesota,NaN,238
25,Oklahoma,NaN,865
26,Pennsylvania,NaN,627
27,South Carolina,NaN,162
28,District of Columbia,NaN,1
29,Kansas,NaN,180
30,Missouri,NaN,186
31,Vermont,NaN,13
32,Virginia,NaN,259
33,Connecticut,NaN,29
34,Iowa,NaN,169
35,Louisiana,NaN,94
36,Ohio,NaN,15
37,Michigan,NaN,477
38,South Dakota,NaN,20
39,Arkansas,NaN,86
40,Delaware,NaN,12
41,Mississippi,NaN,54
42,New Mexico,NaN,72
43,North Dakota,NaN,23
44,Wyoming,NaN,87
45,Alaska,NaN,119
46,Maine,NaN,22
47,Alabama,NaN,171
48,Idaho,NaN,111
49,Montana,NaN,84
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,130
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
