,State,718,724
0,Washington,NaN,222
1,Illinois,NaN,703
2,California,NaN,682
3,Arizona,NaN,418
4,Massachusetts,NaN,415
5,Wisconsin,NaN,354
6,Texas,NaN,818
7,Nebraska,NaN,175
8,Utah,NaN,118
9,Oregon,NaN,144
10,Florida,NaN,254
11,New York,NaN,935
12,Rhode Island,NaN,83
13,Georgia,NaN,109
14,New Hampshire,NaN,84
15,North Carolina,NaN,274
16,New Jersey,NaN,484
17,Colorado,NaN,219
18,Maryland,NaN,350
19,Nevada,NaN,136
20,Tennessee,NaN,119
21,Hawaii,NaN,9
22,Indiana,NaN,815
23,Kentucky,NaN,291
24,Minnesota,NaN,362
25,Oklahoma,NaN,213
26,Pennsylvania,NaN,1205
27,South Carolina,NaN,177
28,District of Columbia,NaN,16
29,Kansas,NaN,102
30,Missouri,NaN,388
31,Vermont,NaN,12
32,Virginia,NaN,79
33,Connecticut,NaN,263
34,Iowa,NaN,283
35,Louisiana,NaN,89
36,Ohio,NaN,432
37,Michigan,NaN,1198
38,South Dakota,NaN,52
39,Arkansas,NaN,138
40,Delaware,NaN,56
41,Mississippi,NaN,109
42,New Mexico,NaN,195
43,North Dakota,NaN,26
44,Wyoming,NaN,71
45,Alaska,NaN,2
46,Maine,NaN,112
47,Alabama,NaN,192
48,Idaho,NaN,106
49,Montana,NaN,15
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,109
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
