,County,256,262,269
0,01001,1828,74,78
1,01003,6073,282,309
2,01005,921,42,47
3,01007,686,41,43
4,01009,1656,61,68
5,01011,613,36,36
6,01013,926,56,58
7,01015,3679,129,141
8,01017,1205,75,80
9,01019,639,29,31
10,01021,1648,56,61
11,01023,366,27,29
12,01025,1156,46,49
13,01027,611,25,25
14,01029,427,25,27
15,01031,1462,76,77
16,01033,1734,60,66
17,01035,540,23,24
18,01037,179,19,21
19,01039,1478,54,59
20,01041,547,24,26
21,01043,1959,101,110
22,01045,1509,59,67
23,01047,1808,76,81
24,01049,2610,102,111
25,01051,2826,92,106
26,01053,1652,58,62
27,01055,3685,136,147
28,01057,485,25,24
29,01059,1842,76,80
30,01061,733,36,34
31,01063,308,21,23
32,01065,666,29,31
33,01067,566,24,27
34,01069,3347,133,145
35,01071,1690,63,67
36,01073,20666,687,661
37,01075,400,28,30
38,01077,1815,47,55
39,01079,652,44,46
40,01081,6141,216,244
41,01083,2258,125,135
42,01085,662,32,33
43,01087,492,30,32
44,01089,8234,279,308
45,01091,743,37,40
46,01093,997,39,43
47,01095,4032,180,186
48,01097,13739,379,374
49,01099,597,30,33
50,01101,9007,197,200
51,01103,3461,145,154
52,01105,544,30,30
53,01107,684,36,38
54,01109,1238,69,71
55,01111,702,36,40
56,01113,1821,78,82
57,01115,2461,79,94
58,01117,6375,167,199
59,01119,438,35,36
60,01121,2253,84,92
61,01123,1195,63,68
62,01125,9194,885,1004
63,01127,2424,76,83
64,01129,582,31,33
65,01131,538,29,31
66,01133,764,34,35
67,02013,14,1,3
68,02016,96,7,14
69,02020,4957,276,304
70,02050,124,28,31
71,02060,0,4,13
72,02068,14,1,3
73,02070,31,5,9
74,02090,1345,87,102
75,02100,9,6,17
76,02105,0,0,1
77,02110,389,68,77
78,02122,651,45,50
79,02130,69,109,142
80,02150,73,27,40
81,02158,14,15,23
82,02164,95,0,1
83,02170,682,65,85
84,02180,86,53,76
85,02185,157,28,43
86,02188,143,37,55
87,02195,13,11,10
88,02198,32,18,33
89,02220,70,26,40
90,02230,0,0,1
91,02240,47,35,51
92,02261,129,13,22
93,02275,19,8,18
94,02282,30,4,8
95,02290,86,8,8
96,04001,3579,82,88
97,04003,1919,39,23
98,04005,4275,190,207
99,04007,1451,20,22
100,04009,885,26,31
101,04011,60,14,12
102,04012,548,162,7
103,04013,143183,707,554
104,04015,4050,44,47
