,County,683,689,696,703,710
0,01001,NaN,68,61,62,64
1,01003,NaN,159,171,187,200
2,01005,NaN,21,20,22,23
3,01007,NaN,19,21,22,24
4,01009,NaN,81,75,75,74
5,01011,NaN,5,6,7,7
6,01013,NaN,11,15,17,18
7,01015,NaN,62,72,82,90
8,01017,NaN,28,27,30,32
9,01019,NaN,30,30,30,30
10,01021,NaN,70,64,63,61
11,01023,NaN,11,11,11,11
12,01025,NaN,12,16,18,21
13,01027,NaN,31,24,23,23
14,01029,NaN,9,13,14,15
15,01031,NaN,22,32,38,42
16,01033,NaN,38,45,48,51
17,01035,NaN,7,9,11,12
18,01037,NaN,13,13,14,14
19,01039,NaN,36,41,43,44
20,01041,NaN,10,13,15,16
21,01043,NaN,117,113,112,111
22,01045,NaN,36,38,43,47
23,01047,NaN,15,21,25,27
24,01049,NaN,127,114,111,107
25,01051,NaN,35,58,65,71
26,01053,NaN,25,27,31,34
27,01055,NaN,69,76,84,90
28,01057,NaN,22,23,23,24
29,01059,NaN,28,35,36,37
30,01061,NaN,22,22,24,26
31,01063,NaN,7,6,7,7
32,01065,NaN,15,15,16,17
33,01067,NaN,11,14,15,17
34,01069,NaN,65,74,82,88
35,01071,NaN,61,60,62,63
36,01073,NaN,315,383,432,473
37,01075,NaN,16,19,20,20
38,01077,NaN,102,102,103,103
39,01079,NaN,32,33,34,35
40,01081,NaN,76,109,117,123
41,01083,NaN,59,71,77,81
42,01085,NaN,7,6,7,8
43,01087,NaN,23,20,21,21
44,01089,NaN,305,280,289,296
45,01091,NaN,11,13,15,16
46,01093,NaN,31,36,37,38
47,01095,NaN,106,94,98,101
48,01097,NaN,239,277,313,344
49,01099,NaN,12,17,19,20
50,01101,NaN,80,123,139,154
51,01103,NaN,81,98,103,107
52,01105,NaN,1,3,4,5
53,01107,NaN,15,18,19,20
54,01109,NaN,18,23,26,28
55,01111,NaN,27,31,31,31
56,01113,NaN,22,31,35,39
57,01115,NaN,86,89,92,94
58,01117,NaN,141,150,163,173
59,01119,NaN,9,10,10,10
60,01121,NaN,84,80,83,85
61,01123,NaN,31,38,41,43
62,01125,NaN,160,167,175,181
63,01127,NaN,154,132,124,118
64,01129,NaN,4,7,9,11
65,01131,NaN,13,13,13,13
66,01133,NaN,29,25,27,29
67,02013,NaN,1,3,4,4
68,02016,NaN,3,6,8,9
69,02020,NaN,486,604,625,642
70,02050,NaN,76,84,78,73
71,02060,NaN,0,0,0,0
72,02068,NaN,2,4,4,5
73,02070,NaN,13,16,17,17
74,02090,NaN,144,188,205,218
75,02100,NaN,2,3,4,5
76,02105,NaN,1,1,1,2
77,02110,NaN,51,68,76,83
78,02122,NaN,90,120,132,142
79,02130,NaN,78,88,85,81
80,02150,NaN,13,21,26,30
81,02158,NaN,45,49,46,43
82,02164,NaN,4,5,5,5
83,02170,NaN,238,289,293,297
84,02180,NaN,50,57,54,52
85,02185,NaN,24,29,29,30
86,02188,NaN,42,47,44,41
87,02195,NaN,21,24,23,22
88,02198,NaN,15,18,19,20
89,02220,NaN,11,16,19,21
90,02230,NaN,1,2,2,2
91,02240,NaN,9,13,16,17
92,02261,NaN,1,3,4,6
93,02275,NaN,5,6,7,7
94,02282,NaN,1,1,1,1
