,County,669,675,682,689
0,01001,NaN,70,66,62
1,01003,NaN,168,181,192
2,01005,NaN,20,21,22
3,01007,NaN,21,22,22
4,01009,NaN,94,84,76
5,01011,NaN,4,5,6
6,01013,NaN,23,23,22
7,01015,NaN,80,86,91
8,01017,NaN,21,24,26
9,01019,NaN,19,20,21
10,01021,NaN,50,48,45
11,01023,NaN,9,9,8
12,01025,NaN,19,21,22
13,01027,NaN,17,17,17
14,01029,NaN,13,13,14
15,01031,NaN,30,34,38
16,01033,NaN,60,57,55
17,01035,NaN,12,12,12
18,01037,NaN,13,14,14
19,01039,NaN,37,38,38
20,01041,NaN,17,17,17
21,01043,NaN,73,74,75
22,01045,NaN,28,33,37
23,01047,NaN,24,25,27
24,01049,NaN,65,65,65
25,01051,NaN,99,93,89
26,01053,NaN,27,30,31
27,01055,NaN,42,54,63
28,01057,NaN,62,53,45
29,01059,NaN,58,52,48
30,01061,NaN,15,18,20
31,01063,NaN,7,7,7
32,01065,NaN,12,13,14
33,01067,NaN,20,20,20
34,01069,NaN,69,75,80
35,01071,NaN,28,33,36
36,01073,NaN,246,325,389
37,01075,NaN,41,36,32
38,01077,NaN,79,79,78
39,01079,NaN,70,61,53
40,01081,NaN,88,92,95
41,01083,NaN,93,89,86
42,01085,NaN,5,6,7
43,01087,NaN,10,12,13
44,01089,NaN,177,198,214
45,01091,NaN,11,13,15
46,01093,NaN,27,28,29
47,01095,NaN,51,59,64
48,01097,NaN,358,388,413
49,01099,NaN,13,15,17
50,01101,NaN,97,115,128
51,01103,NaN,111,107,103
52,01105,NaN,5,6,7
53,01107,NaN,20,20,20
54,01109,NaN,15,18,21
55,01111,NaN,18,19,20
56,01113,NaN,34,35,36
57,01115,NaN,78,78,77
58,01117,NaN,144,152,158
59,01119,NaN,10,10,10
60,01121,NaN,64,67,68
61,01123,NaN,22,27,30
62,01125,NaN,168,168,167
63,01127,NaN,102,91,83
64,01129,NaN,10,11,12
65,01131,NaN,21,19,17
66,01133,NaN,24,25,26
67,02013,NaN,3,4,4
68,02016,NaN,4,6,7
69,02020,NaN,847,721,624
70,02050,NaN,193,153,122
71,02060,NaN,0,0,0
72,02068,NaN,7,6,6
73,02070,NaN,15,15,14
74,02090,NaN,290,253,225
75,02100,NaN,3,3,4
76,02105,NaN,1,1,1
77,02110,NaN,71,71,70
78,02122,NaN,183,163,148
79,02130,NaN,101,87,76
80,02150,NaN,26,27,28
81,02158,NaN,38,33,29
82,02164,NaN,17,14,11
83,02170,NaN,455,379,321
84,02180,NaN,164,129,102
85,02185,NaN,34,31,28
86,02188,NaN,115,92,75
87,02195,NaN,65,53,44
88,02198,NaN,24,21,20
89,02220,NaN,12,14,15
90,02230,NaN,0,1,1
91,02240,NaN,19,19,18
92,02261,NaN,1,2,3
93,02275,NaN,24,20,18
94,02282,NaN,6,5,4
95,02290,NaN,14,14,13
96,04001,NaN,238,240,242
97,04003,NaN,548,555,566
98,04005,NaN,486,443,407
99,04007,NaN,363,348,336
100,04009,NaN,214,199,188
101,04011,NaN,56,49,44
102,04012,NaN,44,44,44
103,04013,NaN,16564,17831,19057
104,04015,NaN,731,782,829
105,04017,NaN,776,743,717
106,04019,NaN,4071,4113,4181
107,04021,NaN,1942,1926,1920
108,04023,NaN,186,164,148
109,04025,NaN,1196,1263,1333
110,04027,NaN,301,302,303
111,05001,NaN,13,19,24
112,05003,NaN,15,21,26
113,05005,NaN,77,82,86
114,05007,NaN,442,456,467
115,05009,NaN,66,70,73
116,05011,NaN,11,14,16
117,05013,NaN,6,7,7
118,05015,NaN,33,38,42
119,05017,NaN,8,10,12
120,05019,NaN,28,32,35
121,05021,NaN,34,34,34
122,05023,NaN,55,56,57
123,05025,NaN,6,8,10
124,05027,NaN,17,24,28
125,05029,NaN,32,35,37
126,05031,NaN,199,211,220
127,05033,NaN,79,91,101
128,05035,NaN,70,75,79
129,05037,NaN,20,23,26
130,05039,NaN,4,6,8
131,05041,NaN,11,14,16
132,05043,NaN,19,23,26
133,05045,NaN,232,239,243
134,05047,NaN,27,29,31
135,05049,NaN,48,44,40
136,05051,NaN,93,119,139
137,05053,NaN,15,20,24
138,05055,NaN,81,86,90
139,05057,NaN,18,23,27
140,05059,NaN,46,52,56
141,05061,NaN,22,23,24
142,05063,NaN,150,137,126
143,05065,NaN,64,58,54
144,05067,NaN,60,56,53
145,05069,NaN,54,72,86
146,05071,NaN,19,27,33
147,05073,NaN,7,8,9
148,05075,NaN,66,60,56
149,05077,NaN,7,9,10
150,05079,NaN,10,12,14
151,05081,NaN,15,18,20
152,05083,NaN,33,36,39
153,05085,NaN,116,125,131
154,05087,NaN,41,39,38
155,05089,NaN,53,51,49
156,05091,NaN,46,55,61
157,05093,NaN,94,93,92
158,05095,NaN,7,9,10
159,05097,NaN,13,14,15
160,05099,NaN,11,13,14
161,05101,NaN,19,18,18
162,05103,NaN,21,27,32
163,05105,NaN,25,25,25
164,05107,NaN,15,20,25
165,05109,NaN,17,18,19
166,05111,NaN,46,48,49
167,05113,NaN,12,18,23
168,05115,NaN,90,100,107
169,05117,NaN,5,8,10
170,05119,NaN,461,523,573
171,05121,NaN,29,31,33
172,05123,NaN,18,25,30
173,05125,NaN,145,166,183
174,05127,NaN,12,14,16
175,05129,NaN,23,22,22
176,05131,NaN,220,230,237
177,05133,NaN,31,31,32
178,05135,NaN,57,54,52
179,05137,NaN,55,50,46
180,05139,NaN,57,62,65
181,05141,NaN,31,32,34
182,05143,NaN,332,357,375
183,05145,NaN,176,179,181
184,05147,NaN,10,11,12
185,05149,NaN,31,34,36
186,06001,NaN,682,567,474
187,06003,NaN,0,0,0
188,06005,NaN,41,35,29
189,06007,NaN,135,82,55
190,06009,NaN,66,59,53
191,06011,NaN,30,24,20
192,06013,NaN,557,488,433
193,06015,NaN,18,19,19
194,06017,NaN,154,121,99
195,06019,NaN,838,485,317
196,06021,NaN,16,9,6
197,06023,NaN,158,134,114
198,06025,NaN,253,134,79
199,06027,NaN,39,33,29
200,06029,NaN,1093,619,357
201,06031,NaN,196,115,76
202,06033,NaN,61,61,60
203,06035,NaN,60,53,47
204,06037,NaN,9281,10170,10963
205,06039,NaN,192,102,59
206,06041,NaN,102,81,65
207,06043,NaN,47,39,33
208,06045,NaN,153,124,102
209,06047,NaN,200,101,55
210,06049,NaN,20,17,15
211,06051,NaN,16,12,10
212,06053,NaN,248,178,142
213,06055,NaN,83,73,66
214,06057,NaN,137,122,111
215,06059,NaN,1791,1671,1568
216,06061,NaN,384,306,257
217,06063,NaN,29,25,21
218,06065,NaN,1767,1283,961
219,06067,NaN,1063,773,568
220,06069,NaN,51,47,44
221,06071,NaN,1789,1198,838
222,06073,NaN,2886,2451,2092
223,06075,NaN,420,379,346
224,06077,NaN,502,290,178
225,06079,NaN,209,148,111
226,06081,NaN,281,198,142
227,06083,NaN,238,146,97
228,06085,NaN,860,624,455
229,06087,NaN,159,112,84
230,06089,NaN,219,136,92
231,06091,NaN,4,4,4
232,06093,NaN,35,35,34
233,06095,NaN,277,253,234
234,06097,NaN,316,290,269
235,06099,NaN,1412,960,662
236,06101,NaN,71,62,56
237,06103,NaN,73,58,48
238,06105,NaN,27,24,21
239,06107,NaN,385,186,107
240,06109,NaN,117,98,84
241,06111,NaN,278,147,82
242,06113,NaN,131,95,72
243,06115,NaN,93,83,75
244,08001,NaN,2231,2115,2019
245,08003,NaN,100,85,74
246,08005,NaN,2512,2471,2439
247,08007,NaN,74,64,56
248,08009,NaN,16,14,13
249,08011,NaN,41,35,30
250,08013,NaN,946,921,901
251,08014,NaN,220,200,184
252,08015,NaN,102,90,80
253,08017,NaN,16,13,11
254,08019,NaN,35,31,27
255,08021,NaN,20,19,17
256,08023,NaN,8,8,7
257,08025,NaN,18,16,14
258,08027,NaN,19,16,15
259,08029,NaN,143,129,118
260,08031,NaN,2552,2251,1994
261,08033,NaN,6,5,5
262,08035,NaN,1332,1278,1234
263,08037,NaN,182,168,157
264,08039,NaN,56,53,51
265,08041,NaN,3263,3250,3242
266,08043,NaN,313,280,252
267,08045,NaN,163,154,147
268,08047,NaN,22,19,17
269,08049,NaN,45,41,38
270,08051,NaN,42,38,35
271,08053,NaN,1,1,1
272,08055,NaN,39,34,29
273,08057,NaN,2,2,2
274,08059,NaN,2570,2508,2461
275,08061,NaN,7,6,5
276,08063,NaN,33,28,25
277,08065,NaN,23,21,19
278,08067,NaN,257,230,208
279,08069,NaN,1436,1403,1378
280,08071,NaN,81,71,63
281,08073,NaN,12,11,11
282,08075,NaN,65,60,56
283,08077,NaN,961,890,831
284,08079,NaN,6,5,5
285,08081,NaN,41,38,35
286,08083,NaN,134,119,107
287,08085,NaN,224,201,183
288,08087,NaN,117,103,92
289,08089,NaN,130,111,96
290,08091,NaN,12,11,11
291,08093,NaN,58,53,49
292,08095,NaN,19,16,14
293,08097,NaN,57,53,49
294,08099,NaN,46,41,36
295,08101,NaN,911,849,797
296,08103,NaN,36,31,27
297,08105,NaN,80,68,59
298,08107,NaN,93,85,78
299,08109,NaN,29,25,22
300,08111,NaN,1,1,1
301,08113,NaN,36,32,28
302,08115,NaN,5,5,4
303,08117,NaN,146,130,116
304,08119,NaN,98,88,80
305,08121,NaN,14,13,12
306,08123,NaN,1423,1359,1306
307,08125,NaN,27,24,22
308,09001,NaN,1139,1220,1288
309,09003,NaN,1238,1319,1389
310,09005,NaN,367,362,358
311,09007,NaN,217,226,232
312,09009,NaN,1298,1369,1429
313,09011,NaN,670,650,635
314,09013,NaN,182,186,189
315,09015,NaN,357,334,315
316,10001,NaN,235,211,191
317,10003,NaN,728,669,619
318,10005,NaN,259,240,225
319,11001,NaN,679,639,606
320,12001,NaN,178,156,138
321,12003,NaN,14,15,16
322,12005,NaN,100,119,135
323,12007,NaN,15,16,16
324,12009,NaN,426,472,509
325,12011,NaN,1558,1612,1651
326,12013,NaN,5,6,6
327,12015,NaN,124,115,109
328,12017,NaN,76,79,81
329,12019,NaN,117,141,161
330,12021,NaN,266,277,284
331,12023,NaN,38,40,42
332,12027,NaN,21,19,18
333,12029,NaN,7,7,8
334,12031,NaN,568,688,790
335,12033,NaN,176,193,206
336,12035,NaN,79,81,82
337,12037,NaN,2,3,4
338,12039,NaN,21,22,23
339,12041,NaN,7,8,8
340,12043,NaN,3,3,3
341,12045,NaN,3,5,6
342,12047,NaN,4,4,5
343,12049,NaN,14,14,14
344,12051,NaN,19,17,16
345,12053,NaN,84,99,111
346,12055,NaN,51,49,48
347,12057,NaN,1529,1376,1257
348,12059,NaN,10,10,10
349,12061,NaN,72,82,89
350,12063,NaN,25,27,28
351,12065,NaN,11,10,9
352,12067,NaN,2,2,2
353,12069,NaN,395,399,402
354,12071,NaN,451,458,461
355,12073,NaN,165,170,173
356,12075,NaN,32,30,29
357,12077,NaN,1,2,3
358,12079,NaN,34,27,23
359,12081,NaN,268,282,291
360,12083,NaN,218,228,235
361,12085,NaN,87,85,84
362,12086,NaN,2855,2930,2982
363,12087,NaN,91,82,75
364,12089,NaN,76,81,86
365,12091,NaN,127,125,124
366,12093,NaN,21,20,20
367,12095,NaN,788,888,968
368,12097,NaN,447,461,471
369,12099,NaN,1011,952,903
370,12101,NaN,357,373,385
371,12103,NaN,518,521,521
372,12105,NaN,621,647,666
373,12107,NaN,39,42,44
374,12109,NaN,256,267,276
375,12111,NaN,151,179,202
376,12113,NaN,97,93,90
377,12115,NaN,276,275,273
378,12117,NaN,480,487,492
379,12119,NaN,84,86,87
380,12121,NaN,28,25,24
381,12123,NaN,5,6,7
382,12125,NaN,9,9,9
383,12127,NaN,596,617,634
384,12129,NaN,17,17,18
385,12131,NaN,50,48,47
386,12133,NaN,5,7,8
387,13001,NaN,8,9,9
388,13003,NaN,3,4,4
389,13005,NaN,11,10,10
390,13007,NaN,2,2,2
391,13009,NaN,25,25,25
392,13011,NaN,17,16,15
393,13013,NaN,75,71,67
394,13015,NaN,165,146,131
395,13017,NaN,7,7,8
396,13019,NaN,9,10,10
397,13021,NaN,160,151,144
398,13023,NaN,9,9,9
399,13025,NaN,5,6,7
400,13027,NaN,10,10,10
401,13029,NaN,15,17,18
402,13031,NaN,31,34,37
403,13033,NaN,8,9,10
404,13035,NaN,22,21,20
405,13037,NaN,4,4,4
406,13039,NaN,24,26,27
407,13043,NaN,2,3,3
408,13045,NaN,62,63,64
409,13047,NaN,70,63,58
410,13049,NaN,3,4,5
411,13051,NaN,140,146,151
412,13053,NaN,18,16,14
413,13055,NaN,26,25,23
414,13057,NaN,139,117,99
415,13059,NaN,79,79,78
416,13061,NaN,0,0,0
417,13063,NaN,153,133,116
418,13065,NaN,2,3,3
419,13067,NaN,700,651,610
420,13069,NaN,26,26,27
421,13071,NaN,17,19,21
422,13073,NaN,95,95,94
423,13075,NaN,5,6,7
424,13077,NaN,108,104,100
425,13079,NaN,7,6,6
426,13081,NaN,10,11,11
427,13083,NaN,12,11,11
428,13085,NaN,34,31,28
429,13087,NaN,15,16,16
430,13089,NaN,525,498,475
431,13091,NaN,14,14,14
432,13093,NaN,5,6,6
433,13095,NaN,31,35,38
434,13097,NaN,113,108,103
435,13099,NaN,3,4,4
436,13101,NaN,4,4,3
437,13103,NaN,36,36,36
438,13105,NaN,38,32,28
439,13107,NaN,11,12,13
440,13109,NaN,17,15,13
441,13111,NaN,24,23,22
442,13113,NaN,74,71,68
443,13115,NaN,115,106,98
444,13117,NaN,296,260,231
445,13119,NaN,18,17,17
446,13121,NaN,688,613,547
447,13123,NaN,31,29,27
448,13125,NaN,0,1,1
449,13127,NaN,46,49,51
450,13129,NaN,63,53,45
451,13131,NaN,18,17,16
452,13133,NaN,9,10,10
453,13135,NaN,792,662,557
454,13137,NaN,46,42,40
455,13139,NaN,274,244,221
456,13141,NaN,2,3,3
457,13143,NaN,15,15,15
458,13145,NaN,20,19,19
459,13147,NaN,12,13,13
460,13149,NaN,8,8,7
461,13151,NaN,195,187,180
462,13153,NaN,144,136,129
463,13155,NaN,3,3,4
464,13157,NaN,60,58,56
465,13159,NaN,11,11,10
466,13161,NaN,6,7,8
467,13163,NaN,10,10,10
468,13165,NaN,2,3,3
469,13167,NaN,3,4,4
470,13169,NaN,25,23,21
471,13171,NaN,12,12,12
472,13173,NaN,6,6,6
473,13175,NaN,33,33,33
474,13177,NaN,21,21,20
475,13179,NaN,23,24,25
476,13181,NaN,5,5,5
477,13183,NaN,5,6,6
478,13185,NaN,79,81,83
479,13187,NaN,30,28,26
480,13189,NaN,9,10,10
481,13191,NaN,3,4,5
482,13193,NaN,2,3,4
483,13195,NaN,16,17,18
484,13197,NaN,2,2,3
485,13199,NaN,13,13,13
486,13201,NaN,4,4,4
487,13205,NaN,8,9,10
488,13207,NaN,27,25,23
489,13209,NaN,2,3,4
490,13211,NaN,11,11,11
491,13213,NaN,47,43,41
492,13215,NaN,123,119,116
493,13217,NaN,73,72,70
494,13219,NaN,50,44,40
495,13221,NaN,16,15,13
496,13223,NaN,149,138,129
497,13225,NaN,33,30,27
498,13227,NaN,37,34,32
499,13229,NaN,14,14,14
500,13231,NaN,19,18,17
501,13233,NaN,48,44,41
502,13235,NaN,6,6,7
503,13237,NaN,16,15,15
504,13239,NaN,0,0,0
505,13241,NaN,23,20,18
506,13243,NaN,5,5,5
507,13245,NaN,148,145,143
508,13247,NaN,64,61,58
509,13249,NaN,11,9,8
510,13251,NaN,6,6,7
511,13253,NaN,1,2,3
512,13255,NaN,45,45,44
513,13257,NaN,22,22,21
514,13259,NaN,6,6,5
515,13261,NaN,27,25,23
516,13263,NaN,2,2,2
517,13265,NaN,0,0,0
518,13267,NaN,14,14,14
519,13269,NaN,9,8,8
520,13271,NaN,7,8,8
521,13273,NaN,4,5,5
522,13275,NaN,30,30,30
523,13277,NaN,23,25,26
524,13279,NaN,9,11,13
525,13281,NaN,7,7,7
526,13283,NaN,2,2,3
527,13285,NaN,28,31,33
528,13287,NaN,8,8,7
529,13289,NaN,7,7,6
530,13291,NaN,12,13,13
531,13293,NaN,19,19,19
532,13295,NaN,95,84,76
533,13297,NaN,71,68,66
534,13299,NaN,14,17,18
535,13301,NaN,4,3,3
536,13303,NaN,6,7,8
537,13305,NaN,10,12,14
538,13307,NaN,2,1,1
539,13309,NaN,1,2,2
540,13311,NaN,19,19,19
541,13313,NaN,86,83,81
542,13315,NaN,1,2,2
543,13317,NaN,7,7,7
544,13319,NaN,3,3,4
545,13321,NaN,7,8,9
546,15001,NaN,215,225,233
