,County,403,409,416,423,430,437,444
0,01001,6264,66,57,50,44,38,34
1,01003,19732,251,224,200,180,162,146
2,01005,2115,23,20,18,15,14,12
3,01007,2450,19,16,14,12,10,9
4,01009,6097,45,39,34,30,27,24
5,01011,1169,11,9,7,6,5,5
6,01013,1961,17,15,13,12,10,9
7,01015,13275,135,119,105,93,83,75
8,01017,3410,27,23,20,17,15,13
9,01019,1770,12,11,9,8,7,6
10,01021,3870,37,34,30,28,25,23
11,01023,550,3,3,3,3,2,2
12,01025,3436,30,25,21,18,16,14
13,01027,1443,9,8,7,6,5,5
14,01029,1377,12,10,9,8,7,7
15,01031,5245,54,47,41,36,31,27
16,01033,6001,46,39,34,30,26,23
17,01035,1067,7,6,5,5,4,3
18,01037,888,13,12,10,9,8,8
19,01039,3957,43,37,33,29,26,23
20,01041,1443,17,14,12,10,9,8
21,01043,8891,61,52,45,39,34,30
22,01045,4640,50,43,37,33,28,25
23,01047,3403,27,24,21,19,17,15
24,01049,8446,56,48,42,37,32,29
25,01051,9376,96,82,71,61,53,47
26,01053,3774,37,32,28,24,21,18
27,01055,13176,91,77,66,57,50,44
28,01057,2002,19,17,14,13,11,10
29,01059,3991,20,17,15,12,11,9
30,01061,2396,22,19,17,15,13,11
31,01063,876,7,6,5,4,4,3
32,01065,2097,18,15,13,11,9,8
33,01067,1824,16,14,12,10,9,8
34,01069,10086,101,88,78,69,61,54
35,01071,6492,46,40,35,31,27,24
36,01073,70986,702,595,509,438,381,333
37,01075,1328,9,8,7,6,5,4
38,01077,8603,64,54,47,41,36,33
39,01079,2829,21,18,15,13,11,9
40,01081,14961,171,152,136,121,108,97
41,01083,9359,81,70,60,53,46,41
42,01085,1310,10,9,7,6,5,5
43,01087,1420,16,14,13,11,10,9
44,01089,32405,379,333,293,259,230,205
45,01091,2358,20,18,16,14,13,11
46,01093,2818,24,22,19,17,15,13
47,01095,11261,75,65,56,48,42,37
48,01097,36108,380,336,299,268,242,220
49,01099,1661,13,11,9,8,7,6
50,01101,22565,231,205,183,164,148,133
51,01103,13659,105,92,81,72,65,58
52,01105,1055,5,4,4,3,3,2
53,01107,2246,21,18,16,14,13,11
54,01109,2933,33,29,25,22,19,17
55,01111,1636,15,13,12,11,10,9
56,01113,4047,60,54,49,44,39,35
57,01115,8822,93,81,71,63,55,49
58,01117,21929,217,188,165,146,129,116
59,01119,983,6,5,4,4,3,3
60,01121,7517,85,75,67,59,53,47
61,01123,3585,43,38,34,30,27,24
62,01125,24110,199,175,154,137,122,109
63,01127,6518,47,40,35,31,27,24
64,01129,1565,13,11,10,9,8,7
65,01131,1218,12,10,9,7,6,6
66,01133,2467,15,12,10,9,7,6
67,02013,362,14,7,4,2,1,1
68,02016,557,24,19,15,12,10,9
69,02020,26607,154,138,127,121,119,120
70,02050,3559,33,26,21,17,14,13
71,02060,0,0,0,0,0,0,0
72,02068,73,0,0,0,0,0,0
73,02070,203,2,2,2,1,1,1
74,02090,6236,47,41,38,36,35,35
75,02100,27,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,1243,8,7,7,7,7,7
78,02122,4006,13,12,12,11,11,12
79,02130,362,3,3,3,3,3,3
80,02150,1056,5,4,3,3,3,2
81,02158,1199,10,7,6,5,4,3
82,02164,177,0,0,0,0,0,0
83,02170,8577,97,89,85,84,84,84
84,02180,326,2,2,1,1,1,1
85,02185,1008,5,4,3,3,3,2
86,02188,588,3,3,2,2,1,1
87,02195,85,4,4,3,3,2,2
88,02198,77,0,0,0,0,0,0
89,02220,314,1,1,1,1,1,1
90,02230,20,0,0,0,0,1,1
91,02240,452,1,1,1,1,1,1
92,02261,458,3,2,2,2,1,1
93,02275,29,0,0,0,0,0,0
94,02282,68,0,0,0,0,0,0
95,02290,335,5,5,4,3,3,3
96,04001,10461,99,86,75,65,57,50
97,04003,11210,154,130,110,93,79,68
98,04005,16539,176,153,135,119,106,95
99,04007,6399,63,55,48,42,37,33
100,04009,5290,49,40,32,26,22,18
101,04011,559,4,4,3,3,2,2
102,04012,2398,27,22,19,16,13,11
103,04013,510360,6263,5408,4676,4048,3509,3046
104,04015,21183,329,284,245,212,184,160
105,04017,15630,148,129,114,102,92,84
106,04019,109488,1466,1253,1078,933,811,708
107,04021,46149,721,630,555,492,438,391
108,04023,7632,48,41,35,30,26,23
109,04025,17054,163,140,122,108,96,86
110,04027,36425,256,220,191,167,146,128
111,05001,1993,23,20,17,14,12,11
112,05003,1827,17,15,13,11,10,9
113,05005,2891,28,25,22,20,18,16
114,05007,27243,295,255,222,195,172,153
115,05009,3638,30,26,23,20,18,16
116,05011,1321,9,7,6,5,4,4
117,05013,398,5,4,3,3,2,2
118,05015,2713,23,20,17,15,13,12
119,05017,1585,5,4,3,3,2,2
120,05019,2036,19,16,14,12,11,10
121,05021,1693,12,10,9,8,7,6
122,05023,1885,13,10,9,7,6,5
123,05025,922,10,8,7,6,5,5
124,05027,2259,22,19,16,14,13,11
125,05029,2144,20,17,14,12,11,9
126,05031,12831,90,77,67,59,52,47
127,05033,6781,74,64,55,48,42,37
128,05035,5754,43,37,32,29,25,23
129,05037,1890,14,12,10,8,7,6
130,05039,736,6,5,4,3,3,2
131,05041,1329,13,11,10,9,8,7
132,05043,1946,15,13,11,9,8,7
133,05045,11767,134,115,99,85,74,64
134,05047,1630,15,12,11,9,8,7
135,05049,1076,7,6,5,4,4,3
136,05051,9726,119,103,90,78,68,59
137,05053,1580,13,11,9,8,7,6
138,05055,5894,46,39,33,29,25,22
139,05057,1924,25,22,20,18,16,14
140,05059,4848,42,37,33,29,26,24
141,05061,1579,17,15,13,11,10,9
142,05063,3663,28,24,21,18,15,14
143,05065,1632,12,10,9,8,7,6
144,05067,3172,9,8,6,5,5,4
145,05069,8604,71,61,52,46,40,35
146,05071,2755,31,26,23,20,17,15
147,05073,534,5,5,4,3,3,3
148,05075,2047,14,11,10,8,7,6
149,05077,1639,5,4,3,3,2,2
150,05079,3152,14,13,11,10,9,8
151,05081,1171,11,9,8,7,6,5
152,05083,2165,25,21,18,16,14,12
153,05085,6802,81,71,62,55,49,43
154,05087,1405,12,10,9,8,7,6
155,05089,961,8,7,6,5,4,4
156,05091,4027,40,36,33,29,27,24
157,05093,5671,37,31,27,23,20,18
158,05095,828,10,8,7,6,5,4
159,05097,728,5,4,3,3,2,2
160,05099,792,7,6,5,5,4,4
161,05101,691,4,3,3,2,2,2
162,05103,2217,23,21,18,16,14,13
163,05105,801,11,10,8,7,6,5
164,05107,1701,13,11,10,9,8,7
165,05109,975,10,8,7,6,5,5
166,05111,3077,22,19,17,15,13,12
167,05113,1892,18,16,14,12,11,10
168,05115,7737,75,64,56,48,43,38
169,05117,872,9,7,6,5,4,4
170,05119,37387,424,373,330,293,261,233
171,05121,2010,14,12,11,9,8,7
172,05123,3442,18,14,12,10,8,7
173,05125,11427,130,113,99,87,77,68
174,05127,918,7,6,5,4,3,2
175,05129,662,4,3,3,2,2,2
176,05131,14583,162,139,120,104,90,78
177,05133,2706,18,16,14,12,11,10
178,05135,1517,10,8,7,5,5,4
179,05137,964,6,5,4,3,2,2
180,05139,3708,41,35,31,27,24,21
181,05141,1194,11,9,8,7,6,5
182,05143,29386,269,236,208,185,164,147
183,05145,7567,70,59,51,44,38,33
184,05147,623,5,4,3,3,2,2
185,05149,3355,32,27,23,20,17,15
186,06001,80668,1383,1309,1250,1200,1153,1107
187,06003,81,0,0,0,0,0,0
188,06005,3463,32,33,33,34,35,36
189,06007,10962,149,146,147,150,155,162
190,06009,1905,31,31,31,32,33,34
191,06011,2128,25,23,21,19,18,17
192,06013,62248,1051,1012,985,966,952,939
193,06015,987,11,11,11,12,13,14
194,06017,9095,139,132,127,123,121,119
195,06019,95393,1166,1061,979,910,850,798
196,06021,2225,20,18,16,15,13,13
197,06023,3180,79,77,77,78,80,82
198,06025,26903,138,120,107,97,89,82
199,06027,1287,21,21,20,20,19,19
200,06029,102627,1050,940,859,800,759,732
201,06031,21955,177,155,138,124,113,103
202,06033,3156,56,55,55,55,55,56
203,06035,5601,34,31,30,28,27,25
204,06037,1191923,15780,14078,12738,11651,10733,9922
205,06039,15467,140,126,116,107,101,96
206,06041,13136,152,145,140,136,132,129
207,06043,395,6,6,6,5,6,6
208,06045,3796,58,56,56,56,57,58
209,06047,28915,405,379,359,340,322,304
210,06049,452,4,3,3,2,2,2
211,06051,1211,7,7,7,7,7,7
212,06053,42138,427,391,365,346,331,319
213,06055,9038,118,112,108,107,106,107
214,06057,3960,56,56,56,58,59,61
215,06059,261220,2759,2542,2369,2229,2115,2024
216,06061,19763,260,264,274,288,307,328
217,06063,653,5,5,5,5,6,6
218,06065,289450,3486,3011,2622,2300,2031,1804
219,06067,93281,1059,995,952,926,912,905
220,06069,5767,22,22,22,22,22,21
221,06071,286607,2982,2704,2504,2353,2230,2120
222,06073,260091,3621,3337,3122,2958,2833,2740
223,06075,34260,607,588,578,572,569,567
224,06077,66569,811,751,711,686,672,665
225,06079,19612,284,262,244,230,219,210
226,06081,38998,546,516,497,487,483,484
227,06083,31805,524,473,433,400,373,350
228,06085,110621,1517,1509,1532,1574,1625,1667
229,06087,14588,220,209,202,196,190,184
230,06089,10985,82,80,79,79,80,81
231,06091,99,1,1,0,0,0,0
232,06093,1740,20,19,19,19,19,19
233,06095,30024,378,354,335,322,311,303
234,06097,28141,416,400,390,384,382,382
235,06099,56132,715,689,680,675,659,627
236,06101,8845,89,87,87,87,88,90
237,06103,5081,68,63,59,56,53,50
238,06105,367,5,5,6,7,7,8
239,06107,47784,569,520,483,454,429,404
240,06109,3946,46,46,47,48,49,50
241,06111,77623,1176,1036,923,829,752,686
242,06113,12834,170,161,155,150,147,144
243,06115,5733,61,58,56,55,55,54
244,08001,48413,478,539,634,744,839,892
245,08003,1278,15,16,17,18,20,21
246,08005,48463,488,491,521,571,630,687
247,08007,649,5,5,6,6,8,8
248,08009,271,2,2,1,1,1,1
249,08011,1477,14,13,12,11,10,10
250,08013,18799,230,257,299,342,373,384
251,08014,3737,41,45,52,62,72,78
252,08015,1442,13,13,14,15,16,17
253,08017,125,0,0,0,0,0,0
254,08019,362,3,3,3,3,3,3
255,08021,441,5,5,4,4,5,5
256,08023,187,1,1,2,2,2,3
257,08025,1979,15,15,15,14,12,12
258,08027,164,0,0,0,0,1,1
259,08029,2470,29,28,28,29,30,30
260,08031,59584,533,527,552,600,653,688
261,08033,68,1,1,1,2,2,2
262,08035,21327,279,290,309,333,362,392
263,08037,5065,59,61,66,72,76,76
264,08039,1286,11,10,11,11,12,13
265,08041,51975,616,678,773,884,990,1088
266,08043,5459,61,63,65,66,65,62
267,08045,5096,46,47,49,52,54,56
268,08047,168,2,2,2,3,3,4
269,08049,1271,28,26,25,24,23,22
270,08051,1203,16,16,16,18,19,20
271,08053,17,0,0,0,0,0,0
272,08055,309,1,1,1,1,2,2
273,08057,51,0,0,0,0,0,0
274,08059,37202,398,401,424,461,506,547
275,08061,91,0,0,0,0,0,0
276,08063,535,4,4,5,5,6,7
277,08065,658,12,12,13,13,13,12
278,08067,2968,26,28,31,36,40,42
279,08069,20072,261,270,288,307,321,336
280,08071,994,9,9,9,9,9,9
281,08073,997,8,8,8,8,9,9
282,08075,3713,25,25,26,27,27,26
283,08077,13299,177,203,242,245,223,210
284,08079,61,0,0,0,0,0,0
285,08081,669,8,8,9,10,11,10
286,08083,1728,18,19,21,24,27,29
287,08085,3244,44,43,44,46,47,47
288,08087,2423,13,14,15,18,21,25
289,08089,1860,15,18,22,22,21,20
290,08091,257,4,4,4,4,5,5
291,08093,551,9,9,10,11,12,13
292,08095,337,1,1,1,2,2,2
293,08097,2010,17,15,14,13,13,12
294,08099,1159,6,6,6,6,7,7
295,08101,15007,153,169,191,219,247,269
296,08103,471,7,7,8,8,9,9
297,08105,701,10,9,9,10,10,10
298,08107,1887,30,28,28,28,29,29
299,08109,319,4,4,5,6,7,8
300,08111,42,0,0,0,0,0,0
301,08113,820,14,13,13,13,13,13
302,08115,191,1,1,1,1,1,1
303,08117,3029,39,40,44,46,48,47
304,08119,1269,11,11,13,15,17,20
305,08121,380,1,2,2,3,3,3
306,08123,25465,280,301,343,395,438,461
307,08125,709,6,5,5,5,5,6
308,09001,80243,1048,962,886,819,759,705
309,09003,69982,876,786,709,644,588,539
310,09005,11103,153,141,130,121,112,104
311,09007,10386,134,122,112,103,96,89
312,09009,71194,1181,1078,984,897,816,739
313,09011,19123,345,307,272,242,215,191
314,09013,7787,121,109,98,89,81,74
315,09015,9155,112,95,81,70,61,54
316,10001,14388,203,190,183,179,178,180
317,10003,49523,573,513,471,441,422,410
318,10005,22694,274,243,222,209,202,198
319,11001,NaN,482,449,423,404,391,381
320,12001,22354,245,220,198,179,162,147
321,12003,3298,29,25,22,20,18,16
322,12005,18665,296,262,233,209,187,168
323,12007,2849,25,22,18,16,14,12
324,12009,33990,662,598,543,495,454,416
325,12011,194992,2868,2602,2367,2160,1976,1812
326,12013,1608,12,10,9,7,6,5
327,12015,10684,142,125,112,100,90,82
328,12017,9756,135,121,110,100,91,84
329,12019,16716,206,181,160,142,126,113
330,12021,30283,336,301,271,247,226,208
331,12023,7676,58,49,42,36,31,27
332,12027,3798,42,39,35,32,29,27
333,12029,1492,15,13,11,10,9,8
334,12031,88774,997,870,765,677,603,539
335,12033,33681,404,348,303,266,236,211
336,12035,5965,100,90,81,73,66,59
337,12037,1279,12,10,8,7,6,5
338,12039,5433,49,42,37,32,28,25
339,12041,1403,20,18,16,14,13,12
340,12043,903,7,6,5,5,5,4
341,12045,1868,23,19,16,14,12,10
342,12047,1569,12,10,8,7,6,5
343,12049,2794,32,28,25,22,19,17
344,12051,4309,40,35,31,27,24,22
345,12053,11295,171,156,143,131,121,112
346,12055,7230,101,91,82,74,67,60
347,12057,111441,1498,1353,1229,1122,1027,944
348,12059,2178,14,11,9,8,7,6
349,12061,11041,168,150,134,120,107,96
350,12063,5909,44,38,33,29,26,23
351,12065,1404,11,10,8,7,6,5
352,12067,1590,7,6,5,4,3,3
353,12069,24611,333,294,262,236,214,195
354,12071,57737,864,783,714,652,597,546
355,12073,29154,340,291,251,218,191,169
356,12075,2875,38,33,29,26,23,20
357,12077,1040,10,9,7,6,5,4
358,12079,1995,20,18,16,14,13,11
359,12081,31909,417,370,329,294,264,238
360,12083,27628,439,387,342,302,266,236
361,12085,10594,146,134,124,114,106,99
362,12086,410717,4678,4018,3469,3009,2622,2293
363,12087,5857,64,57,51,46,42,38
364,12089,7721,94,81,70,61,54,47
365,12091,18871,232,205,182,162,146,132
366,12093,3562,39,34,30,27,24,21
367,12095,114322,1650,1477,1334,1214,1113,1026
368,12097,36802,504,452,405,362,322,286
369,12099,120735,1705,1515,1351,1208,1085,977
370,12101,33377,533,485,443,407,376,349
371,12103,66571,1075,975,886,806,734,669
372,12105,57096,796,706,630,565,509,460
373,12107,5842,59,51,44,39,35,31
374,12109,20095,246,216,190,168,149,133
375,12111,22145,328,297,271,249,230,213
376,12113,17108,270,233,202,175,152,133
377,12115,27038,349,309,275,247,222,201
378,12117,27237,433,395,362,331,303,277
379,12119,8017,102,88,76,66,58,51
380,12121,5115,42,37,32,29,26,23
381,12123,2640,27,23,20,17,14,12
382,12125,1740,11,9,8,7,6,5
383,12127,34546,501,450,407,371,340,312
384,12129,3163,32,27,23,19,17,14
385,12131,7039,83,73,65,58,52,46
386,12133,2626,25,21,18,16,13,12
387,13001,2207,22,19,17,15,14,12
388,13003,976,6,5,4,3,3,2
389,13005,1350,8,6,5,4,3,3
390,13007,221,1,1,1,0,0,0
391,13009,4277,45,39,35,31,27,25
392,13011,1696,16,14,12,10,9,8
393,13013,8955,125,110,96,85,75,66
394,13015,13003,164,143,126,111,99,88
395,13017,2025,14,12,10,8,7,6
396,13019,1719,20,18,16,14,12,11
397,13021,14867,184,161,142,126,113,101
398,13023,1409,12,10,9,7,6,5
399,13025,1513,16,14,13,11,10,9
400,13027,1305,10,9,8,7,7,6
401,13029,3202,50,44,40,36,32,29
402,13031,6415,92,83,76,69,63,58
403,13033,2387,25,21,18,16,14,12
404,13035,2664,30,26,22,20,17,16
405,13037,575,5,5,4,3,3,3
406,13039,3697,50,45,40,35,31,28
407,13043,909,7,6,5,4,3,3
408,13045,10545,114,101,89,79,70,63
409,13047,5575,90,80,71,63,56,50
410,13049,1301,9,7,6,6,5,4
411,13051,20809,285,259,237,218,201,186
412,13053,3075,30,26,22,19,17,15
413,13055,2572,24,20,17,15,13,12
414,13057,27369,357,313,276,244,217,195
415,13059,14087,127,111,98,87,78,69
416,13061,231,1,1,0,0,0,0
417,13063,23242,356,321,291,264,241,220
418,13065,912,7,6,5,4,3,3
419,13067,69453,953,831,725,634,556,489
420,13069,5182,36,30,25,22,19,16
421,13071,4384,44,38,34,30,27,24
422,13073,15723,183,158,137,119,103,90
423,13075,1719,15,12,11,9,8,7
424,13077,12924,163,145,130,116,104,93
425,13079,620,6,5,4,4,3,3
426,13081,1909,16,13,11,10,9,7
427,13083,1268,18,16,14,13,11,10
428,13085,2785,27,23,20,17,15,13
429,13087,2737,24,21,18,16,14,12
430,13089,56950,773,695,627,567,514,467
431,13091,2063,18,15,13,11,9,8
432,13093,990,10,9,8,7,6,6
433,13095,7059,66,57,49,42,37,33
434,13097,13415,188,167,149,134,121,109
435,13099,1121,8,7,6,5,5,4
436,13101,452,2,2,2,1,1,1
437,13103,4197,67,62,57,53,49,46
438,13105,2206,19,16,13,11,10,8
439,13107,2455,21,18,15,13,11,9
440,13109,911,9,7,6,5,5,4
441,13111,2180,28,24,21,18,16,14
442,13113,8086,134,125,118,111,105,98
443,13115,10989,120,108,97,88,79,71
444,13117,19417,323,291,262,237,215,195
445,13119,2540,25,22,19,17,15,14
446,13121,85589,1133,1001,889,792,709,637
447,13123,2760,31,26,23,20,18,15
448,13125,257,2,2,1,1,1,1
449,13127,7557,88,78,69,61,55,49
450,13129,7510,100,88,77,68,59,52
451,13131,2004,22,19,16,13,12,10
452,13133,1708,18,15,13,11,10,8
453,13135,92195,1181,1041,922,821,734,658
454,13137,4852,40,35,30,27,24,21
455,13139,25511,253,218,188,164,144,126
456,13141,880,8,7,6,5,4,4
457,13143,2447,22,19,17,15,14,12
458,13145,2330,32,27,23,20,18,16
459,13147,2256,22,19,16,13,12,10
460,13149,804,8,7,6,5,5,4
461,13151,21680,278,247,220,197,178,162
462,13153,13413,170,147,127,110,96,84
463,13155,888,6,5,4,3,3,2
464,13157,9066,106,89,75,64,55,47
465,13159,1299,14,12,11,10,9,8
466,13161,1772,17,15,13,11,10,9
467,13163,1860,17,15,13,11,9,8
468,13165,811,7,5,5,4,3,3
469,13167,1089,9,7,6,5,4,4
470,13169,1896,28,25,22,20,17,16
471,13171,1878,19,16,13,11,10,8
472,13173,742,6,5,4,4,3,3
473,13175,5346,38,32,27,22,19,16
474,13177,2578,28,24,21,19,17,15
475,13179,3139,55,50,45,40,37,33
476,13181,753,9,8,7,6,5,4
477,13183,803,13,12,10,9,8,8
478,13185,11688,115,100,87,76,67,59
479,13187,2767,24,20,18,15,13,12
480,13189,2289,32,27,23,20,17,15
481,13191,731,10,9,8,7,6,6
482,13193,787,10,9,8,7,6,6
483,13195,3041,34,30,26,23,20,18
484,13197,531,8,7,6,5,5,4
485,13199,1849,24,20,18,15,13,12
486,13201,767,5,4,4,3,2,2
487,13205,1956,18,15,13,11,10,8
488,13207,2388,31,27,23,20,18,16
489,13209,860,7,6,5,4,3,3
490,13211,1857,25,22,19,17,15,13
491,13213,4499,48,42,36,32,28,25
492,13215,14426,194,171,151,135,120,108
493,13217,9442,133,115,100,88,77,67
494,13219,3599,36,31,27,23,20,17
495,13221,1380,14,12,10,8,7,6
496,13223,14715,230,206,185,167,151,137
497,13225,2447,34,30,27,24,21,19
498,13227,3098,38,33,29,25,22,19
499,13229,2313,21,18,15,13,12,10
500,13231,2036,23,19,17,14,12,11
501,13233,5229,52,45,38,33,29,25
502,13235,881,10,8,7,7,6,5
503,13237,1994,22,19,16,14,13,11
504,13239,157,1,1,1,1,0,0
505,13241,1568,13,11,9,8,7,6
506,13243,606,5,4,4,3,3,3
507,13245,22816,293,256,226,200,177,159
508,13247,6573,89,79,70,63,57,51
509,13249,318,3,3,2,2,2,2
510,13251,892,12,11,10,9,8,7
511,13253,898,5,4,3,3,2,2
512,13255,5537,60,52,46,40,36,32
513,13257,2956,24,21,18,15,13,11
514,13259,859,7,7,6,6,5,5
515,13261,2449,26,23,20,18,16,14
516,13263,448,4,3,3,2,2,2
517,13265,115,1,0,0,0,0,0
518,13267,2188,21,18,15,13,11,10
519,13269,761,6,5,4,4,3,3
520,13271,1240,13,11,9,8,7,6
521,13273,759,5,4,4,3,3,2
522,13275,4194,42,36,31,26,23,20
523,13277,4676,36,31,26,22,19,16
524,13279,3200,25,21,17,15,13,11
525,13281,1126,11,10,9,8,7,6
526,13283,836,10,8,7,6,5,4
527,13285,6992,69,61,54,48,43,39
528,13287,962,7,6,5,4,3,3
529,13289,657,6,5,4,3,3,2
530,13291,2058,23,20,18,16,14,13
531,13293,3214,29,25,21,18,16,14
532,13295,6610,99,87,78,69,62,55
533,13297,9324,121,104,90,79,69,61
534,13299,4606,48,41,35,30,26,22
535,13301,500,6,5,4,4,3,3
536,13303,1955,19,16,14,12,10,9
537,13305,3309,42,36,32,28,24,21
538,13307,134,1,1,1,0,0,0
539,13309,616,6,5,4,4,3,3
540,13311,3034,30,26,23,20,17,15
541,13313,15886,118,99,84,72,63,54
542,13315,788,5,4,4,3,3,2
543,13317,1028,12,10,8,7,6,5
544,13319,883,7,6,5,4,4,3
545,13321,1687,16,13,11,9,8,7
546,15001,2275,40,41,42,43,44,46
547,15003,22183,370,365,363,362,362,363
548,15005,0,0,0,0,0,0,0
549,15007,185,11,11,12,13,13,14
550,15009,2830,126,118,111,104,99,94
551,16001,46715,450,495,554,605,632,633
552,16003,330,1,1,1,1,1,1
553,16005,7888,61,62,66,71,76,79
554,16007,349,3,3,3,3,3,3
555,16009,610,8,8,8,9,9,9
556,16011,4241,25,25,26,28,30,31
