,State,373,381,388,395,402,409,416,423,430,437,444,451,458,465,472,479,486,493,500,507,514
0,Washington,4285,123,117,109,101,92,83,73,61,50,42,34,27,22,18,14,11,8,6,4,3
1,Illinois,21146,592,572,538,493,434,375,323,273,226,188,158,130,108,91,76,63,51,42,34,28
2,California,40238,2997,2715,2526,2428,2374,2366,2408,2459,2683,2972,3136,3228,3255,3087,2775,2367,1946,1553,1205,920
3,Arizona,13022,964,942,912,706,519,389,288,210,156,123,98,77,63,51,40,32,25,19,14,11
4,Massachusetts,14444,464,466,470,468,452,431,408,373,331,298,265,228,200,175,149,123,98,77,59,45
5,Wisconsin,6390,216,198,179,161,143,126,111,95,80,66,54,45,36,29,24,19,15,12,9,7
6,Texas,36650,2236,2192,2091,1934,1719,1482,1238,1015,861,715,579,477,386,303,232,175,130,96,70,52
7,Nebraska,1921,38,37,34,31,27,23,19,15,12,9,7,5,4,3,2,2,1,1,1,0
8,Utah,1655,97,90,81,73,64,55,46,38,32,27,22,18,15,12,9,7,5,3,2,2
9,Oregon,1938,70,64,59,55,51,47,43,38,34,29,25,22,19,15,12,10,7,5,4,3
10,Florida,26254,1133,1103,1072,960,857,788,739,715,746,801,849,902,901,844,753,649,559,483,420,367
11,New York,43278,1244,1181,1099,1005,892,779,671,563,490,420,351,301,255,211,170,134,104,80,62,47
12,Rhode Island,2154,66,66,67,66,63,59,54,48,43,38,33,29,25,21,18,14,11,8,6,5
13,Georgia,13986,892,846,788,722,645,565,481,396,341,291,240,199,164,131,102,79,60,46,35,27
14,New Hampshire,1036,53,56,58,59,56,52,47,41,35,31,26,22,18,15,12,9,7,5,4,3
15,North Carolina,9157,591,565,535,453,372,308,250,199,165,136,110,93,78,65,52,42,34,27,21,17
16,New Jersey,21383,490,482,470,451,422,386,348,305,266,236,204,173,150,128,106,85,67,52,40,30
17,Colorado,5594,120,115,108,99,89,78,67,58,49,40,34,28,23,18,14,11,8,6,4,3
18,Maryland,7076,298,289,274,252,222,194,167,141,117,99,84,69,58,49,40,33,26,21,16,13
19,Nevada,4218,228,214,199,182,163,143,124,105,88,75,63,51,42,35,28,22,17,13,10,8
20,Tennessee,9461,417,354,300,255,216,182,152,123,103,85,69,57,47,37,29,23,18,14,11,9
21,Hawaii,406,18,18,17,16,16,15,14,13,12,12,11,11,10,10,9,8,7,6,6,5
22,Indiana,9925,343,319,292,265,237,209,183,155,134,115,96,81,69,57,46,37,30,24,19,16
23,Kentucky,3668,284,271,250,176,126,89,62,43,32,24,18,14,11,9,7,6,5,4,4,3
24,Minnesota,6236,163,142,120,101,83,67,54,42,34,28,22,18,15,12,10,8,6,5,4,4
25,Oklahoma,3471,257,235,210,184,158,133,108,87,74,61,49,41,32,25,20,15,11,9,7,5
26,Pennsylvania,21437,1088,1014,940,861,775,694,608,520,437,370,310,252,206,169,135,106,81,62,46,35
27,South Carolina,6942,281,277,270,262,250,236,218,194,166,144,121,100,84,69,55,44,34,26,20,16
