,State,291,297,304,311,318
0,Washington,2439,62,67,71,77
1,Illinois,10538,316,342,367,389
2,California,17973,277,281,284,288
3,Arizona,6164,86,93,102,111
4,Massachusetts,10149,143,148,150,154
5,Wisconsin,2570,209,200,192,183
6,Texas,19180,710,854,1011,1218
7,Nebraska,703,NaN,NaN,NaN,NaN
8,Utah,659,NaN,NaN,NaN,NaN
9,Oregon,730,NaN,NaN,NaN,NaN
10,Florida,17121,375,389,411,436
11,New York,33903,81,74,68,61
12,Rhode Island,1224,NaN,NaN,NaN,NaN
13,Georgia,8648,190,209,231,255
14,New Hampshire,489,NaN,NaN,NaN,NaN
15,North Carolina,4607,199,202,205,208
16,New Jersey,16429,59,59,59,59
17,Colorado,2394,70,79,87,89
18,Maryland,4212,57,61,64,67
19,Nevada,1851,44,60,82,111
20,Tennessee,3595,269,298,334,372
21,Hawaii,221,NaN,NaN,NaN,NaN
22,Indiana,4629,206,205,203,200
23,Kentucky,1565,NaN,NaN,NaN,NaN
24,Minnesota,2710,136,151,169,188
25,Oklahoma,1438,NaN,NaN,NaN,NaN
26,Pennsylvania,9005,159,166,171,178
27,South Carolina,4036,119,118,116,112
28,District of Columbia,654,NaN,NaN,NaN,NaN
29,Kansas,1166,NaN,NaN,NaN,NaN
30,Missouri,3165,249,277,304,327
31,Vermont,59,NaN,NaN,NaN,NaN
32,Virginia,3707,103,119,141,165
33,Connecticut,4671,43,48,54,60
34,Iowa,1845,113,124,137,152
35,Louisiana,6036,85,91,94,98
36,Ohio,5517,119,122,125,126
37,Michigan,7945,160,162,160,157
38,South Dakota,536,NaN,NaN,NaN,NaN
39,Arkansas,2085,161,183,208,235
40,Delaware,718,NaN,NaN,NaN,NaN
41,Mississippi,3443,82,89,96,103
42,New Mexico,1118,NaN,NaN,NaN,NaN
43,North Dakota,639,NaN,NaN,NaN,NaN
44,Wyoming,114,NaN,NaN,NaN,NaN
45,Alaska,84,NaN,NaN,NaN,NaN
46,Maine,152,NaN,NaN,NaN,NaN
47,Alabama,3084,92,100,108,118
48,Idaho,686,NaN,NaN,NaN,NaN
49,Montana,456,NaN,NaN,NaN,NaN
50,Puerto Rico,872,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN
52,Guam,88,NaN,NaN,NaN,NaN
53,West Virginia,504,NaN,NaN,NaN,NaN
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
