,State,425,430,437,444,451
0,Washington,355986,4853,4830,4823,4737
1,Illinois,1222992,11555,11531,11607,11606
2,California,3645303,14168,10853,8244,6269
3,Arizona,836737,4157,3259,2578,2029
4,Massachusetts,615874,11994,12569,13061,13547
5,Wisconsin,629787,3366,3072,2793,2541
6,Texas,2757552,21186,16700,13218,10460
7,Nebraska,206571,1448,1320,1214,1121
8,Utah,381788,2602,2249,1962,1697
9,Oregon,161706,1701,1595,1493,1397
10,Florida,2011211,28424,26433,24612,22809
11,New York,1785565,39183,35217,31403,28169
12,Rhode Island,134039,2490,2475,2476,2456
13,Georgia,1046382,8457,6738,5391,4297
14,New Hampshire,80750,1793,1863,1927,1993
15,North Carolina,898102,8702,7433,6379,5472
16,New Jersey,869037,28904,31037,33106,35217
17,Colorado,450934,6835,6628,6439,6232
18,Maryland,400705,6987,7651,8412,9222
19,Nevada,301334,2037,1860,1705,1563
20,Tennessee,801645,8045,7855,7652,7483
21,Hawaii,29198,603,707,826,968
22,Indiana,678416,5007,4807,4645,4475
23,Kentucky,421121,3833,3237,2730,2294
24,Minnesota,506376,8483,9496,10701,11991
25,Oklahoma,435450,2608,2210,1868,1572
26,Pennsylvania,991089,19061,19538,20247,20947
27,South Carolina,542203,6081,5288,4556,3931
28,District of Columbia,43383,838,800,774,745
29,Kansas,301898,825,628,487,371
30,Missouri,575562,3588,3638,3701,3733
31,Vermont,17839,883,919,957,995
32,Virginia,605967,8790,8515,8268,8006
33,Connecticut,299667,4398,4057,3792,3487
34,Iowa,346217,630,379,226,135
35,Louisiana,441066,2260,1841,1509,1233
36,Ohio,1001194,8402,7483,6740,6000
37,Michigan,696838,26991,36346,48818,65307
38,South Dakota,115972,1121,1142,1171,1207
39,Arkansas,328707,1527,1158,870,661
40,Delaware,92429,1825,1837,1834,1830
41,Mississippi,302932,1939,1651,1415,1198
42,New Mexico,189893,1078,907,762,639
43,North Dakota,101701,581,580,584,588
44,Wyoming,55730,273,231,200,168
45,Alaska,61435,893,873,859,839
46,Maine,48642,1475,1599,1730,1868
47,Alabama,511779,3846,3375,2955,2605
48,Idaho,177760,2257,2328,2407,2502
49,Montana,103098,877,819,766,712
50,Puerto Rico,104743,1358,1396,1414,1439
51,Virgin Islands,2767,38,32,26,22
52,Guam,7784,9,8,7,6
53,West Virginia,138102,2257,2399,2548,2705
54,Northern Mariana Islands,158,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
