,State,417,423,430,437,444
0,Washington,5123,79,71,70,70
1,Illinois,23207,161,149,139,133
2,California,56573,1550,1185,959,834
3,Arizona,16553,211,184,171,162
4,Massachusetts,16645,229,220,211,210
5,Wisconsin,7176,68,59,53,49
6,Texas,46423,807,624,474,368
7,Nebraska,2127,21,21,21,21
8,Utah,2027,21,16,14,14
9,Oregon,2322,21,17,21,26
10,Florida,32255,662,581,497,422
11,New York,48953,655,609,548,479
12,Rhode Island,2567,53,49,49,49
13,Georgia,18215,399,325,247,182
14,New Hampshire,1199,14,8,7,9
15,North Carolina,11691,198,159,128,105
16,New Jersey,23903,317,328,341,350
17,Colorado,6038,63,63,56,50
18,Maryland,8048,91,93,105,122
19,Nevada,5118,64,63,65,74
20,Tennessee,11639,167,149,144,151
21,Hawaii,450,0,0,0,0
22,Indiana,12856,118,101,92,91
23,Kentucky,4982,97,79,67,58
24,Minnesota,6814,49,56,63,73
25,Oklahoma,4701,78,60,50,45
26,Pennsylvania,24510,346,336,348,370
27,South Carolina,8875,159,118,86,65
28,District of Columbia,1041,14,19,21,21
29,Kansas,4778,70,52,40,35
30,Missouri,8660,118,105,99,106
31,Vermont,214,7,7,7,7
32,Virginia,10019,140,114,97,91
33,Connecticut,7765,94,77,56,40
34,Iowa,5641,61,56,49,48
35,Louisiana,9884,65,58,57,63
36,Ohio,17870,89,80,76,70
37,Michigan,16769,139,172,225,291
38,South Dakota,1912,7,7,7,7
39,Arkansas,5474,40,28,21,14
40,Delaware,1507,21,21,15,14
41,Mississippi,6901,56,46,42,49
42,New Mexico,3852,56,49,43,39
43,North Dakota,1488,0,0,0,0
44,Wyoming,691,7,7,7,7
45,Alaska,306,7,7,7,7
46,Maine,724,7,7,7,7
47,Alabama,10327,167,139,120,108
48,Idaho,1910,21,21,21,21
49,Montana,1392,7,7,7,7
50,Puerto Rico,2080,NaN,NaN,NaN,NaN
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,133,NaN,NaN,NaN,NaN
53,West Virginia,2530,23,21,16,14
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
