,County,802,808,815,822,829,836,843
0,01001,NaN,24,29,35,34,41,44
1,01003,NaN,65,48,43,44,52,60
2,01005,NaN,4,6,7,7,7,8
3,01007,NaN,0,0,0,0,0,0
4,01009,NaN,2,0,0,0,0,0
5,01011,NaN,0,0,0,0,0,0
6,01013,NaN,0,0,0,0,0,0
7,01015,NaN,24,5,0,0,0,0
8,01017,NaN,1,2,3,7,7,11
9,01019,NaN,0,0,0,0,0,0
10,01021,NaN,63,48,41,45,46,51
11,01023,NaN,0,0,0,0,0,0
12,01025,NaN,0,0,0,0,5,7
13,01027,NaN,0,0,0,0,0,0
14,01029,NaN,0,0,0,0,0,0
15,01031,NaN,0,0,0,0,0,2
16,01033,NaN,9,4,4,5,7,7
17,01035,NaN,0,0,0,0,0,0
18,01037,NaN,0,0,0,0,6,7
19,01039,NaN,0,0,0,0,4,6
20,01041,NaN,0,0,0,0,0,0
21,01043,NaN,1,0,0,0,0,0
22,01045,NaN,18,22,24,28,29,33
23,01047,NaN,7,7,7,8,9,13
24,01049,NaN,8,1,0,0,0,0
25,01051,NaN,34,45,52,52,61,71
26,01053,NaN,0,0,0,0,4,7
27,01055,NaN,1,0,0,0,0,0
28,01057,NaN,0,0,0,0,0,0
29,01059,NaN,0,0,0,0,0,0
30,01061,NaN,36,50,58,61,63,67
31,01063,NaN,0,0,0,0,0,0
32,01065,NaN,0,0,0,2,5,7
33,01067,NaN,0,0,0,0,0,0
34,01069,NaN,7,7,7,7,9,13
35,01071,NaN,1,0,0,0,0,0
36,01073,NaN,103,71,60,62,69,84
37,01075,NaN,0,0,0,0,0,0
38,01077,NaN,26,28,30,35,36,48
39,01079,NaN,7,7,7,7,7,8
40,01081,NaN,15,18,19,21,25,27
41,01083,NaN,16,7,6,4,7,7
42,01085,NaN,0,0,0,0,0,0
43,01087,NaN,0,3,7,7,7,8
44,01089,NaN,64,41,32,31,36,42
45,01091,NaN,0,0,0,0,0,0
46,01093,NaN,14,15,15,15,19,23
47,01095,NaN,19,7,3,0,0,0
48,01097,NaN,25,18,17,18,20,27
49,01099,NaN,0,0,0,0,0,0
50,01101,NaN,55,57,63,64,70,80
51,01103,NaN,7,1,5,4,7,7
52,01105,NaN,0,0,0,0,0,0
53,01107,NaN,2,0,0,0,0,0
54,01109,NaN,0,0,0,0,0,0
55,01111,NaN,0,0,0,0,4,5
56,01113,NaN,0,3,4,6,7,7
57,01115,NaN,9,5,0,0,3,4
58,01117,NaN,57,21,7,3,2,0
59,01119,NaN,0,0,0,0,0,0
60,01121,NaN,1,0,0,0,0,0
61,01123,NaN,0,0,0,0,0,0
62,01125,NaN,81,53,47,49,56,63
63,01127,NaN,14,13,14,16,20,21
64,01129,NaN,0,0,0,0,0,0
65,01131,NaN,0,0,0,0,0,0
66,01133,NaN,0,0,0,0,0,0
67,02013,NaN,0,0,0,0,0,0
68,02016,NaN,0,0,0,0,0,0
69,02020,NaN,495,580,640,681,737,844
70,02050,NaN,50,14,3,0,0,0
71,02060,NaN,0,0,0,0,0,0
72,02068,NaN,0,0,0,0,0,0
73,02070,NaN,36,37,34,35,33,32
74,02090,NaN,60,63,65,70,78,85
75,02100,NaN,0,0,0,0,0,0
76,02105,NaN,0,0,0,0,0,0
77,02110,NaN,72,83,82,90,90,94
78,02122,NaN,94,90,80,77,81,85
79,02130,NaN,22,17,14,15,14,15
80,02150,NaN,7,6,3,6,6,7
81,02158,NaN,13,2,0,0,0,0
82,02164,NaN,0,0,0,0,0,0
83,02170,NaN,94,92,90,93,100,114
84,02180,NaN,57,41,33,30,29,31
85,02185,NaN,20,20,21,20,20,17
86,02188,NaN,38,28,23,21,21,21
87,02195,NaN,0,0,0,0,0,0
88,02198,NaN,4,0,0,0,0,6
89,02220,NaN,15,11,9,8,8,10
90,02230,NaN,0,0,0,0,0,0
91,02240,NaN,0,0,0,0,0,0
92,02261,NaN,0,0,0,0,0,0
93,02275,NaN,0,0,0,0,0,0
94,02282,NaN,,,,,,NaN
95,02290,NaN,0,0,0,0,0,0
96,04001,NaN,24,16,13,16,17,21
97,04003,NaN,55,49,48,51,55,66
98,04005,NaN,27,21,18,20,23,30
99,04007,NaN,30,33,36,35,42,46
100,04009,NaN,0,0,0,0,0,0
101,04011,NaN,0,0,0,0,0,0
102,04012,NaN,0,0,0,0,0,0
103,04013,NaN,3437,3824,4088,4314,4728,5581
104,04015,NaN,54,52,48,51,53,63
105,04017,NaN,48,35,26,26,27,28
106,04019,NaN,436,402,406,436,475,559
107,04021,NaN,180,157,142,134,138,151
108,04023,NaN,0,0,0,0,0,0
109,04025,NaN,56,55,61,61,69,84
110,04027,NaN,135,158,176,182,202,240
111,05001,NaN,4,0,0,2,5,7
112,05003,NaN,7,7,7,7,7,12
113,05005,NaN,60,62,66,65,66,69
114,05007,NaN,161,157,159,163,183,213
115,05009,NaN,26,27,28,28,31,35
116,05011,NaN,0,0,0,0,0,0
117,05013,NaN,0,0,0,0,0,0
118,05015,NaN,20,17,15,15,17,18
119,05017,NaN,0,0,0,4,7,7
120,05019,NaN,19,16,14,14,13,16
