,County,305,311,318
0,01001,2617,205,240
1,01003,8199,578,639
2,01005,1160,31,33
3,01007,1136,65,77
4,01009,2754,186,168
5,01011,689,16,20
6,01013,1133,60,76
7,01015,5964,552,633
8,01017,1675,119,118
9,01019,985,81,86
10,01021,2161,82,94
11,01023,417,11,13
12,01025,1549,46,44
13,01027,888,40,46
14,01029,742,63,64
15,01031,2303,148,171
16,01033,2943,264,293
17,01035,668,43,36
18,01037,306,31,32
19,01039,2123,108,113
20,01041,700,62,74
21,01043,4096,347,335
22,01045,2254,120,137
23,01047,2196,105,106
24,01049,4608,350,302
25,01051,3910,313,318
26,01053,1940,89,105
27,01055,5857,556,605
28,01057,831,88,101
29,01059,2436,108,117
30,01061,1167,88,102
31,01063,399,24,29
32,01065,915,39,39
33,01067,838,27,32
34,01069,5033,319,361
35,01071,2905,159,152
36,01073,30318,2746,2652
37,01075,622,29,33
38,01077,3783,400,414
39,01079,1214,105,96
40,01081,7504,417,488
41,01083,4008,346,327
42,01085,785,28,30
43,01087,694,33,31
44,01089,12204,1120,1150
45,01091,1164,32,33
46,01093,1339,74,85
47,01095,5794,416,416
48,01097,19260,817,925
49,01099,768,32,34
50,01101,12000,543,668
51,01103,6104,885,918
52,01105,668,31,31
53,01107,1141,44,39
54,01109,1547,73,89
55,01111,995,55,63
56,01113,2175,132,159
57,01115,3960,236,246
58,01117,9712,796,902
59,01119,553,26,30
60,01121,3340,171,168
61,01123,1685,78,87
62,01125,12446,671,716
63,01127,3480,148,145
64,01129,898,23,30
65,01131,623,17,21
66,01133,1225,84,88
67,02013,22,,NaN
68,02016,106,4,7
69,02020,14702,2710,2534
70,02050,1149,289,267
71,02060,0,,NaN
72,02068,41,13,19
73,02070,95,34,34
74,02090,3206,315,313
75,02100,16,,NaN
76,02105,0,,NaN
77,02110,798,,NaN
78,02122,2144,360,316
79,02130,185,,NaN
80,02150,217,62,77
81,02158,387,,NaN
82,02164,143,20,27
83,02170,2577,252,259
84,02180,185,22,31
85,02185,407,48,45
86,02188,338,56,69
87,02195,23,,NaN
88,02198,46,,NaN
89,02220,157,,NaN
90,02230,9,,NaN
91,02240,236,68,64
92,02261,237,24,26
93,02275,20,,NaN
94,02282,44,,NaN
95,02290,154,29,31
96,04001,4921,359,308
97,04003,3137,383,362
98,04005,6928,556,524
99,04007,2619,277,279
100,04009,1904,232,225
101,04011,174,80,99
102,04012,750,51,43
103,04013,190034,13501,14858
104,04015,5640,582,685
105,04017,7602,365,316
106,04019,36115,2763,2713
107,04021,15169,1340,1353
108,04023,3588,239,242
109,04025,4384,655,598
110,04027,16700,951,926
111,05001,916,82,100
112,05003,754,71,83
113,05005,1267,173,154
114,05007,11125,1000,1115
115,05009,1576,211,217
116,05011,429,96,107
117,05013,127,33,34
118,05015,1301,111,110
119,05017,1134,32,33
120,05019,748,81,97
121,05021,775,108,115
122,05023,650,54,60
123,05025,334,36,36
124,05027,988,106,115
125,05029,606,118,127
126,05031,6552,574,591
127,05033,2888,284,314
128,05035,3091,241,281
129,05037,773,106,118
130,05039,265,38,47
131,05041,518,51,64
132,05043,579,72,93
133,05045,4417,366,385
134,05047,718,61,67
135,05049,500,73,75
136,05051,3492,252,273
137,05053,538,95,96
138,05055,2578,348,390
139,05057,806,114,134
140,05059,2769,161,154
141,05061,773,61,70
142,05063,1953,112,123
143,05065,945,63,67
144,05067,1518,214,198
145,05069,4990,201,191
146,05071,1209,87,106
147,05073,252,26,30
148,05075,1090,78,87
149,05077,1159,19,27
150,05079,2389,25,27
151,05081,608,58,71
152,05083,845,112,122
153,05085,2487,241,268
154,05087,566,32,38
155,05089,389,122,114
156,05091,2051,211,228
157,05093,2997,196,189
158,05095,290,34,33
159,05097,245,31,37
160,05099,425,47,57
161,05101,410,31,40
162,05103,608,133,141
163,05105,229,33,45
164,05107,885,43,35
165,05109,350,47,53
166,05111,1584,107,112
167,05113,699,138,144
168,05115,3481,261,270
169,05117,338,29,31
170,05119,15585,1114,1082
171,05121,925,118,122
172,05123,1988,81,87
173,05125,4309,437,426
174,05127,331,57,71
175,05129,272,27,37
176,05131,6596,590,672
177,05133,1648,86,98
178,05135,622,106,104
179,05137,442,20,27
180,05139,1450,114,119
181,05141,329,63,68
182,05143,14568,1044,1088
183,05145,2777,467,420
184,05147,186,15,17
185,05149,1588,78,85
186,06001,27485,2136,2429
187,06003,42,13,26
188,06005,450,48,61
189,06007,3664,421,587
190,06009,434,39,52
191,06011,642,107,138
192,06013,22412,1642,2013
193,06015,273,99,131
194,06017,1930,416,502
195,06019,35973,1915,2085
196,06021,829,91,136
197,06023,730,238,349
198,06025,15053,1100,1102
199,06027,283,28,40
200,06029,38316,2251,2611
201,06031,10038,1039,1279
202,06033,832,98,130
203,06035,1480,322,301
204,06037,364520,28888,30411
205,06039,5714,349,365
206,06041,7518,256,324
207,06043,104,10,12
208,06045,1385,139,147
209,06047,10986,759,875
210,06049,111,22,27
211,06051,499,54,78
212,06053,13886,1206,1381
213,06055,2757,405,501
214,06057,1018,249,324
215,06059,69694,5635,7271
216,06061,5778,786,979
217,06063,177,47,64
218,06065,80676,7172,8292
219,06067,33133,3474,4146
220,06069,1741,169,248
221,06071,84531,9267,8798
222,06073,71648,8151,8607
223,06075,14445,1185,1437
224,06077,24649,1565,1963
225,06079,5618,810,938
226,06081,13203,846,945
227,06083,10922,688,875
228,06085,30676,2661,2612
229,06087,3898,621,760
230,06089,4095,965,945
231,06091,17,9,14
232,06093,495,123,132
233,06095,9349,794,988
234,06097,11428,813,983
235,06099,20370,1211,1404
236,06101,2638,611,743
237,06103,1435,196,197
238,06105,113,31,34
239,06107,19752,976,1161
240,06109,708,234,240
241,06111,18040,2113,2271
242,06113,4199,567,726
243,06115,1732,315,421
244,08001,26129,3777,3776
245,08003,516,66,76
246,08005,23795,4119,4115
247,08007,140,50,63
248,08009,52,16,23
249,08011,70,32,28
250,08013,9847,1379,1339
251,08014,1806,,NaN
252,08015,576,105,120
253,08017,49,34,39
254,08019,167,27,32
255,08021,150,31,31
256,08023,68,17,26
257,08025,1007,304,278
258,08027,56,8,13
259,08029,466,119,126
260,08031,32533,4914,5203
261,08033,11,15,20
262,08035,9007,1735,1715
263,08037,2051,256,336
264,08039,515,107,108
265,08041,22560,4040,4080
266,08043,2143,437,430
267,08045,1886,351,383
268,08047,75,23,31
269,08049,273,78,84
270,08051,439,72,99
271,08053,8,4,6
272,08055,117,33,29
273,08057,14,10,17
274,08059,17684,2651,2782
275,08061,20,20,37
276,08063,250,37,56
277,08065,237,74,108
278,08067,843,194,183
279,08069,8651,1888,1860
280,08071,161,59,88
281,08073,116,40,43
282,08075,2005,268,282
283,08077,4821,1247,1268
284,08079,24,4,6
285,08081,211,161,215
286,08083,571,146,138
287,08085,806,167,169
288,08087,1445,213,240
289,08089,423,106,115
290,08091,109,25,36
291,08093,202,39,46
292,08095,158,38,43
293,08097,425,60,71
294,08099,483,107,111
295,08101,6738,1737,1618
296,08103,101,36,39
297,08105,204,78,89
298,08107,519,171,189
299,08109,199,14,21
300,08111,19,13,21
301,08113,178,36,40
302,08115,96,34,42
303,08117,1330,225,260
304,08119,518,117,128
305,08121,186,37,41
306,08123,12018,2042,1982
307,08125,296,48,61
308,09001,33648,3741,3810
309,09003,25182,2679,2808
310,09005,3602,614,635
311,09007,3145,572,636
312,09009,25248,3306,3471
313,09011,5352,833,944
314,09013,2665,395,416
315,09015,2161,301,294
316,10001,4439,452,534
317,10003,17587,2124,2234
318,10005,9682,591,576
319,11001,NaN,1190,1205
320,12001,12339,694,779
321,12003,1958,82,115
322,12005,8169,712,783
323,12007,1372,70,81
324,12009,14564,1393,1701
325,12011,101059,8035,8735
326,12013,834,45,48
327,12015,4672,414,478
328,12017,4330,338,327
329,12019,7403,847,1033
330,12021,16864,860,854
331,12023,4612,113,109
332,12027,2196,285,281
333,12029,954,25,34
334,12031,40584,2949,3134
335,12033,15926,1070,1193
336,12035,2561,365,568
337,12037,826,23,33
338,12039,3220,90,90
339,12041,727,67,76
340,12043,654,22,26
341,12045,1043,51,57
342,12047,957,26,34
343,12049,1730,56,75
344,12051,2431,100,112
345,12053,4596,450,529
346,12055,3507,335,320
347,12057,55482,3248,3600
348,12059,1103,63,73
349,12061,4743,434,540
350,12063,3712,158,153
351,12065,736,13,25
352,12067,1305,17,21
353,12069,10084,609,729
354,12071,28115,1985,2143
355,12073,14285,735,799
356,12075,1334,75,79
357,12077,567,16,26
358,12079,1226,47,43
359,12081,15723,1107,1159
360,12083,12401,602,656
361,12085,5964,356,480
362,12086,214943,11694,11496
363,12087,3114,351,386
364,12089,2930,186,194
365,12091,8323,942,1065
366,12093,1973,118,121
367,12095,54636,4403,4815
368,12097,17137,1460,1724
369,12099,61776,3557,3603
370,12101,13679,1377,1618
371,12103,30878,2170,2328
372,12105,26352,1490,1735
373,12107,2645,126,137
374,12109,8030,742,863
375,12111,10248,597,759
376,12113,7014,586,709
377,12115,12419,1133,1052
378,12117,12161,959,1185
379,12119,3292,109,110
380,12121,3209,81,87
381,12123,1613,47,59
382,12125,1210,34,52
383,12127,15093,1203,1468
384,12129,1555,113,126
385,12131,3499,237,232
386,12133,1456,85,82
387,13001,1317,30,46
388,13003,577,47,45
389,13005,746,31,51
390,13007,121,4,8
391,13009,2598,97,128
392,13011,725,65,66
393,13013,3279,362,491
394,13015,4910,499,697
395,13017,983,54,87
396,13019,677,61,71
397,13021,7403,310,412
398,13023,703,59,77
399,13025,760,42,45
400,13027,634,22,29
401,13029,1451,100,127
402,13031,3688,111,134
403,13033,1201,36,36
404,13035,1027,76,78
405,13037,295,3,5
406,13039,1751,185,243
407,13043,614,21,30
408,13045,5296,472,540
409,13047,1930,295,405
410,13049,781,31,42
411,13051,10557,655,959
412,13053,1946,39,62
413,13055,1197,79,109
414,13057,10010,1047,1179
415,13059,7696,631,842
416,13061,150,6,7
417,13063,10130,652,754
418,13065,533,22,31
419,13067,28637,2301,2617
420,13069,2834,149,146
421,13071,2563,49,72
422,13073,6166,567,647
423,13075,836,58,69
424,13077,4977,535,587
425,13079,244,18,27
426,13081,902,36,63
427,13083,488,64,78
428,13085,1091,96,108
429,13087,1561,61,84
430,13089,26489,1965,2194
431,13091,1056,87,119
432,13093,477,33,35
433,13095,3651,95,129
434,13097,5427,491,609
435,13099,678,38,37
436,13101,270,13,17
437,13103,2139,128,149
438,13105,1117,97,107
439,13107,1410,47,74
440,13109,548,31,48
441,13111,987,44,40
442,13113,3032,414,502
443,13115,5335,407,482
444,13117,6435,757,936
445,13119,1174,92,102
446,13121,38774,2733,2992
447,13123,1235,64,82
448,13125,80,15,18
449,13127,4187,234,315
450,13129,3318,320,339
451,13131,981,28,37
452,13133,707,30,32
453,13135,37946,2170,2293
454,13137,2198,170,180
455,13139,12197,666,822
456,13141,467,32,29
457,13143,1263,129,127
458,13145,1002,35,32
459,13147,778,72,79
460,13149,356,28,31
461,13151,8262,621,728
462,13153,4614,608,819
463,13155,426,37,68
464,13157,3194,221,238
465,13159,440,75,80
466,13161,947,28,44
467,13163,982,57,63
468,13165,497,8,11
469,13167,522,28,47
470,13169,770,64,81
471,13171,660,75,97
472,13173,388,22,31
473,13175,2535,68,80
474,13177,914,107,146
475,13179,1509,129,170
476,13181,310,17,16
477,13183,323,30,40
478,13185,6074,335,367
479,13187,1240,74,83
480,13189,915,52,70
481,13191,367,19,24
482,13193,326,35,42
483,13195,1083,72,79
484,13197,241,5,15
485,13199,768,31,29
486,13201,404,18,22
487,13205,956,23,34
488,13207,1006,67,70
489,13209,418,13,21
490,13211,790,97,115
491,13213,1663,207,213
492,13215,7121,355,506
493,13217,3683,261,307
494,13219,1317,101,130
495,13221,532,27,33
496,13223,4819,648,754
497,13225,1023,66,81
498,13227,1066,103,114
499,13229,1188,41,69
500,13231,771,79,71
501,13233,2338,201,222
502,13235,437,25,33
503,13237,966,21,26
504,13239,77,3,6
505,13241,551,43,56
506,13243,365,10,15
507,13245,9875,540,585
508,13247,2626,237,301
509,13249,157,6,8
510,13251,496,8,10
511,13253,522,31,34
512,13255,2281,203,234
513,13257,1451,96,133
514,13259,623,6,6
515,13261,1200,50,79
516,13263,225,8,11
517,13265,37,1,3
518,13267,1128,81,94
519,13269,340,20,22
520,13271,646,24,36
521,13273,392,7,9
522,13275,1886,79,110
523,13277,2375,157,204
524,13279,1677,89,115
525,13281,544,25,27
526,13283,380,16,25
527,13285,3842,149,171
528,13287,428,36,64
529,13289,252,18,25
530,13291,1043,46,34
531,13293,1462,111,138
532,13295,2512,323,400
533,13297,3113,246,291
534,13299,2569,146,200
535,13301,211,28,33
536,13303,1062,54,59
537,13305,1588,58,74
538,13307,62,4,7
539,13309,420,2,3
540,13311,1238,126,130
541,13313,7352,726,800
542,13315,361,30,32
543,13317,421,35,35
544,13319,426,15,19
545,13321,705,29,46
546,15001,1552,59,67
547,15003,14894,568,630
548,15005,0,,NaN
549,15007,98,22,32
550,15009,758,75,87
551,16001,23455,2228,2332
552,16003,89,9,15
553,16005,3888,614,682
554,16007,166,47,52
555,16009,256,46,57
556,16011,2443,307,298
557,16013,1202,115,120
558,16015,126,20,29
559,16017,843,92,94
560,16019,6865,805,908
561,16021,328,47,54
562,16023,117,14,20
563,16025,52,,NaN
564,16027,13846,1191,1175
565,16029,412,53,76
566,16031,2001,200,207
