,County,396,402,409
0,01001,6117,63,69
1,01003,19433,214,151
2,01005,2070,27,27
3,01007,2416,40,32
4,01009,6042,56,45
5,01011,1151,12,15
6,01013,1940,33,32
7,01015,12940,207,151
8,01017,3367,41,37
9,01019,1753,13,15
10,01021,3785,40,31
11,01023,546,5,7
12,01025,3419,34,32
13,01027,1419,20,13
14,01029,1354,14,13
15,01031,5208,79,68
16,01033,5968,41,49
17,01035,1064,21,24
18,01037,859,15,13
19,01039,3901,43,35
20,01041,1426,21,14
21,01043,8829,29,38
22,01045,4596,44,40
23,01047,3331,79,59
24,01049,8405,53,39
25,01051,9250,102,81
26,01053,3741,30,45
27,01055,13056,112,112
28,01057,1983,34,28
29,01059,3957,18,19
30,01061,2373,22,24
31,01063,864,10,9
32,01065,2060,27,24
33,01067,1806,25,25
34,01069,10002,122,120
35,01071,6438,27,25
36,01073,70177,565,500
37,01075,1294,11,13
38,01077,8523,60,57
39,01079,2795,20,22
40,01081,14798,163,154
41,01083,9264,73,48
42,01085,1298,11,9
43,01087,1393,20,24
44,01089,31957,261,233
45,01091,2381,38,34
46,01093,2736,22,19
47,01095,11174,83,63
48,01097,35345,382,308
49,01099,1652,9,13
50,01101,22294,309,372
51,01103,13483,91,85
52,01105,1045,5,9
53,01107,2220,33,28
54,01109,2912,37,35
55,01111,1604,24,28
56,01113,3994,60,57
57,01115,8718,78,49
58,01117,21604,272,226
59,01119,978,6,6
60,01121,7400,98,76
61,01123,3518,67,43
62,01125,23783,246,251
63,01127,6447,66,40
64,01129,1546,22,19
65,01131,1202,6,7
66,01133,2439,19,16
67,02013,356,,NaN
68,02016,491,52,30
69,02020,26359,278,366
70,02050,3529,20,15
71,02060,0,,NaN
72,02068,69,1,1
73,02070,197,3,3
74,02090,6118,63,48
75,02100,27,,NaN
76,02105,0,,NaN
77,02110,1220,,NaN
78,02122,3987,22,26
79,02130,339,,NaN
80,02150,1055,9,14
81,02158,1188,,NaN
82,02164,177,0,1
83,02170,8325,298,259
84,02180,322,0,0
85,02185,1006,12,9
86,02188,586,20,22
87,02195,54,,NaN
88,02198,76,,NaN
89,02220,311,,NaN
90,02230,19,,NaN
91,02240,447,1,1
92,02261,458,1,2
93,02275,28,,NaN
94,02282,67,,NaN
95,02290,329,5,3
96,04001,10268,65,31
97,04003,11020,143,125
98,04005,16256,186,118
99,04007,6351,53,53
100,04009,5261,35,37
101,04011,552,12,13
102,04012,2379,31,28
103,04013,504992,3833,2736
104,04015,20868,253,249
105,04017,15453,140,101
106,04019,108341,1072,896
107,04021,45439,594,442
108,04023,7606,26,24
109,04025,16895,142,176
110,04027,36286,202,129
111,05001,1942,27,29
112,05003,1745,10,14
113,05005,2781,16,19
114,05007,26714,269,247
115,05009,3582,34,31
116,05011,1316,6,8
117,05013,387,14,8
118,05015,2709,13,18
119,05017,1583,13,11
120,05019,1992,31,24
121,05021,1663,10,11
122,05023,1864,14,13
123,05025,910,10,12
124,05027,2099,15,17
125,05029,2131,12,15
126,05031,12682,60,65
127,05033,6694,60,49
128,05035,5626,42,49
129,05037,1889,16,21
130,05039,713,8,14
131,05041,1304,15,16
132,05043,1943,8,11
133,05045,11566,111,100
134,05047,1607,18,14
135,05049,1058,5,4
136,05051,9474,128,86
137,05053,1538,16,14
138,05055,5765,32,36
139,05057,1794,24,25
140,05059,4713,21,23
141,05061,1505,17,21
142,05063,3644,39,30
143,05065,1641,3,2
144,05067,3129,29,25
145,05069,8522,45,29
146,05071,2686,27,25
147,05073,493,8,7
148,05075,1994,10,12
149,05077,1632,3,3
150,05079,3128,5,8
151,05081,1116,14,14
152,05083,2157,32,23
153,05085,6663,70,53
154,05087,1395,6,5
155,05089,926,9,7
156,05091,3732,29,36
157,05093,5516,16,21
158,05095,822,13,17
159,05097,719,10,11
160,05099,765,10,10
161,05101,679,7,5
162,05103,2133,30,25
163,05105,793,9,8
164,05107,1673,12,10
165,05109,947,12,8
166,05111,3054,10,14
167,05113,1856,18,17
168,05115,7619,75,60
169,05117,858,2,3
170,05119,36706,206,177
171,05121,1923,21,20
172,05123,3416,63,43
173,05125,11254,64,59
174,05127,925,11,10
175,05129,641,3,3
176,05131,14406,127,114
177,05133,2558,23,21
178,05135,1513,1,2
179,05137,950,2,3
180,05139,3612,35,27
181,05141,1154,11,10
182,05143,29079,248,226
183,05145,7063,43,30
184,05147,613,6,9
185,05149,3313,32,26
186,06001,79539,1042,952
187,06003,80,1,1
188,06005,3432,41,39
189,06007,10838,170,165
190,06009,1898,34,30
191,06011,2117,36,46
192,06013,61628,948,798
193,06015,959,33,43
194,06017,9017,160,141
195,06019,94234,773,652
196,06021,2199,31,28
197,06023,3073,70,82
198,06025,26840,201,212
199,06027,1243,58,48
200,06029,101738,1044,836
201,06031,21857,280,300
202,06033,3089,76,68
203,06035,5558,52,56
204,06037,1180505,12049,11835
205,06039,15274,107,100
206,06041,13031,147,124
207,06043,392,5,7
208,06045,3783,52,49
209,06047,28489,518,369
210,06049,448,8,11
211,06051,1206,12,15
212,06053,41884,482,441
213,06055,8910,98,91
214,06057,3887,107,170
215,06059,259305,2085,1789
216,06061,19520,327,312
217,06063,649,12,17
218,06065,287534,1585,1262
219,06067,92057,1213,1048
220,06069,5709,61,62
221,06071,284639,2077,1472
222,06073,257030,3512,2516
223,06075,33820,637,625
224,06077,65891,900,716
225,06079,19340,415,388
226,06081,38371,584,523
227,06083,31518,588,548
228,06085,109054,1383,1164
229,06087,14438,168,160
230,06089,10868,123,200
231,06091,99,2,2
232,06093,1701,28,46
233,06095,29766,462,409
234,06097,27703,450,436
235,06099,55191,765,660
236,06101,8766,101,109
237,06103,5043,79,61
238,06105,340,15,16
239,06107,47399,580,504
240,06109,3870,56,72
241,06111,76757,1126,992
242,06113,12639,234,163
243,06115,5681,91,80
244,08001,47716,564,536
245,08003,1257,15,13
246,08005,47644,592,531
247,08007,629,9,20
248,08009,270,5,5
249,08011,1469,28,26
250,08013,18476,262,232
251,08014,3654,,NaN
252,08015,1411,36,38
253,08017,125,1,2
254,08019,357,2,2
255,08021,432,4,4
256,08023,178,8,8
257,08025,1959,18,18
258,08027,164,1,1
259,08029,2439,25,27
260,08031,58534,558,456
261,08033,67,1,1
262,08035,20776,394,310
263,08037,4897,214,171
264,08039,1254,12,7
265,08041,50951,817,718
266,08043,5403,85,70
267,08045,5022,58,62
268,08047,165,2,2
269,08049,1241,50,28
270,08051,1181,14,21
271,08053,16,1,1
272,08055,300,3,6
273,08057,51,2,2
274,08059,36523,440,401
275,08061,91,1,1
276,08063,524,4,9
277,08065,651,20,20
278,08067,2879,30,44
279,08069,19532,421,397
280,08071,982,24,21
281,08073,996,15,16
282,08075,3705,31,36
283,08077,13072,132,121
284,08079,61,0,0
285,08081,657,14,19
286,08083,1704,28,20
287,08085,3188,36,42
288,08087,2415,23,31
289,08089,1839,31,25
290,08091,247,3,5
