,County,690,696
0,01001,NaN,43
1,01003,NaN,106
2,01005,NaN,10
3,01007,NaN,23
4,01009,NaN,84
5,01011,NaN,13
6,01013,NaN,30
7,01015,NaN,73
8,01017,NaN,30
9,01019,NaN,34
10,01021,NaN,60
11,01023,NaN,15
12,01025,NaN,7
13,01027,NaN,6
14,01029,NaN,12
15,01031,NaN,26
16,01033,NaN,46
17,01035,NaN,10
18,01037,NaN,19
19,01039,NaN,52
20,01041,NaN,15
21,01043,NaN,145
22,01045,NaN,40
23,01047,NaN,29
24,01049,NaN,80
25,01051,NaN,65
26,01053,NaN,5
27,01055,NaN,82
28,01057,NaN,21
29,01059,NaN,55
30,01061,NaN,23
31,01063,NaN,5
32,01065,NaN,27
33,01067,NaN,29
34,01069,NaN,79
35,01071,NaN,83
36,01073,NaN,182
37,01075,NaN,12
38,01077,NaN,155
39,01079,NaN,36
40,01081,NaN,97
41,01083,NaN,104
42,01085,NaN,0
43,01087,NaN,9
44,01089,NaN,405
45,01091,NaN,0
46,01093,NaN,21
47,01095,NaN,94
48,01097,NaN,262
49,01099,NaN,0
50,01101,NaN,105
51,01103,NaN,167
52,01105,NaN,4
53,01107,NaN,8
54,01109,NaN,46
55,01111,NaN,35
56,01113,NaN,48
57,01115,NaN,96
58,01117,NaN,168
59,01119,NaN,11
60,01121,NaN,59
61,01123,NaN,35
62,01125,NaN,215
63,01127,NaN,131
64,01129,NaN,12
65,01131,NaN,4
66,01133,NaN,24
67,02013,NaN,1
68,02016,NaN,2
69,02020,NaN,636
70,02050,NaN,41
71,02060,NaN,0
72,02068,NaN,0
73,02070,NaN,23
74,02090,NaN,149
75,02100,NaN,1
76,02105,NaN,0
77,02110,NaN,73
78,02122,NaN,105
79,02130,NaN,100
80,02150,NaN,25
81,02158,NaN,73
82,02164,NaN,12
83,02170,NaN,304
84,02180,NaN,69
85,02185,NaN,9
86,02188,NaN,62
87,02195,NaN,5
88,02198,NaN,20
89,02220,NaN,20
90,02230,NaN,2
91,02240,NaN,10
92,02261,NaN,0
93,02275,NaN,0
94,02282,NaN,1
95,02290,NaN,3
96,04001,NaN,209
97,04003,NaN,419
98,04005,NaN,391
99,04007,NaN,298
100,04009,NaN,128
101,04011,NaN,28
102,04012,NaN,67
103,04013,NaN,14846
104,04015,NaN,675
105,04017,NaN,679
106,04019,NaN,3105
107,04021,NaN,2192
108,04023,NaN,164
109,04025,NaN,1094
110,04027,NaN,274
111,05001,NaN,21
112,05003,NaN,22
113,05005,NaN,109
114,05007,NaN,473
115,05009,NaN,143
116,05011,NaN,9
117,05013,NaN,2
118,05015,NaN,45
119,05017,NaN,12
120,05019,NaN,28
121,05021,NaN,51
122,05023,NaN,95
