,County,732,738
0,01001,NaN,598
1,01003,NaN,3955
2,01005,NaN,344
3,01007,NaN,632
4,01009,NaN,971
5,01011,NaN,164
6,01013,NaN,255
7,01015,NaN,2101
8,01017,NaN,523
9,01019,NaN,500
10,01021,NaN,778
11,01023,NaN,302
12,01025,NaN,698
13,01027,NaN,536
14,01029,NaN,181
15,01031,NaN,889
16,01033,NaN,2448
17,01035,NaN,249
18,01037,NaN,353
19,01039,NaN,665
20,01041,NaN,237
21,01043,NaN,2417
22,01045,NaN,712
23,01047,NaN,651
24,01049,NaN,1565
25,01051,NaN,1482
26,01053,NaN,643
27,01055,NaN,2290
28,01057,NaN,413
29,01059,NaN,1164
30,01061,NaN,383
31,01063,NaN,109
32,01065,NaN,375
33,01067,NaN,282
34,01069,NaN,1645
35,01071,NaN,1439
36,01073,NaN,13414
37,01075,NaN,335
38,01077,NaN,2635
39,01079,NaN,915
40,01081,NaN,2659
41,01083,NaN,2149
42,01085,NaN,123
43,01087,NaN,231
44,01089,NaN,7304
45,01091,NaN,347
46,01093,NaN,954
47,01095,NaN,2561
48,01097,NaN,7662
49,01099,NaN,529
50,01101,NaN,2540
51,01103,NaN,4026
52,01105,NaN,115
53,01107,NaN,555
54,01109,NaN,491
55,01111,NaN,353
56,01113,NaN,466
57,01115,NaN,1990
58,01117,NaN,4891
59,01119,NaN,320
60,01121,NaN,1744
61,01123,NaN,1249
62,01125,NaN,5243
63,01127,NaN,1954
64,01129,NaN,329
65,01131,NaN,237
66,01133,NaN,924
67,02013,NaN,88
68,02016,NaN,488
69,02020,NaN,14452
70,02050,NaN,491
71,02060,NaN,0
72,02068,NaN,22
73,02070,NaN,117
74,02090,NaN,2804
75,02100,NaN,80
76,02105,NaN,0
77,02110,NaN,1284
78,02122,NaN,1420
79,02130,NaN,308
80,02150,NaN,772
81,02158,NaN,374
82,02164,NaN,40
83,02170,NaN,2614
84,02180,NaN,635
85,02185,NaN,353
86,02188,NaN,354
87,02195,NaN,34
88,02198,NaN,146
89,02220,NaN,261
90,02230,NaN,4
91,02240,NaN,97
92,02261,NaN,0
93,02275,NaN,76
94,02282,NaN,27
95,02290,NaN,78
96,04001,NaN,1395
97,04003,NaN,3374
98,04005,NaN,4563
99,04007,NaN,1238
100,04009,NaN,870
101,04011,NaN,287
102,04012,NaN,449
103,04013,NaN,122558
104,04015,NaN,6616
105,04017,NaN,3153
106,04019,NaN,23686
107,04021,NaN,13432
108,04023,NaN,2061
109,04025,NaN,3152
110,04027,NaN,7620
111,05001,NaN,606
112,05003,NaN,474
113,05005,NaN,600
114,05007,NaN,5563
115,05009,NaN,610
116,05011,NaN,247
117,05013,NaN,58
118,05015,NaN,384
119,05017,NaN,152
120,05019,NaN,370
121,05021,NaN,365
122,05023,NaN,649
123,05025,NaN,177
124,05027,NaN,370
125,05029,NaN,542
126,05031,NaN,2267
127,05033,NaN,1485
128,05035,NaN,577
129,05037,NaN,468
130,05039,NaN,178
131,05041,NaN,250
132,05043,NaN,321
133,05045,NaN,3894
134,05047,NaN,237
135,05049,NaN,215
136,05051,NaN,1195
137,05053,NaN,339
138,05055,NaN,1215
139,05057,NaN,376
140,05059,NaN,803
141,05061,NaN,218
142,05063,NaN,909
143,05065,NaN,258
144,05067,NaN,347
145,05069,NaN,1588
146,05071,NaN,603
147,05073,NaN,58
148,05075,NaN,383
149,05077,NaN,119
150,05079,NaN,190
151,05081,NaN,295
152,05083,NaN,301
153,05085,NaN,1870
154,05087,NaN,339
155,05089,NaN,227
156,05091,NaN,761
157,05093,NaN,652
158,05095,NaN,195
159,05097,NaN,82
160,05099,NaN,203
161,05101,NaN,87
162,05103,NaN,355
163,05105,NaN,286
164,05107,NaN,289
165,05109,NaN,148
166,05111,NaN,499
167,05113,NaN,272
168,05115,NaN,1388
169,05117,NaN,230
170,05119,NaN,7974
171,05121,NaN,287
172,05123,NaN,534
173,05125,NaN,2858
174,05127,NaN,111
175,05129,NaN,116
176,05131,NaN,2283
177,05133,NaN,461
178,05135,NaN,422
179,05137,NaN,131
180,05139,NaN,702
181,05141,NaN,241
182,05143,NaN,6018
183,05145,NaN,2075
184,05147,NaN,246
185,05149,NaN,502
186,06001,NaN,18996
187,06003,NaN,2
188,06005,NaN,340
189,06007,NaN,1545
190,06009,NaN,436
191,06011,NaN,93
192,06013,NaN,10722
193,06015,NaN,116
194,06017,NaN,1326
195,06019,NaN,14425
196,06021,NaN,193
197,06023,NaN,777
198,06025,NaN,2269
199,06027,NaN,133
200,06029,NaN,22149
201,06031,NaN,2438
202,06033,NaN,314
203,06035,NaN,642
204,06037,NaN,264282
205,06039,NaN,1712
206,06041,NaN,2215
207,06043,NaN,299
208,06045,NaN,638
209,06047,NaN,3013
210,06049,NaN,13
211,06051,NaN,144
212,06053,NaN,2920
213,06055,NaN,1221
214,06057,NaN,886
215,06059,NaN,69572
216,06061,NaN,3381
217,06063,NaN,130
218,06065,NaN,38555
219,06067,NaN,15885
220,06069,NaN,523
221,06071,NaN,26909
222,06073,NaN,121065
223,06075,NaN,8984
224,06077,NaN,8274
225,06079,NaN,2832
226,06081,NaN,7711
227,06083,NaN,4979
228,06085,NaN,20897
229,06087,NaN,3409
230,06089,NaN,1263
231,06091,NaN,12
232,06093,NaN,146
233,06095,NaN,4209
234,06097,NaN,5931
235,06099,NaN,11092
236,06101,NaN,832
237,06103,NaN,441
238,06105,NaN,43
239,06107,NaN,6154
240,06109,NaN,510
241,06111,NaN,10511
242,06113,NaN,2271
243,06115,NaN,753
244,08001,NaN,9896
245,08003,NaN,388
246,08005,NaN,12493
247,08007,NaN,292
248,08009,NaN,77
249,08011,NaN,121
250,08013,NaN,6786
251,08014,NaN,1305
252,08015,NaN,262
253,08017,NaN,15
254,08019,NaN,190
255,08021,NaN,159
256,08023,NaN,88
257,08025,NaN,210
258,08027,NaN,33
259,08029,NaN,319
260,08031,NaN,12248
261,08033,NaN,31
262,08035,NaN,7502
263,08037,NaN,731
264,08039,NaN,382
265,08041,NaN,16650
266,08043,NaN,901
267,08045,NaN,1135
268,08047,NaN,131
269,08049,NaN,170
270,08051,NaN,287
271,08053,NaN,9
272,08055,NaN,135
273,08057,NaN,6
274,08059,NaN,10014
275,08061,NaN,9
276,08063,NaN,91
277,08065,NaN,87
278,08067,NaN,1360
279,08069,NaN,7193
280,08071,NaN,296
281,08073,NaN,223
282,08075,NaN,446
283,08077,NaN,3473
284,08079,NaN,23
285,08081,NaN,177
286,08083,NaN,417
287,08085,NaN,529
288,08087,NaN,382
289,08089,NaN,277
290,08091,NaN,52
291,08093,NaN,222
292,08095,NaN,85
293,08097,NaN,365
294,08099,NaN,149
295,08101,NaN,4039
296,08103,NaN,55
297,08105,NaN,193
298,08107,NaN,387
299,08109,NaN,91
300,08111,NaN,8
301,08113,NaN,77
302,08115,NaN,25
303,08117,NaN,493
304,08119,NaN,315
305,08121,NaN,37
306,08123,NaN,7256
307,08125,NaN,80
308,09001,NaN,10337
309,09003,NaN,10157
310,09005,NaN,1819
311,09007,NaN,1941
312,09009,NaN,12162
313,09011,NaN,4430
314,09013,NaN,1185
315,09015,NaN,1752
316,10001,NaN,2645
317,10003,NaN,6447
318,10005,NaN,2887
319,11001,NaN,8080
320,12001,NaN,5810
321,12003,NaN,720
322,12005,NaN,3192
323,12007,NaN,525
324,12009,NaN,9181
325,12011,NaN,25801
326,12013,NaN,260
327,12015,NaN,2252
328,12017,NaN,1836
329,12019,NaN,4139
330,12021,NaN,4410
331,12023,NaN,1398
332,12027,NaN,519
333,12029,NaN,205
334,12031,NaN,16790
335,12033,NaN,4441
336,12035,NaN,1496
337,12037,NaN,153
338,12039,NaN,136
339,12041,NaN,284
340,12043,NaN,125
341,12045,NaN,297
342,12047,NaN,267
343,12049,NaN,588
344,12051,NaN,767
345,12053,NaN,2905
346,12055,NaN,1485
347,12057,NaN,20744
348,12059,NaN,449
349,12061,NaN,2211
350,12063,NaN,1160
351,12065,NaN,323
352,12067,NaN,123
353,12069,NaN,4967
354,12071,NaN,11625
355,12073,NaN,6291
356,12075,NaN,773
357,12077,NaN,148
358,12079,NaN,484
359,12081,NaN,5099
360,12083,NaN,5379
361,12085,NaN,1529
362,12086,NaN,52627
363,12087,NaN,963
364,12089,NaN,1539
365,12091,NaN,3907
366,12093,NaN,671
367,12095,NaN,21287
368,12097,NaN,6299
369,12099,NaN,16923
370,12101,NaN,8164
371,12103,NaN,13520
372,12105,NaN,12381
373,12107,NaN,1117
374,12109,NaN,4007
375,12111,NaN,4922
376,12113,NaN,3609
377,12115,NaN,6325
378,12117,NaN,6687
379,12119,NaN,1163
380,12121,NaN,845
381,12123,NaN,576
382,12125,NaN,276
383,12127,NaN,6532
384,12129,NaN,769
385,12131,NaN,949
386,12133,NaN,109
387,13001,NaN,530
388,13003,NaN,141
389,13005,NaN,266
390,13007,NaN,58
391,13009,NaN,717
392,13011,NaN,269
393,13013,NaN,1393
394,13015,NaN,1398
395,13017,NaN,304
396,13019,NaN,669
397,13021,NaN,2435
398,13023,NaN,313
399,13025,NaN,290
400,13027,NaN,359
401,13029,NaN,831
402,13031,NaN,1259
403,13033,NaN,545
404,13035,NaN,292
405,13037,NaN,126
406,13039,NaN,871
407,13043,NaN,130
408,13045,NaN,1234
409,13047,NaN,1081
410,13049,NaN,148
411,13051,NaN,7170
412,13053,NaN,147
413,13055,NaN,450
414,13057,NaN,3624
415,13059,NaN,2329
416,13061,NaN,47
417,13063,NaN,2576
418,13065,NaN,177
419,13067,NaN,7984
420,13069,NaN,773
421,13071,NaN,1220
422,13073,NaN,2813
423,13075,NaN,449
424,13077,NaN,2174
425,13079,NaN,151
426,13081,NaN,356
427,13083,NaN,204
428,13085,NaN,428
429,13087,NaN,456
430,13089,NaN,6849
431,13091,NaN,545
432,13093,NaN,132
433,13095,NaN,2334
434,13097,NaN,1493
435,13099,NaN,316
436,13101,NaN,128
437,13103,NaN,1182
438,13105,NaN,363
439,13107,NaN,470
440,13109,NaN,189
441,13111,NaN,310
442,13113,NaN,1238
443,13115,NaN,1928
444,13117,NaN,3591
445,13119,NaN,409
446,13121,NaN,9304
447,13123,NaN,420
448,13125,NaN,36
449,13127,NaN,2092
450,13129,NaN,877
451,13131,NaN,499
452,13133,NaN,250
453,13135,NaN,11462
454,13137,NaN,599
455,13139,NaN,3050
456,13141,NaN,56
457,13143,NaN,329
458,13145,NaN,783
459,13147,NaN,349
460,13149,NaN,161
461,13151,NaN,2133
462,13153,NaN,3424
463,13155,NaN,96
464,13157,NaN,1453
465,13159,NaN,195
466,13161,NaN,334
467,13163,NaN,215
468,13165,NaN,124
469,13167,NaN,250
470,13169,NaN,313
471,13171,NaN,232
472,13173,NaN,487
473,13175,NaN,1433
474,13177,NaN,850
475,13179,NaN,1557
476,13181,NaN,81
