,County,767,773
0,01001,NaN,73
1,01003,NaN,208
2,01005,NaN,13
3,01007,NaN,23
4,01009,NaN,85
5,01011,NaN,10
6,01013,NaN,18
7,01015,NaN,192
8,01017,NaN,25
9,01019,NaN,29
10,01021,NaN,136
11,01023,NaN,17
12,01025,NaN,24
13,01027,NaN,10
14,01029,NaN,11
15,01031,NaN,39
16,01033,NaN,117
17,01035,NaN,9
18,01037,NaN,25
19,01039,NaN,19
20,01041,NaN,9
21,01043,NaN,126
22,01045,NaN,60
23,01047,NaN,23
24,01049,NaN,90
25,01051,NaN,83
26,01053,NaN,27
27,01055,NaN,85
28,01057,NaN,241
29,01059,NaN,45
30,01061,NaN,38
31,01063,NaN,1
32,01065,NaN,16
33,01067,NaN,21
34,01069,NaN,143
35,01071,NaN,54
36,01073,NaN,501
37,01075,NaN,65
38,01077,NaN,180
39,01079,NaN,58
40,01081,NaN,79
41,01083,NaN,165
42,01085,NaN,0
43,01087,NaN,9
44,01089,NaN,700
45,01091,NaN,21
46,01093,NaN,43
47,01095,NaN,67
48,01097,NaN,834
49,01099,NaN,5
50,01101,NaN,238
51,01103,NaN,383
52,01105,NaN,6
53,01107,NaN,41
54,01109,NaN,29
55,01111,NaN,4
56,01113,NaN,38
57,01115,NaN,103
58,01117,NaN,272
59,01119,NaN,24
60,01121,NaN,244
61,01123,NaN,52
62,01125,NaN,490
63,01127,NaN,99
64,01129,NaN,25
65,01131,NaN,22
66,01133,NaN,40
67,02013,NaN,15
68,02016,NaN,4
69,02020,NaN,1365
70,02050,NaN,113
71,02060,NaN,0
72,02068,NaN,2
73,02070,NaN,46
74,02090,NaN,269
75,02100,NaN,64
76,02105,NaN,0
77,02110,NaN,186
78,02122,NaN,465
79,02130,NaN,60
80,02150,NaN,99
81,02158,NaN,64
82,02164,NaN,5
83,02170,NaN,480
84,02180,NaN,350
85,02185,NaN,117
86,02188,NaN,152
87,02195,NaN,8
88,02198,NaN,47
89,02220,NaN,36
90,02230,NaN,5
91,02240,NaN,37
92,02261,NaN,0
93,02275,NaN,2
94,02282,NaN,7
95,02290,NaN,60
96,04001,NaN,150
97,04003,NaN,289
98,04005,NaN,214
99,04007,NaN,74
100,04009,NaN,101
101,04011,NaN,19
102,04012,NaN,36
103,04013,NaN,6908
104,04015,NaN,308
105,04017,NaN,201
106,04019,NaN,1825
107,04021,NaN,682
108,04023,NaN,31
109,04025,NaN,253
110,04027,NaN,275
111,05001,NaN,25
112,05003,NaN,37
113,05005,NaN,60
114,05007,NaN,326
115,05009,NaN,70
116,05011,NaN,8
117,05013,NaN,29
118,05015,NaN,24
119,05017,NaN,7
120,05019,NaN,37
121,05021,NaN,23
122,05023,NaN,25
123,05025,NaN,18
124,05027,NaN,79
125,05029,NaN,42
126,05031,NaN,368
127,05033,NaN,85
128,05035,NaN,66
129,05037,NaN,82
130,05039,NaN,25
131,05041,NaN,12
132,05043,NaN,46
133,05045,NaN,168
134,05047,NaN,14
135,05049,NaN,12
136,05051,NaN,62
137,05053,NaN,58
138,05055,NaN,106
139,05057,NaN,14
140,05059,NaN,33
141,05061,NaN,14
142,05063,NaN,57
143,05065,NaN,13
144,05067,NaN,38
145,05069,NaN,64
146,05071,NaN,47
147,05073,NaN,2
148,05075,NaN,28
149,05077,NaN,26
