,County,676,682
0,01001,NaN,62
1,01003,NaN,113
2,01005,NaN,6
3,01007,NaN,4
4,01009,NaN,105
5,01011,NaN,0
6,01013,NaN,14
7,01015,NaN,53
8,01017,NaN,7
9,01019,NaN,42
10,01021,NaN,60
11,01023,NaN,4
12,01025,NaN,17
13,01027,NaN,0
14,01029,NaN,5
15,01031,NaN,16
16,01033,NaN,51
17,01035,NaN,5
18,01037,NaN,10
19,01039,NaN,53
20,01041,NaN,19
21,01043,NaN,72
22,01045,NaN,12
23,01047,NaN,6
24,01049,NaN,126
25,01051,NaN,10
26,01053,NaN,13
27,01055,NaN,11
28,01057,NaN,31
29,01059,NaN,105
30,01061,NaN,12
31,01063,NaN,3
32,01065,NaN,16
33,01067,NaN,3
34,01069,NaN,52
35,01071,NaN,2
36,01073,NaN,0
37,01075,NaN,27
38,01077,NaN,69
39,01079,NaN,62
40,01081,NaN,82
41,01083,NaN,52
42,01085,NaN,1
43,01087,NaN,12
44,01089,NaN,156
45,01091,NaN,0
46,01093,NaN,25
47,01095,NaN,42
48,01097,NaN,137
49,01099,NaN,8
50,01101,NaN,21
51,01103,NaN,129
52,01105,NaN,0
53,01107,NaN,16
54,01109,NaN,15
55,01111,NaN,0
56,01113,NaN,32
57,01115,NaN,56
58,01117,NaN,84
59,01119,NaN,24
60,01121,NaN,23
61,01123,NaN,74
62,01125,NaN,188
63,01127,NaN,95
64,01129,NaN,10
65,01131,NaN,13
66,01133,NaN,6
67,02013,NaN,2
68,02016,NaN,4
69,02020,NaN,769
70,02050,NaN,142
71,02060,NaN,0
72,02068,NaN,0
73,02070,NaN,9
74,02090,NaN,326
75,02100,NaN,0
76,02105,NaN,0
77,02110,NaN,68
78,02122,NaN,134
79,02130,NaN,98
80,02150,NaN,12
81,02158,NaN,42
82,02164,NaN,3
83,02170,NaN,428
84,02180,NaN,98
85,02185,NaN,56
86,02188,NaN,108
87,02195,NaN,32
88,02198,NaN,14
89,02220,NaN,7
90,02230,NaN,0
91,02240,NaN,25
92,02261,NaN,0
93,02275,NaN,13
94,02282,NaN,5
95,02290,NaN,12
96,04001,NaN,235
97,04003,NaN,516
98,04005,NaN,347
99,04007,NaN,308
100,04009,NaN,191
101,04011,NaN,39
102,04012,NaN,39
103,04013,NaN,14501
104,04015,NaN,554
105,04017,NaN,543
106,04019,NaN,3617
107,04021,NaN,2290
108,04023,NaN,164
109,04025,NaN,1073
110,04027,NaN,236
111,05001,NaN,13
112,05003,NaN,8
113,05005,NaN,74
114,05007,NaN,330
115,05009,NaN,66
116,05011,NaN,15
117,05013,NaN,3
118,05015,NaN,33
119,05017,NaN,0
120,05019,NaN,36
121,05021,NaN,31
122,05023,NaN,69
123,05025,NaN,8
124,05027,NaN,0
125,05029,NaN,36
126,05031,NaN,148
127,05033,NaN,52
128,05035,NaN,52
129,05037,NaN,6
130,05039,NaN,3
131,05041,NaN,8
132,05043,NaN,3
133,05045,NaN,220
134,05047,NaN,21
135,05049,NaN,46
136,05051,NaN,26
137,05053,NaN,11
138,05055,NaN,69
139,05057,NaN,12
140,05059,NaN,28
141,05061,NaN,18
142,05063,NaN,138
143,05065,NaN,37
144,05067,NaN,52
145,05069,NaN,32
146,05071,NaN,18
147,05073,NaN,1
148,05075,NaN,12
149,05077,NaN,33
150,05079,NaN,13
151,05081,NaN,5
152,05083,NaN,16
153,05085,NaN,83
154,05087,NaN,57
155,05089,NaN,42
156,05091,NaN,44
157,05093,NaN,71
158,05095,NaN,0
159,05097,NaN,2
160,05099,NaN,10
161,05101,NaN,12
162,05103,NaN,12
163,05105,NaN,10
164,05107,NaN,4
165,05109,NaN,4
166,05111,NaN,50
167,05113,NaN,10
168,05115,NaN,91
169,05117,NaN,1
170,05119,NaN,385
171,05121,NaN,30
172,05123,NaN,8
173,05125,NaN,104
174,05127,NaN,9
175,05129,NaN,10
176,05131,NaN,166
177,05133,NaN,28
178,05135,NaN,77
179,05137,NaN,36
180,05139,NaN,42
181,05141,NaN,14
182,05143,NaN,289
183,05145,NaN,133
184,05147,NaN,10
185,05149,NaN,37
186,06001,NaN,633
187,06003,NaN,0
188,06005,NaN,21
189,06007,NaN,139
190,06009,NaN,28
191,06011,NaN,21
192,06013,NaN,544
193,06015,NaN,24
194,06017,NaN,106
195,06019,NaN,878
196,06021,NaN,7
197,06023,NaN,105
198,06025,NaN,338
199,06027,NaN,40
200,06029,NaN,1354
201,06031,NaN,192
202,06033,NaN,27
203,06035,NaN,33
204,06037,NaN,5854
205,06039,NaN,164
206,06041,NaN,96
207,06043,NaN,18
208,06045,NaN,109
209,06047,NaN,241
210,06049,NaN,0
211,06051,NaN,47
212,06053,NaN,160
213,06055,NaN,70
214,06057,NaN,115
215,06059,NaN,1253
216,06061,NaN,238
217,06063,NaN,19
218,06065,NaN,2027
219,06067,NaN,902
220,06069,NaN,47
221,06071,NaN,1871
222,06073,NaN,3520
223,06075,NaN,347
224,06077,NaN,490
225,06079,NaN,181
226,06081,NaN,259
227,06083,NaN,282
228,06085,NaN,1027
229,06087,NaN,206
230,06089,NaN,201
231,06091,NaN,3
232,06093,NaN,23
233,06095,NaN,171
234,06097,NaN,247
235,06099,NaN,925
236,06101,NaN,59
237,06103,NaN,29
238,06105,NaN,20
239,06107,NaN,348
240,06109,NaN,68
241,06111,NaN,308
242,06113,NaN,109
243,06115,NaN,47
244,08001,NaN,2133
245,08003,NaN,107
246,08005,NaN,2358
247,08007,NaN,103
248,08009,NaN,30
249,08011,NaN,46
250,08013,NaN,897
251,08014,NaN,188
252,08015,NaN,76
253,08017,NaN,16
254,08019,NaN,28
255,08021,NaN,35
256,08023,NaN,7
257,08025,NaN,17
258,08027,NaN,7
259,08029,NaN,104
260,08031,NaN,2641
261,08033,NaN,3
262,08035,NaN,1377
263,08037,NaN,196
264,08039,NaN,80
265,08041,NaN,2834
266,08043,NaN,311
267,08045,NaN,159
268,08047,NaN,13
269,08049,NaN,31
270,08051,NaN,50
271,08053,NaN,0
272,08055,NaN,58
273,08057,NaN,6
274,08059,NaN,2407
275,08061,NaN,6
276,08063,NaN,43
277,08065,NaN,42
278,08067,NaN,238
279,08069,NaN,1104
280,08071,NaN,84
281,08073,NaN,18
282,08075,NaN,86
283,08077,NaN,799
284,08079,NaN,0
285,08081,NaN,51
286,08083,NaN,158
287,08085,NaN,243
288,08087,NaN,142
289,08089,NaN,133
290,08091,NaN,11
291,08093,NaN,77
292,08095,NaN,16
293,08097,NaN,20
294,08099,NaN,55
295,08101,NaN,823
296,08103,NaN,20
297,08105,NaN,63
298,08107,NaN,68
299,08109,NaN,20
300,08111,NaN,3
301,08113,NaN,12
302,08115,NaN,9
303,08117,NaN,167
304,08119,NaN,128
305,08121,NaN,9
306,08123,NaN,1376
307,08125,NaN,22
308,09001,NaN,1316
309,09003,NaN,1265
310,09005,NaN,438
311,09007,NaN,331
312,09009,NaN,1798
313,09011,NaN,807
314,09013,NaN,236
315,09015,NaN,409
316,10001,NaN,590
317,10003,NaN,1355
318,10005,NaN,556
319,11001,NaN,561
320,12001,NaN,0
321,12003,NaN,0
322,12005,NaN,0
323,12007,NaN,0
324,12009,NaN,0
325,12011,NaN,0
326,12013,NaN,0
327,12015,NaN,0
328,12017,NaN,0
329,12019,NaN,0
330,12021,NaN,0
331,12023,NaN,0
332,12027,NaN,0
333,12029,NaN,0
334,12031,NaN,0
335,12033,NaN,0
336,12035,NaN,0
337,12037,NaN,0
338,12039,NaN,0
339,12041,NaN,0
340,12043,NaN,0
341,12045,NaN,0
342,12047,NaN,0
343,12049,NaN,0
344,12051,NaN,0
345,12053,NaN,0
346,12055,NaN,0
347,12057,NaN,0
348,12059,NaN,0
349,12061,NaN,0
350,12063,NaN,0
351,12065,NaN,0
