,County,781,787
0,01001,NaN,44
1,01003,NaN,105
2,01005,NaN,18
3,01007,NaN,22
4,01009,NaN,71
5,01011,NaN,0
6,01013,NaN,6
7,01015,NaN,428
8,01017,NaN,11
9,01019,NaN,18
10,01021,NaN,198
11,01023,NaN,8
12,01025,NaN,29
13,01027,NaN,9
14,01029,NaN,11
15,01031,NaN,19
16,01033,NaN,67
17,01035,NaN,1
18,01037,NaN,15
19,01039,NaN,9
20,01041,NaN,5
21,01043,NaN,52
22,01045,NaN,17
23,01047,NaN,24
24,01049,NaN,171
25,01051,NaN,42
26,01053,NaN,12
27,01055,NaN,59
28,01057,NaN,56
29,01059,NaN,27
30,01061,NaN,7
31,01063,NaN,5
32,01065,NaN,7
33,01067,NaN,2
34,01069,NaN,52
35,01071,NaN,67
36,01073,NaN,1617
37,01075,NaN,39
38,01077,NaN,50
39,01079,NaN,25
40,01081,NaN,29
41,01083,NaN,62
42,01085,NaN,2
43,01087,NaN,8
44,01089,NaN,398
45,01091,NaN,8
46,01093,NaN,67
47,01095,NaN,149
48,01097,NaN,224
49,01099,NaN,6
50,01101,NaN,114
51,01103,NaN,80
52,01105,NaN,0
53,01107,NaN,92
54,01109,NaN,6
55,01111,NaN,11
56,01113,NaN,19
57,01115,NaN,179
58,01117,NaN,1126
59,01119,NaN,4
60,01121,NaN,123
61,01123,NaN,40
62,01125,NaN,677
63,01127,NaN,34
64,01129,NaN,4
65,01131,NaN,7
66,01133,NaN,19
67,02013,NaN,5
68,02016,NaN,0
69,02020,NaN,514
70,02050,NaN,1641
71,02060,NaN,0
72,02068,NaN,11
73,02070,NaN,27
74,02090,NaN,102
75,02100,NaN,14
76,02105,NaN,0
77,02110,NaN,102
78,02122,NaN,142
79,02130,NaN,73
80,02150,NaN,44
81,02158,NaN,490
82,02164,NaN,12
83,02170,NaN,131
84,02180,NaN,191
85,02185,NaN,21
86,02188,NaN,142
87,02195,NaN,4
88,02198,NaN,25
89,02220,NaN,29
90,02230,NaN,5
91,02240,NaN,2
92,02261,NaN,0
93,02275,NaN,0
94,02282,NaN,51
95,02290,NaN,96
96,04001,NaN,188
97,04003,NaN,143
98,04005,NaN,200
99,04007,NaN,40
100,04009,NaN,44
101,04011,NaN,7
102,04012,NaN,33
103,04013,NaN,7051
104,04015,NaN,242
105,04017,NaN,252
106,04019,NaN,1281
107,04021,NaN,491
108,04023,NaN,29
109,04025,NaN,155
110,04027,NaN,198
111,05001,NaN,10
112,05003,NaN,15
113,05005,NaN,44
114,05007,NaN,163
115,05009,NaN,50
116,05011,NaN,4
117,05013,NaN,14
118,05015,NaN,34
119,05017,NaN,9
120,05019,NaN,48
121,05021,NaN,10
122,05023,NaN,24
123,05025,NaN,4
124,05027,NaN,44
125,05029,NaN,5
126,05031,NaN,333
127,05033,NaN,25
128,05035,NaN,174
129,05037,NaN,37
130,05039,NaN,2
131,05041,NaN,4
132,05043,NaN,10
133,05045,NaN,115
134,05047,NaN,15
135,05049,NaN,12
136,05051,NaN,257
137,05053,NaN,23
138,05055,NaN,92
139,05057,NaN,35
140,05059,NaN,63
141,05061,NaN,10
142,05063,NaN,20
143,05065,NaN,23
144,05067,NaN,32
145,05069,NaN,26
146,05071,NaN,47
147,05073,NaN,4
148,05075,NaN,45
149,05077,NaN,22
150,05079,NaN,5
151,05081,NaN,11
152,05083,NaN,33
153,05085,NaN,58
154,05087,NaN,26
155,05089,NaN,33
156,05091,NaN,50
157,05093,NaN,116
158,05095,NaN,1
159,05097,NaN,6
160,05099,NaN,11
161,05101,NaN,0
162,05103,NaN,27
163,05105,NaN,14
164,05107,NaN,15
165,05109,NaN,31
166,05111,NaN,60
167,05113,NaN,19
168,05115,NaN,20
169,05117,NaN,4
170,05119,NaN,252
171,05121,NaN,58
