,County,760,766
0,01001,NaN,141
1,01003,NaN,374
2,01005,NaN,21
3,01007,NaN,51
4,01009,NaN,133
5,01011,NaN,8
6,01013,NaN,32
7,01015,NaN,248
8,01017,NaN,37
9,01019,NaN,50
10,01021,NaN,115
11,01023,NaN,89
12,01025,NaN,62
13,01027,NaN,17
14,01029,NaN,12
15,01031,NaN,71
16,01033,NaN,143
17,01035,NaN,16
18,01037,NaN,40
19,01039,NaN,110
20,01041,NaN,31
21,01043,NaN,238
22,01045,NaN,70
23,01047,NaN,134
24,01049,NaN,170
25,01051,NaN,92
26,01053,NaN,40
27,01055,NaN,450
28,01057,NaN,206
29,01059,NaN,108
30,01061,NaN,45
31,01063,NaN,95
32,01065,NaN,203
33,01067,NaN,33
34,01069,NaN,201
35,01071,NaN,93
36,01073,NaN,959
37,01075,NaN,68
38,01077,NaN,207
39,01079,NaN,102
40,01081,NaN,213
41,01083,NaN,267
42,01085,NaN,9
43,01087,NaN,30
44,01089,NaN,1091
45,01091,NaN,762
46,01093,NaN,88
47,01095,NaN,159
48,01097,NaN,821
49,01099,NaN,36
50,01101,NaN,337
51,01103,NaN,292
52,01105,NaN,96
53,01107,NaN,154
54,01109,NaN,59
55,01111,NaN,18
56,01113,NaN,70
57,01115,NaN,218
58,01117,NaN,456
59,01119,NaN,262
60,01121,NaN,190
61,01123,NaN,80
62,01125,NaN,1145
63,01127,NaN,240
64,01129,NaN,26
65,01131,NaN,26
66,01133,NaN,105
67,02013,NaN,19
68,02016,NaN,6
69,02020,NaN,1491
70,02050,NaN,114
71,02060,NaN,0
72,02068,NaN,6
73,02070,NaN,39
74,02090,NaN,370
75,02100,NaN,62
76,02105,NaN,0
77,02110,NaN,138
78,02122,NaN,418
79,02130,NaN,68
80,02150,NaN,107
81,02158,NaN,92
82,02164,NaN,5
83,02170,NaN,467
84,02180,NaN,410
85,02185,NaN,143
86,02188,NaN,214
87,02195,NaN,29
88,02198,NaN,115
89,02220,NaN,33
90,02230,NaN,2
91,02240,NaN,61
92,02261,NaN,0
93,02275,NaN,9
94,02282,NaN,7
95,02290,NaN,24
96,04001,NaN,286
97,04003,NaN,439
98,04005,NaN,356
99,04007,NaN,216
100,04009,NaN,109
101,04011,NaN,21
102,04012,NaN,58
103,04013,NaN,9554
104,04015,NaN,563
105,04017,NaN,454
106,04019,NaN,2614
107,04021,NaN,1265
108,04023,NaN,83
109,04025,NaN,483
110,04027,NaN,472
111,05001,NaN,66
112,05003,NaN,72
113,05005,NaN,61
114,05007,NaN,601
115,05009,NaN,55
116,05011,NaN,25
117,05013,NaN,17
118,05015,NaN,56
119,05017,NaN,27
120,05019,NaN,57
121,05021,NaN,32
122,05023,NaN,77
123,05025,NaN,19
124,05027,NaN,34
125,05029,NaN,62
126,05031,NaN,440
127,05033,NaN,113
128,05035,NaN,119
129,05037,NaN,48
130,05039,NaN,27
131,05041,NaN,32
132,05043,NaN,89
133,05045,NaN,260
134,05047,NaN,36
135,05049,NaN,27
136,05051,NaN,279
137,05053,NaN,59
138,05055,NaN,138
139,05057,NaN,40
140,05059,NaN,128
141,05061,NaN,36
142,05063,NaN,109
143,05065,NaN,36
144,05067,NaN,46
145,05069,NaN,136
146,05071,NaN,66
147,05073,NaN,11
148,05075,NaN,47
149,05077,NaN,16
150,05079,NaN,63
151,05081,NaN,49
152,05083,NaN,98
153,05085,NaN,246
154,05087,NaN,47
155,05089,NaN,26
156,05091,NaN,201
157,05093,NaN,147
158,05095,NaN,17
159,05097,NaN,11
160,05099,NaN,32
161,05101,NaN,12
162,05103,NaN,45
163,05105,NaN,32
164,05107,NaN,15
165,05109,NaN,22
166,05111,NaN,82
167,05113,NaN,48
168,05115,NaN,158
169,05117,NaN,15
170,05119,NaN,1111
171,05121,NaN,36
172,05123,NaN,52
173,05125,NaN,351
174,05127,NaN,22
175,05129,NaN,27
176,05131,NaN,216
177,05133,NaN,86
178,05135,NaN,60
179,05137,NaN,54
180,05139,NaN,68
181,05141,NaN,31
182,05143,NaN,642
183,05145,NaN,292
184,05147,NaN,37
185,05149,NaN,78
186,06001,NaN,3319
187,06003,NaN,0
188,06005,NaN,82
189,06007,NaN,458
190,06009,NaN,76
191,06011,NaN,41
192,06013,NaN,2104
193,06015,NaN,187
194,06017,NaN,344
195,06019,NaN,2648
196,06021,NaN,51
197,06023,NaN,280
198,06025,NaN,449
199,06027,NaN,19
200,06029,NaN,6766
201,06031,NaN,690
202,06033,NaN,205
203,06035,NaN,169
204,06037,NaN,21471
205,06039,NaN,684
206,06041,NaN,297
207,06043,NaN,37
208,06045,NaN,165
209,06047,NaN,620
210,06049,NaN,14
211,06051,NaN,8
212,06053,NaN,2479
213,06055,NaN,347
214,06057,NaN,179
215,06059,NaN,4973
216,06061,NaN,578
217,06063,NaN,35
218,06065,NaN,5035
219,06067,NaN,3095
220,06069,NaN,129
221,06071,NaN,3598
222,06073,NaN,13928
223,06075,NaN,1266
224,06077,NaN,1482
225,06079,NaN,671
226,06081,NaN,1084
227,06083,NaN,639
228,06085,NaN,3714
229,06087,NaN,935
230,06089,NaN,482
231,06091,NaN,0
232,06093,NaN,72
233,06095,NaN,748
234,06097,NaN,981
235,06099,NaN,3308
236,06101,NaN,222
237,06103,NaN,161
238,06105,NaN,17
239,06107,NaN,1251
240,06109,NaN,217
241,06111,NaN,1268
242,06113,NaN,453
243,06115,NaN,158
244,08001,NaN,1300
245,08003,NaN,78
246,08005,NaN,1400
247,08007,NaN,23
248,08009,NaN,12
249,08011,NaN,124
250,08013,NaN,885
251,08014,NaN,180
252,08015,NaN,93
253,08017,NaN,3
254,08019,NaN,7
255,08021,NaN,24
256,08023,NaN,7
257,08025,NaN,37
258,08027,NaN,15
259,08029,NaN,125
260,08031,NaN,1603
261,08033,NaN,3
262,08035,NaN,740
263,08037,NaN,170
264,08039,NaN,52
265,08041,NaN,2453
266,08043,NaN,372
267,08045,NaN,249
268,08047,NaN,4
269,08049,NaN,47
270,08051,NaN,37
271,08053,NaN,0
272,08055,NaN,45
273,08057,NaN,7
274,08059,NaN,1324
275,08061,NaN,6
276,08063,NaN,27
277,08065,NaN,11
278,08067,NaN,214
279,08069,NaN,1358
280,08071,NaN,60
281,08073,NaN,14
282,08075,NaN,125
283,08077,NaN,756
284,08079,NaN,0
285,08081,NaN,40
286,08083,NaN,113
287,08085,NaN,143
288,08087,NaN,83
289,08089,NaN,35
290,08091,NaN,9
291,08093,NaN,18
292,08095,NaN,35
293,08097,NaN,125
294,08099,NaN,53
295,08101,NaN,681
296,08103,NaN,148
297,08105,NaN,58
298,08107,NaN,42
299,08109,NaN,26
300,08111,NaN,3
301,08113,NaN,76
302,08115,NaN,11
303,08117,NaN,54
304,08119,NaN,64
305,08121,NaN,14
306,08123,NaN,975
307,08125,NaN,28
308,09001,NaN,1376
309,09003,NaN,1507
310,09005,NaN,733
311,09007,NaN,440
312,09009,NaN,3408
313,09011,NaN,816
314,09013,NaN,249
315,09015,NaN,222
316,10001,NaN,381
317,10003,NaN,872
318,10005,NaN,404
319,11001,NaN,1038
320,12001,NaN,692
321,12003,NaN,88
322,12005,NaN,394
323,12007,NaN,61
324,12009,NaN,1424
325,12011,NaN,2867
326,12013,NaN,21
327,12015,NaN,510
328,12017,NaN,420
329,12019,NaN,471
330,12021,NaN,695
