,County,788,794
0,01001,NaN,24
1,01003,NaN,182
2,01005,NaN,8
3,01007,NaN,14
4,01009,NaN,25
5,01011,NaN,0
6,01013,NaN,6
7,01015,NaN,112
8,01017,NaN,4
9,01019,NaN,7
10,01021,NaN,178
11,01023,NaN,2
12,01025,NaN,3
13,01027,NaN,2
14,01029,NaN,2
15,01031,NaN,11
16,01033,NaN,38
17,01035,NaN,2
18,01037,NaN,16
19,01039,NaN,21
20,01041,NaN,4
21,01043,NaN,14
22,01045,NaN,22
23,01047,NaN,10
24,01049,NaN,32
25,01051,NaN,13
26,01053,NaN,8
27,01055,NaN,19
28,01057,NaN,3
29,01059,NaN,13
30,01061,NaN,16
31,01063,NaN,5
32,01065,NaN,19
33,01067,NaN,4
34,01069,NaN,33
35,01071,NaN,9
36,01073,NaN,474
37,01075,NaN,12
38,01077,NaN,27
39,01079,NaN,14
40,01081,NaN,25
41,01083,NaN,72
42,01085,NaN,5
43,01087,NaN,1
44,01089,NaN,197
45,01091,NaN,6
46,01093,NaN,14
47,01095,NaN,74
48,01097,NaN,133
49,01099,NaN,5
50,01101,NaN,66
51,01103,NaN,29
52,01105,NaN,0
53,01107,NaN,6
54,01109,NaN,1
55,01111,NaN,11
56,01113,NaN,1
57,01115,NaN,24
58,01117,NaN,411
59,01119,NaN,4
60,01121,NaN,36
61,01123,NaN,20
62,01125,NaN,313
63,01127,NaN,12
64,01129,NaN,2
65,01131,NaN,3
66,01133,NaN,6
67,02013,NaN,11
68,02016,NaN,3
69,02020,NaN,602
70,02050,NaN,83
71,02060,NaN,0
72,02068,NaN,10
73,02070,NaN,58
74,02090,NaN,83
75,02100,NaN,2
76,02105,NaN,0
77,02110,NaN,96
78,02122,NaN,216
79,02130,NaN,48
80,02150,NaN,27
81,02158,NaN,36
82,02164,NaN,10
83,02170,NaN,157
84,02180,NaN,142
85,02185,NaN,26
86,02188,NaN,73
87,02195,NaN,1
88,02198,NaN,24
89,02220,NaN,32
90,02230,NaN,8
91,02240,NaN,4
92,02261,NaN,0
93,02275,NaN,8
94,02282,NaN,15
95,02290,NaN,17
96,04001,NaN,150
97,04003,NaN,122
98,04005,NaN,92
99,04007,NaN,89
100,04009,NaN,22
101,04011,NaN,7
102,04012,NaN,17
103,04013,NaN,5310
104,04015,NaN,170
105,04017,NaN,184
106,04019,NaN,1287
107,04021,NaN,385
108,04023,NaN,12
109,04025,NaN,125
110,04027,NaN,144
111,05001,NaN,7
112,05003,NaN,7
113,05005,NaN,109
114,05007,NaN,184
115,05009,NaN,26
116,05011,NaN,5
117,05013,NaN,6
118,05015,NaN,32
119,05017,NaN,5
120,05019,NaN,24
121,05021,NaN,12
122,05023,NaN,12
123,05025,NaN,3
124,05027,NaN,34
125,05029,NaN,33
126,05031,NaN,302
127,05033,NaN,35
128,05035,NaN,52
129,05037,NaN,11
130,05039,NaN,1
131,05041,NaN,4
132,05043,NaN,16
133,05045,NaN,75
134,05047,NaN,13
135,05049,NaN,18
136,05051,NaN,157
137,05053,NaN,29
138,05055,NaN,58
139,05057,NaN,23
140,05059,NaN,36
141,05061,NaN,10
142,05063,NaN,16
143,05065,NaN,0
144,05067,NaN,29
145,05069,NaN,27
146,05071,NaN,101
147,05073,NaN,8
148,05075,NaN,68
149,05077,NaN,10
150,05079,NaN,3
151,05081,NaN,12
152,05083,NaN,10
153,05085,NaN,28
154,05087,NaN,25
155,05089,NaN,21
156,05091,NaN,68
157,05093,NaN,111
158,05095,NaN,3
159,05097,NaN,7
160,05099,NaN,15
161,05101,NaN,6
162,05103,NaN,20
163,05105,NaN,10
164,05107,NaN,29
165,05109,NaN,22
166,05111,NaN,64
167,05113,NaN,26
168,05115,NaN,51
169,05117,NaN,2
170,05119,NaN,246
171,05121,NaN,81
172,05123,NaN,34
173,05125,NaN,70
174,05127,NaN,8
175,05129,NaN,4
176,05131,NaN,74
177,05133,NaN,69
178,05135,NaN,12
179,05137,NaN,8
180,05139,NaN,41
181,05141,NaN,11
182,05143,NaN,116
183,05145,NaN,100
184,05147,NaN,4
185,05149,NaN,32
186,06001,NaN,573
187,06003,NaN,0
188,06005,NaN,0
189,06007,NaN,79
190,06009,NaN,0
191,06011,NaN,4
192,06013,NaN,546
193,06015,NaN,7
194,06017,NaN,106
195,06019,NaN,812
196,06021,NaN,8
197,06023,NaN,193
198,06025,NaN,281
199,06027,NaN,0
200,06029,NaN,1285
201,06031,NaN,103
202,06033,NaN,16
203,06035,NaN,4
204,06037,NaN,11198
205,06039,NaN,39
206,06041,NaN,121
207,06043,NaN,17
208,06045,NaN,64
209,06047,NaN,174
210,06049,NaN,6
211,06051,NaN,1
212,06053,NaN,538
213,06055,NaN,3
214,06057,NaN,15
215,06059,NaN,1924
216,06061,NaN,156
217,06063,NaN,20
218,06065,NaN,781
219,06067,NaN,200
220,06069,NaN,26
221,06071,NaN,905
222,06073,NaN,5237
223,06075,NaN,0
224,06077,NaN,216
225,06079,NaN,196
226,06081,NaN,371
227,06083,NaN,0
228,06085,NaN,546
229,06087,NaN,170
230,06089,NaN,39
231,06091,NaN,0
232,06093,NaN,4
233,06095,NaN,278
234,06097,NaN,279
235,06099,NaN,2420
236,06101,NaN,84
237,06103,NaN,10
238,06105,NaN,1
239,06107,NaN,295
240,06109,NaN,82
241,06111,NaN,413
242,06113,NaN,105
243,06115,NaN,40
244,08001,NaN,687
245,08003,NaN,15
246,08005,NaN,833
247,08007,NaN,6
248,08009,NaN,3
249,08011,NaN,9
250,08013,NaN,521
251,08014,NaN,84
252,08015,NaN,36
253,08017,NaN,0
254,08019,NaN,10
255,08021,NaN,14
256,08023,NaN,5
257,08025,NaN,2
258,08027,NaN,2
259,08029,NaN,31
260,08031,NaN,840
261,08033,NaN,0
262,08035,NaN,430
263,08037,NaN,41
264,08039,NaN,18
265,08041,NaN,1191
266,08043,NaN,254
267,08045,NaN,48
268,08047,NaN,6
269,08049,NaN,12
270,08051,NaN,17
271,08053,NaN,0
272,08055,NaN,4
273,08057,NaN,1
274,08059,NaN,806
275,08061,NaN,1
