,County,746,752
0,01001,NaN,540
1,01003,NaN,1432
2,01005,NaN,124
3,01007,NaN,153
4,01009,NaN,404
5,01011,NaN,34
6,01013,NaN,165
7,01015,NaN,911
8,01017,NaN,184
9,01019,NaN,141
10,01021,NaN,298
11,01023,NaN,89
12,01025,NaN,165
13,01027,NaN,94
14,01029,NaN,83
15,01031,NaN,288
16,01033,NaN,568
17,01035,NaN,54
18,01037,NaN,97
19,01039,NaN,192
20,01041,NaN,102
21,01043,NaN,886
22,01045,NaN,298
23,01047,NaN,219
24,01049,NaN,471
25,01051,NaN,737
26,01053,NaN,221
27,01055,NaN,670
28,01057,NaN,108
29,01059,NaN,504
30,01061,NaN,154
31,01063,NaN,50
32,01065,NaN,103
33,01067,NaN,128
34,01069,NaN,623
35,01071,NaN,597
36,01073,NaN,4807
37,01075,NaN,75
38,01077,NaN,791
39,01079,NaN,242
40,01081,NaN,958
41,01083,NaN,682
42,01085,NaN,70
43,01087,NaN,134
44,01089,NaN,3283
45,01091,NaN,97
46,01093,NaN,280
47,01095,NaN,930
48,01097,NaN,2636
49,01099,NaN,157
50,01101,NaN,1594
51,01103,NaN,1261
52,01105,NaN,37
53,01107,NaN,75
54,01109,NaN,171
55,01111,NaN,144
56,01113,NaN,196
57,01115,NaN,621
58,01117,NaN,1560
59,01119,NaN,54
60,01121,NaN,699
61,01123,NaN,305
62,01125,NaN,1159
63,01127,NaN,709
64,01129,NaN,59
65,01131,NaN,101
66,01133,NaN,405
67,02013,NaN,277
68,02016,NaN,96
69,02020,NaN,5678
70,02050,NaN,670
71,02060,NaN,0
72,02068,NaN,20
73,02070,NaN,251
74,02090,NaN,2217
75,02100,NaN,95
76,02105,NaN,0
77,02110,NaN,533
78,02122,NaN,1164
79,02130,NaN,298
80,02150,NaN,238
81,02158,NaN,359
82,02164,NaN,45
83,02170,NaN,2157
84,02180,NaN,635
85,02185,NaN,449
86,02188,NaN,294
87,02195,NaN,24
88,02198,NaN,110
89,02220,NaN,174
90,02230,NaN,17
91,02240,NaN,173
92,02261,NaN,0
93,02275,NaN,33
94,02282,NaN,32
95,02290,NaN,162
96,04001,NaN,675
97,04003,NaN,1760
98,04005,NaN,989
99,04007,NaN,907
100,04009,NaN,558
