,County,739,745
0,01001,14498,703
1,01003,52459,2099
2,01005,5241,189
3,01007,6088,254
4,01009,13981,528
5,01011,2226,63
6,01013,4759,218
7,01015,29876,1215
8,01017,8134,262
9,01019,4803,294
10,01021,9933,440
11,01023,1775,166
12,01025,6743,252
13,01027,3881,255
14,01029,3367,217
15,01031,12773,622
16,01033,15195,907
17,01035,2747,141
18,01037,2746,141
19,01039,8867,0
20,01041,3589,175
21,01043,22937,1201
22,01045,11804,417
23,01047,7770,455
24,01049,17589,760
25,01051,21817,1039
26,01053,9555,359
27,01055,27065,1306
28,01057,4363,197
29,01059,9110,525
30,01061,5832,283
31,01063,1728,55
32,01065,4374,142
33,01067,4208,193
34,01069,23601,932
35,01071,13947,781
36,01073,174260,7405
37,01075,3403,171
38,01077,22481,1239
39,01079,7062,391
40,01081,36028,1350
41,01083,23262,1099
42,01085,2491,79
43,01087,3652,151
44,01089,82168,4492
45,01091,4525,155
46,01093,7506,362
47,01095,25777,1427
48,01097,106905,3535
49,01099,4988,287
50,01101,51697,1865
51,01103,33638,1677
52,01105,1950,109
53,01107,4848,134
54,01109,7026,352
55,01111,4814,148
56,01113,9452,346
57,01115,23820,855
58,01117,56043,2670
59,01119,2268,145
60,01121,20696,1108
61,01123,10792,450
62,01125,51590,1912
63,01127,17272,1266
64,01129,3444,118
65,01131,2675,150
66,01133,6884,536
67,02013,796,341
68,02016,1574,153
69,02020,91161,9346
70,02050,8006,516
71,02060,0,0
72,02068,348,27
73,02070,1226,124
74,02090,24122,3565
75,02100,403,42
76,02105,0,0
77,02110,6940,736
78,02122,14855,1390
79,02130,3306,554
80,02150,4282,451
81,02158,3180,304
82,02164,719,89
83,02170,30510,2945
84,02180,3697,829
85,02185,3551,243
86,02188,3252,473
87,02195,625,29
88,02198,1029,168
89,02220,1939,168
90,02230,109,5
91,02240,1725,203
92,02261,0,0
93,02275,409,58
94,02282,428,29
95,02290,1081,123
96,04001,20383,1416
97,04003,27889,2464
98,04005,40484,3470
99,04007,15518,881
100,04009,11061,729
101,04011,2062,185
102,04012,4784,326
103,04013,1176820,68529
104,04015,52956,3771
105,04017,35113,1923
106,04019,232149,14723
107,04021,120459,8777
108,04023,15337,1444
109,04025,44647,2620
110,04027,58723,3834
111,05001,5336,373
112,05003,4675,334
113,05005,8058,449
114,05007,61736,4022
115,05009,8789,489
116,05011,2814,205
117,05013,828,80
118,05015,5683,283
119,05017,2628,78
120,05019,4846,206
121,05021,3763,161
122,05023,5938,447
123,05025,2139,216
124,05027,4888,227
125,05029,5040,286
126,05031,34247,1476
127,05033,14851,863
