,County,718,724
0,01001,NaN,916
1,01003,NaN,3091
2,01005,NaN,331
3,01007,NaN,362
4,01009,NaN,521
5,01011,NaN,173
6,01013,NaN,385
7,01015,NaN,1358
8,01017,NaN,643
9,01019,NaN,199
10,01021,NaN,425
11,01023,NaN,189
12,01025,NaN,385
13,01027,NaN,233
14,01029,NaN,126
15,01031,NaN,618
16,01033,NaN,888
17,01035,NaN,246
18,01037,NaN,227
19,01039,NaN,298
20,01041,NaN,268
21,01043,NaN,1055
22,01045,NaN,588
23,01047,NaN,588
24,01049,NaN,581
25,01051,NaN,1145
26,01053,NaN,678
27,01055,NaN,1169
28,01057,NaN,122
29,01059,NaN,320
30,01061,NaN,157
31,01063,NaN,72
32,01065,NaN,242
33,01067,NaN,139
34,01069,NaN,888
35,01071,NaN,470
36,01073,NaN,12810
37,01075,NaN,64
38,01077,NaN,1280
39,01079,NaN,345
40,01081,NaN,2652
41,01083,NaN,1274
42,01085,NaN,241
43,01087,NaN,373
44,01089,NaN,5514
45,01091,NaN,221
46,01093,NaN,288
47,01095,NaN,1149
48,01097,NaN,7987
49,01099,NaN,398
50,01101,NaN,5606
51,01103,NaN,1731
52,01105,NaN,138
53,01107,NaN,271
54,01109,NaN,448
55,01111,NaN,332
56,01113,NaN,572
57,01115,NaN,1539
58,01117,NaN,3313
59,01119,NaN,228
60,01121,NaN,1374
61,01123,NaN,964
62,01125,NaN,2778
63,01127,NaN,654
64,01129,NaN,163
65,01131,NaN,157
66,01133,NaN,232
67,02013,NaN,13
68,02016,NaN,98
69,02020,NaN,5771
70,02050,NaN,124
71,02060,NaN,0
72,02068,NaN,2
73,02070,NaN,42
74,02090,NaN,917
75,02100,NaN,46
76,02105,NaN,0
77,02110,NaN,690
78,02122,NaN,286
79,02130,NaN,95
80,02150,NaN,255
81,02158,NaN,131
82,02164,NaN,24
83,02170,NaN,610
84,02180,NaN,142
85,02185,NaN,103
86,02188,NaN,113
87,02195,NaN,11
88,02198,NaN,84
89,02220,NaN,182
90,02230,NaN,3
91,02240,NaN,59
92,02261,NaN,0
93,02275,NaN,36
94,02282,NaN,20
95,02290,NaN,41
96,04001,NaN,641
97,04003,NaN,826
98,04005,NaN,2276
99,04007,NaN,394
100,04009,NaN,224
101,04011,NaN,67
102,04012,NaN,161
103,04013,NaN,53756
104,04015,NaN,1740
105,04017,NaN,1371
106,04019,NaN,8752
107,04021,NaN,4256
108,04023,NaN,530
109,04025,NaN,1386
110,04027,NaN,1431
111,05001,NaN,427
112,05003,NaN,228
113,05005,NaN,299
114,05007,NaN,2994
115,05009,NaN,374
116,05011,NaN,79
117,05013,NaN,52
118,05015,NaN,170
119,05017,NaN,222
120,05019,NaN,354
121,05021,NaN,122
122,05023,NaN,311
123,05025,NaN,121
124,05027,NaN,361
125,05029,NaN,285
126,05031,NaN,2870
127,05033,NaN,473
128,05035,NaN,984
129,05037,NaN,318
130,05039,NaN,114
131,05041,NaN,198
132,05043,NaN,283
133,05045,NaN,2902
134,05047,NaN,131
135,05049,NaN,116
136,05051,NaN,965
137,05053,NaN,194
138,05055,NaN,892
139,05057,NaN,267
140,05059,NaN,413
141,05061,NaN,254
142,05063,NaN,521
143,05065,NaN,148
144,05067,NaN,203
145,05069,NaN,1262
146,05071,NaN,147
147,05073,NaN,121
148,05075,NaN,180
149,05077,NaN,142
150,05079,NaN,157
151,05081,NaN,182
152,05083,NaN,100
153,05085,NaN,1498
154,05087,NaN,131
155,05089,NaN,93
156,05091,NaN,338
157,05093,NaN,777
158,05095,NaN,148
159,05097,NaN,28
160,05099,NaN,144
161,05101,NaN,57
162,05103,NaN,314
163,05105,NaN,86
164,05107,NaN,291
165,05109,NaN,147
166,05111,NaN,589
167,05113,NaN,139
168,05115,NaN,713
169,05117,NaN,91
170,05119,NaN,11621
171,05121,NaN,190
172,05123,NaN,530
173,05125,NaN,2385
174,05127,NaN,43
175,05129,NaN,72
176,05131,NaN,1379
177,05133,NaN,204
178,05135,NaN,194
179,05137,NaN,124
180,05139,NaN,664
181,05141,NaN,146
182,05143,NaN,3763
183,05145,NaN,1138
184,05147,NaN,77
185,05149,NaN,179
