,State,488,493,500,507,514
0,Washington,NaN,4911,3608,2542,1750
1,Illinois,NaN,7515,5856,4626,3744
2,California,NaN,9048,8199,7436,6750
3,Arizona,NaN,3566,3101,2662,2262
4,Massachusetts,NaN,2555,1814,1345,1066
5,Wisconsin,NaN,2902,2560,2261,1998
6,Texas,NaN,10638,9030,7736,6686
7,Nebraska,NaN,610,497,419,365
8,Utah,NaN,1852,1710,1581,1464
9,Oregon,NaN,2862,2224,1692,1267
10,Florida,NaN,15840,13205,11215,9696
11,New York,NaN,8025,6235,4996,4125
12,Rhode Island,NaN,503,359,273,223
13,Georgia,NaN,3795,2976,2359,1905
14,New Hampshire,NaN,557,399,284,200
15,North Carolina,NaN,5238,4045,3094,2352
16,New Jersey,NaN,1303,653,330,178
17,Colorado,NaN,5167,3793,2696,1887
18,Maryland,NaN,1516,913,521,283
19,Nevada,NaN,1696,1398,1111,852
20,Tennessee,NaN,2713,1939,1326,868
21,Hawaii,NaN,570,547,526,505
22,Indiana,NaN,4868,4369,3921,3520
23,Kentucky,NaN,3347,3170,2999,2836
24,Minnesota,NaN,3468,2267,1417,853
25,Oklahoma,NaN,829,689,571,473
26,Pennsylvania,NaN,6395,4017,2411,1394
27,South Carolina,NaN,3174,2858,2578,2329
28,District of Columbia,NaN,200,167,145,130
29,Kansas,NaN,1086,988,900,820
30,Missouri,NaN,2332,1925,1587,1308
31,Vermont,NaN,162,115,82,58
32,Virginia,NaN,2871,2564,2388,2276
33,Connecticut,NaN,1146,772,514,341
34,Iowa,NaN,1527,1372,1254,1166
35,Louisiana,NaN,2539,2360,2192,2035
36,Ohio,NaN,5415,4467,3707,3113
37,Michigan,NaN,6862,4360,2734,1704
38,South Dakota,NaN,334,277,239,212
39,Arkansas,NaN,1242,1200,1160,1122
40,Delaware,NaN,831,685,574,491
41,Mississippi,NaN,1353,1190,1035,898
42,New Mexico,NaN,1096,1020,952,892
43,North Dakota,NaN,465,380,307,246
44,Wyoming,NaN,405,372,333,293
45,Alaska,NaN,279,186,121,77
46,Maine,NaN,1072,790,562,389
47,Alabama,NaN,3240,2996,2777,2588
48,Idaho,NaN,924,837,757,685
49,Montana,NaN,499,446,399,357
50,Puerto Rico,NaN,526,336,260,229
51,Virgin Islands,NaN,49,45,42,38
52,Guam,NaN,46,43,40,38
53,West Virginia,NaN,1568,1422,1292,1177
54,Northern Mariana Islands,NaN,8,8,8,7
55,American Samoa,NaN,0,0,0,NaN
