,Region,830,836,843,850,857
0,Belgium,,55,49,45,41
1,Bulgaria,,44,42,39,37
2,Czechia,,15,11,7,5
3,Denmark,,24,19,16,14
4,Germany,,527,446,377,318
5,Estonia,,2,1,1,1
6,Ireland,,14,10,6,4
7,Greece,,153,158,164,169
8,Spain,,979,1103,1240,1383
9,France,,227,172,132,103
10,Croatia,,57,70,83,98
11,Italy,,732,686,635,581
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,12,14,18,21
14,Lithuania,,9,6,5,4
15,Luxembourg,,0,0,0,0
16,Hungary,,62,50,40,31
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,1,1,0,0
19,Austria,,39,35,33,31
20,Poland,,51,47,42,36
21,Portugal,,158,178,198,215
22,Romania,,31,28,26,24
23,Slovenia,,5,4,4,3
24,Slovakia,,5,3,2,1
25,Finland,,176,115,75,48
26,Sweden,,36,36,36,36
27,United Kingdom,,206,126,78,49
28,Iceland,,1,1,1,1
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,7,4,3,2
31,Switzerland,,7,5,4,2
