,Region,788,794,801,808,815
0,Belgium,,153,198,272,383
1,Bulgaria,,88,97,115,139
2,Czechia,,198,243,321,445
3,Denmark,,82,105,145,190
4,Germany,,1838,2068,2319,2532
5,Estonia,,11,10,11,12
6,Ireland,,7,6,6,6
7,Greece,,631,769,930,1076
8,Spain,,462,550,710,987
9,France,,1576,2208,2917,3386
10,Croatia,,109,155,239,391
11,Italy,,2351,3526,5164,6840
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,31,30,31,35
14,Lithuania,,96,114,140,173
15,Luxembourg,,10,14,18,21
16,Hungary,,103,104,115,137
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,86,83,86,94
19,Austria,,298,269,235,206
20,Poland,,621,725,914,1236
21,Portugal,,143,194,273,379
22,Romania,,124,132,151,181
23,Slovenia,,53,76,106,130
24,Slovakia,,143,159,183,216
25,Finland,,88,80,80,86
26,Sweden,,83,67,54,43
27,United Kingdom,,1366,1727,2278,3051
28,Iceland,,1,1,1,2
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,90,73,66,66
31,Switzerland,,156,158,164,172
