,Region,809,815,822,829,836
0,Belgium,,89,80,72,65
1,Bulgaria,,28,19,12,8
2,Czechia,,51,37,28,20
3,Denmark,,51,59,81,121
4,Germany,,1001,935,936,979
5,Estonia,,10,10,11,12
6,Ireland,,18,12,8,5
7,Greece,,195,153,123,101
8,Spain,,444,474,555,707
9,France,,964,1038,1140,1224
10,Croatia,,40,34,29,24
11,Italy,,860,851,840,826
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,5,4,3,3
14,Lithuania,,18,14,11,9
15,Luxembourg,,3,2,1,1
16,Hungary,,176,167,158,147
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,7,4,3,3
19,Austria,,64,56,57,65
20,Poland,,17,7,3,1
21,Portugal,,122,119,119,122
22,Romania,,39,27,19,13
23,Slovenia,,21,22,25,29
24,Slovakia,,54,49,48,48
25,Finland,,32,21,14,9
26,Sweden,,38,27,19,14
27,United Kingdom,,1113,773,548,395
28,Iceland,,0,0,1,1
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,17,12,9,7
31,Switzerland,,1,0,0,0
