,Region,774,780,787,794,801
0,Belgium,,19,17,17,18
1,Bulgaria,,60,40,28,22
2,Czechia,,59,52,51,53
3,Denmark,,64,62,68,71
4,Germany,,1104,1154,1254,1404
5,Estonia,,15,12,10,9
6,Ireland,,13,10,9,9
7,Greece,,185,171,173,189
8,Spain,,123,94,80,75
9,France,,253,242,259,306
10,Croatia,,22,16,12,11
11,Italy,,295,276,288,331
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,68,59,51,46
14,Lithuania,,43,38,37,38
15,Luxembourg,,1,1,0,0
16,Hungary,,60,38,26,19
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,201,254,295,299
19,Austria,,123,125,127,127
20,Poland,,258,210,184,175
21,Portugal,,41,45,54,70
22,Romania,,156,109,80,62
23,Slovenia,,8,7,6,7
24,Slovakia,,88,74,66,63
25,Finland,,27,25,26,30
26,Sweden,,8,6,4,3
27,United Kingdom,,138,145,170,213
28,Iceland,,6,4,3,2
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,35,32,31,33
31,Switzerland,,55,62,74,89
