,Region,669,675,682,689,696,703,710,717,724,731,738,745,752,759,766,773,780,787,794,801
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,22,26,30,34,40,47,55,65,78,93,109,128,152,177,201,217,219,203,169
3,Denmark,,1,1,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0
4,Germany,,261,266,274,290,322,374,452,566,727,956,1241,1508,1646,1604,1399,1090,778,525,335
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,23,21,19,17,14,11,9,7,5,4,3,2,2,2,1,1,1,0,0
7,Greece,,180,210,230,231,212,178,137,98,66,42,25,14,8,4,2,1,0,0,0
8,Spain,,409,214,126,87,62,42,26,16,10,6,3,1,0,0,0,0,0,0,0
9,France,,251,237,215,190,165,140,115,92,71,53,38,26,16,10,5,3,1,1,0
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,460,533,605,653,662,628,557,464,368,278,200,138,90,56,33,19,11,6,3
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,39,31,27,28,32,37,41,43,42,38,33,27,21,15,10,7,4,2,1
14,Lithuania,,17,12,8,6,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,42,47,53,60,69,80,93,106,120,134,148,157,155,146,129,110,91,74,59
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,10,8,7,6,5,4,4,3,2,2,1,1,1,0,0,0,0,0,0
19,Austria,,16,18,20,22,24,24,23,21,18,15,12,8,6,3,2,1,0,0,0
20,Poland,,490,556,649,781,959,1143,1230,1154,943,687,474,343,297,322,377,434,487,534,572
21,Portugal,,52,39,27,18,11,6,3,2,1,0,0,0,0,0,0,0,0,0,0
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,12,14,16,19,21,20,17,13,8,5,3,1,1,0,0,0,0,0,0
24,Slovakia,,31,39,47,56,67,77,89,100,106,99,83,65,51,43,43,45,44,42,39
25,Finland,,32,36,43,53,66,82,101,116,123,112,86,58,35,21,14,9,6,4,2
26,Sweden,,92,88,88,90,95,96,83,62,40,22,12,6,2,1,0,0,0,0,0
27,United Kingdom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,22,26,31,37,44,52,62,73,86,99,107,102,85,64,43,28,17,10,6
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
