,Region,739,745,752,759,766,773,780,787,794,801,808,815,822,829,836,843,850,857,864,871
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,16,18,21,25,30,36,42,49,56,64,72,80,89,101,116,136,164,201,250
3,Denmark,,28,27,27,27,26,26,26,25,25,24,24,25,25,26,28,30,33,36,38
4,Germany,,401,331,271,221,180,146,118,96,78,64,53,44,37,32,27,24,22,20,20
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Greece,,15,17,19,21,22,24,25,25,25,24,22,20,18,16,14,13,12,12,13
8,Spain,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,France,,181,187,194,199,204,207,208,205,200,191,181,169,158,148,141,138,141,150,166
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,9,8,8,7,7,6,5,5,4,4,3,3,2,2,1,1,1,1,0
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,2,2,3,3,4,4,5,6,7,8,9,11,13,17,22,30,40,55,73
14,Lithuania,,5,5,6,7,7,8,8,8,9,9,10,10,12,14,16,21,27,36,48
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,40,35,30,25,21,17,13,10,8,6,4,3,2,1,1,1,0,0,0
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,40,37,35,33,32,32,32,33,33,35,36,38,40,42,45,49,55,61,70
19,Austria,,23,22,20,19,18,17,17,16,15,14,13,12,11,10,10,9,10,10,12
20,Poland,,11,13,14,16,17,18,19,20,21,21,21,21,22,22,24,26,30,37,47
21,Portugal,,30,32,35,37,39,41,43,44,45,45,44,43,41,39,37,36,36,36,38
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,3,4,5,7,8,10,12,13,14,15,15,14,13,12,11,10,10,10,11
24,Slovakia,,4,4,5,7,8,11,14,17,20,24,28,32,37,44,52,64,80,102,130
25,Finland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Sweden,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,United Kingdom,,64,59,56,53,50,48,46,44,42,40,39,38,37,36,35,35,35,36,38
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,8,7,6,6,5,4,4,3,3,2,2,2,1,1,1,1,1,2,2
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
