,Region,662,668,675,682,689,696,703,710,717,724,731,738,745,752,759,766,773,780,787,794
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,61,73,86,102,121,144,169,189,187,162,123,87,63,53,56,64,72,77,81
3,Denmark,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Germany,,1041,1229,1443,1625,1635,1434,1110,795,576,462,391,319,246,181,128,88,59,38,25
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,48,49,48,45,39,33,27,22,17,13,10,7,5,4,3,2,1,1,1
7,Greece,,239,272,279,248,194,138,98,77,68,58,48,38,29,21,16,11,8,6,4
8,Spain,,791,575,404,311,291,307,315,304,274,232,184,139,99,68,45,29,18,11,6
9,France,,1138,953,713,507,380,321,281,239,194,151,114,83,58,40,27,18,12,7,5
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,404,419,489,579,680,768,813,803,740,639,519,400,294,208,143,95,63,41,26
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,53,40,28,21,18,20,24,28,33,39,45,48,48,45,39,32,25,19,14
14,Lithuania,,34,26,25,28,33,39,46,51,53,51,46,38,30,22,16,11,7,5,3
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,36,42,50,60,71,85,101,120,142,169,200,238,280,312,305,260,195,136,99
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Austria,,59,68,72,67,56,42,29,19,12,7,4,2,1,0,0,0,0,0,0
20,Poland,,670,788,871,847,715,534,374,273,239,259,305,362,429,509,604,715,828,875,805
21,Portugal,,48,44,40,35,29,24,19,14,11,8,5,4,2,2,1,0,0,0,0
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,24,29,33,35,32,25,18,13,10,9,8,7,5,4,3,2,1,1,0
24,Slovakia,,74,87,101,107,98,78,57,40,31,30,34,40,48,56,66,75,80,81,78
25,Finland,,95,104,101,85,64,45,34,30,33,38,42,42,39,33,26,19,13,8,5
26,Sweden,,209,202,170,127,90,67,59,64,76,90,106,126,148,171,183,178,158,128,97
27,United Kingdom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,23,27,32,38,45,51,55,53,47,38,28,19,13,8,5,3,1,1,0
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
