,Region,732,738,745,752,759,766,773,780,787,794,801,808,815,822,829,836,843,850,857,864
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,164,153,139,124,109,95,83,73,63,56,51,47,45,45,47,51,59,71,88
3,Denmark,,24,23,22,21,20,20,19,19,19,19,19,20,21,22,23,25,26,26,26
4,Germany,,302,261,226,197,173,152,134,120,109,100,93,88,84,82,82,85,92,104,122
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Greece,,26,25,24,22,21,19,17,15,13,11,9,7,5,4,4,3,3,3,3
8,Spain,,36,31,27,23,20,17,14,12,9,7,5,4,3,2,1,1,1,1,1
9,France,,293,274,258,244,232,222,212,201,192,182,173,165,161,161,168,181,204,237,282
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,182,170,158,146,134,123,112,101,89,78,67,57,48,42,36,33,32,32,33
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,23,19,17,14,12,10,9,7,7,6,6,6,6,7,9,11,13,17,22
14,Lithuania,,15,14,12,11,10,8,7,6,6,5,5,5,5,5,6,8,10,12,16
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,211,176,147,123,102,83,68,55,44,35,28,23,19,16,14,13,12,13,14
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,21,20,19,18,18,18,17,17,17,18,18,18,19,19,21,22,25,28,33
19,Austria,,30,28,26,25,24,22,20,19,17,15,14,12,11,11,10,11,11,13,16
20,Poland,,1517,1352,1131,905,713,557,432,335,261,205,164,135,115,102,96,96,102,115,136
21,Portugal,,42,41,41,40,40,39,38,38,36,35,34,32,31,31,31,31,33,35,39
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,13,12,11,10,9,8,7,6,5,4,4,3,3,3,3,3,3,4,5
24,Slovakia,,32,33,33,33,31,30,27,24,21,19,17,15,14,14,15,17,20,25,33
25,Finland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Sweden,,12,11,10,9,8,7,6,5,4,4,3,3,3,3,3,3,3,4,5
27,United Kingdom,,80,77,75,72,70,68,66,65,63,62,62,61,61,61,61,63,67,72,79
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,10,9,9,8,8,7,6,6,5,5,4,4,4,4,5,5,6,8,10
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
