,Region,823,829,836,843,850
0,Belgium,,51,40,32,25
1,Bulgaria,,23,19,15,12
2,Czechia,,22,17,13,10
3,Denmark,,42,43,46,51
4,Germany,,646,611,569,523
5,Estonia,,4,3,3,2
6,Ireland,,11,9,7,5
7,Greece,,58,42,31,23
8,Spain,,2338,3881,6174,9132
9,France,,360,283,226,182
10,Croatia,,26,26,26,26
11,Italy,,1001,1023,1025,1005
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,11,12,12,12
14,Lithuania,,12,9,7,5
15,Luxembourg,,0,0,0,0
16,Hungary,,117,112,105,97
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,2,1,1,0
19,Austria,,585,536,506,487
20,Poland,,28,25,21,18
21,Portugal,,175,207,241,271
22,Romania,,21,15,11,8
23,Slovenia,,6,5,4,4
24,Slovakia,,31,28,27,25
25,Finland,,408,574,691,698
26,Sweden,,18,13,10,7
27,United Kingdom,,569,490,424,371
28,Iceland,,5,9,13,13
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,16,14,13,12
31,Switzerland,,4,3,2,1
