,Region,725,731,738,745,752,759,766,773,780,787,794,801,808,815,822,829,836,843,850,857
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,24,20,18,16,15,14,14,14,14,15,16,17,20,23,26,32,39,48,61
3,Denmark,,6,6,7,8,9,11,12,14,15,16,17,18,21,25,32,44,64,89,113
4,Germany,,141,151,170,200,242,299,373,465,573,691,808,910,981,1011,998,947,871,784,694
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,4,5,6,7,9,12,16,21,27,33,40,45,49,51,51,51,50,49,47
7,Greece,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Spain,,19,16,14,12,11,10,9,9,8,8,8,7,7,7,8,8,9,10,11
9,France,,72,73,76,83,94,108,125,146,171,196,215,226,232,242,264,310,391,506,648
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,39,35,33,33,33,35,37,41,46,52,60,70,83,100,124,158,205,272,366
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,8,8,8,8,8,9,10,11,12,13,14,16,17,18,19,20,21,22,24
14,Lithuania,,6,5,5,5,5,5,5,5,6,7,8,9,10,12,13,16,18,21,25
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,162,152,141,131,121,111,102,94,87,81,76,72,68,65,63,61,60,60,60
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,3,2,1,1,1,1,1,1,1,1,1,2,2,2,3,4,5,7,10
19,Austria,,24,29,36,44,53,61,65,62,55,45,35,27,21,16,13,12,12,14,20
20,Poland,,246,230,217,206,197,190,184,180,176,174,172,171,171,172,173,175,177,180,184
21,Portugal,,9,8,7,7,7,7,7,7,7,7,8,8,9,10,12,14,18,24,32
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,2,1,1,1,1,2,2,2,3,3,3,3,4,4,4,5,8,13,21
24,Slovakia,,2,2,2,1,1,1,1,1,1,1,2,2,2,2,3,3,4,5,6
25,Finland,,5,4,4,4,4,4,4,5,5,5,6,7,7,8,9,10,12,13,15
26,Sweden,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,United Kingdom,,8,8,9,10,12,15,18,23,30,38,50,67,91,124,171,237,327,444,583
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,10,10,10,10,10,11,11,12,13,15,16,17,19,20,22,25,27,30,34
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
