,Region,746,752,759,766,773,780,787,794,801,808,815,822,829,836,843,850,857,864,871,878
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,26,20,16,12,9,6,5,3,2,2,1,1,0,0,0,0,0,0,0
3,Denmark,,35,34,33,32,31,31,31,31,32,33,34,35,37,39,40,41,41,40,39
4,Germany,,176,138,108,85,67,53,42,33,27,22,18,15,12,10,9,8,8,7,8
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,7,6,5,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1
7,Greece,,57,51,45,40,35,30,25,21,17,14,11,9,8,6,6,5,5,5,5
8,Spain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,France,,423,399,375,349,322,294,265,236,207,181,157,139,127,121,120,125,138,161,198
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,32,25,20,16,12,9,7,5,4,3,2,1,1,0,0,0,0,0,0
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Lithuania,,12,9,7,5,4,3,2,1,1,1,0,0,0,0,0,0,0,0,1
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,11,7,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,80,78,76,75,73,72,70,68,66,64,63,62,61,62,65,71,80,94,115
19,Austria,,31,26,22,18,14,10,8,5,3,2,1,1,0,0,0,0,0,0,0
20,Poland,,178,132,96,69,48,33,22,15,9,6,4,2,2,1,1,0,0,0,0
21,Portugal,,69,67,65,64,62,60,57,55,52,50,48,46,44,44,44,47,50,54,60
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,18,16,14,12,11,9,8,6,5,5,4,4,3,3,3,3,3,3,4
24,Slovakia,,34,31,28,25,22,19,17,14,12,11,10,9,8,8,9,9,11,14,18
25,Finland,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Sweden,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,United Kingdom,,289,262,234,206,177,150,126,104,84,67,53,40,30,23,18,15,13,12,12
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,15,12,10,7,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
