,Region,697,703,710,717,724,731,738,745,752,759,766,773,780,787,794,801,808,815,822,829
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,92,72,70,80,94,111,132,156,184,215,238,233,199,151,107,79,68,69,75
3,Denmark,,32,31,29,27,26,24,23,21,19,17,15,13,10,9,7,6,5,5,5
4,Germany,,602,555,618,717,802,848,849,811,745,663,574,488,412,348,296,253,216,187,165
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,23,27,32,37,41,44,46,46,44,42,39,36,34,31,29,27,25,24,24
7,Greece,,140,166,196,232,272,298,288,242,181,127,94,81,78,73,63,52,42,33,27
8,Spain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,France,,421,496,584,683,763,761,664,514,370,273,229,217,207,193,173,150,128,110,98
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,554,654,772,910,1060,1153,1105,926,693,493,370,322,301,275,241,202,164,130,105
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,44,53,62,70,69,60,45,32,23,19,20,24,29,34,40,48,57,66,71
14,Lithuania,,45,53,63,74,82,81,70,53,38,28,24,25,27,29,31,34,39,46,55
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,111,122,130,133,131,125,116,108,100,92,85,79,73,68,64,60,58,56,56
19,Austria,,157,159,147,124,98,78,66,59,52,46,39,32,26,20,14,10,7,5,4
20,Poland,,936,740,530,373,293,288,331,392,466,553,655,777,916,1024,1012,868,656,461,333
21,Portugal,,88,100,110,118,122,123,121,116,109,100,90,80,69,59,49,40,32,26,21
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,17,20,23,28,33,38,43,44,39,31,22,16,13,11,10,8,6,5,4
24,Slovakia,,122,109,86,61,43,35,35,41,48,57,68,81,95,112,123,118,99,74,52
25,Finland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Sweden,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,United Kingdom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,39,46,54,62,65,59,47,35,25,20,19,20,20,20,19,19,19,20,23
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
