,Region,711,717,724,731,738,745,752,759,766,773,780,787,794,801,808,815,822,829,836,843
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,76,59,47,38,31,25,20,16,12,9,6,4,3,2,1,1,1,0,0
3,Denmark,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4,Germany,,925,675,556,517,486,445,396,342,288,238,194,158,129,106,87,71,60,52,47
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
7,Greece,,13,15,18,22,26,31,36,41,44,44,41,36,29,22,17,12,9,7,6
8,Spain,,30,28,25,23,20,17,15,12,10,7,5,4,2,1,1,0,0,0,0
9,France,,136,136,133,127,118,108,97,86,74,62,51,40,31,23,17,13,10,8,7
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,76,90,107,127,151,178,205,228,244,249,242,222,193,160,128,100,79,64,56
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,28,33,40,47,54,58,54,44,32,22,17,16,18,22,26,30,36,43,51
14,Lithuania,,80,68,52,36,27,23,25,29,34,38,40,42,44,46,51,59,69,77,78
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,128,95,85,94,111,131,156,185,218,252,274,276,249,203,155,121,104,104,116
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,21,16,13,10,8,6,5,4,3,3,2,2,2,1,1,1,1,1,1
19,Austria,,66,60,54,49,43,37,31,26,21,16,12,8,6,4,2,1,1,0,0
20,Poland,,409,299,263,286,337,401,475,564,669,793,918,967,888,710,511,359,277,266,304
21,Portugal,,5,5,5,4,4,4,3,3,3,2,2,2,1,1,1,0,0,0,0
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,23,27,31,36,38,35,28,21,15,11,9,6,5,3,2,1,1,0,0
24,Slovakia,,35,41,49,58,69,81,96,110,116,107,86,62,44,33,26,21,18,17,19
25,Finland,,45,53,62,67,64,53,40,28,21,17,14,11,10,9,9,10,12,14,16
26,Sweden,,28,21,19,19,21,21,19,17,14,11,8,6,4,3,2,2,2,2,3
27,United Kingdom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,21,25,29,34,38,40,39,34,28,22,17,12,9,7,6,5,5,5,5
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
