,Region,816,822,829,836,843
0,Belgium,,66,53,43,35
1,Bulgaria,,23,18,14,10
2,Czechia,,20,13,9,6
3,Denmark,,28,26,26,26
4,Germany,,277,194,137,97
5,Estonia,,5,4,3,2
6,Ireland,,4,2,1,0
7,Greece,,137,104,81,64
8,Spain,,0,0,0,0
9,France,,606,536,472,415
10,Croatia,,16,13,10,8
11,Italy,,716,675,632,585
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,6,4,3,3
14,Lithuania,,13,11,9,7
15,Luxembourg,,2,2,1,1
16,Hungary,,45,33,24,17
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,4,2,1,0
19,Austria,,40,32,28,24
20,Poland,,20,14,9,6
21,Portugal,,30,22,16,12
22,Romania,,33,24,17,11
23,Slovenia,,8,7,6,5
24,Slovakia,,31,21,15,10
25,Finland,,151,164,174,179
26,Sweden,,44,43,44,45
27,United Kingdom,,146,84,48,28
28,Iceland,,0,0,0,0
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,7,4,2,1
31,Switzerland,,7,7,6,6
