,State,424,430,437,444,451
0,Washington,354782,5535,5402,5415,5379
1,Illinois,1221775,12036,11501,11135,10770
2,California,3641105,41336,39118,37021,34862
3,Arizona,836253,4295,3593,3003,2443
4,Massachusetts,614668,22734,26247,30578,35868
5,Wisconsin,629407,4212,4030,3821,3639
6,Texas,2754616,23136,18017,13794,10412
7,Nebraska,206388,2163,2098,2022,1941
8,Utah,381629,3445,3204,3018,2853
9,Oregon,161531,2171,2128,2044,1993
10,Florida,2008349,26355,23492,21126,18868
11,New York,1782769,45245,43210,41152,39077
12,Rhode Island,133039,5942,7980,10817,15029
13,Georgia,1045694,12812,11622,10593,9652
14,New Hampshire,80543,1914,1824,1770,1714
15,North Carolina,895263,12794,11863,10920,10083
16,New Jersey,865886,34620,37870,41933,46372
17,Colorado,450630,7416,7377,7253,7191
18,Maryland,400023,6071,6011,5943,5911
19,Nevada,301178,2317,2200,2091,1979
20,Tennessee,798621,11170,11844,12546,13396
21,Hawaii,29120,461,478,491,499
22,Indiana,677905,6198,5911,5668,5422
23,Kentucky,420828,5873,5421,5025,4652
24,Minnesota,505224,6684,6879,7182,7502
25,Oklahoma,434491,1426,1029,751,541
26,Pennsylvania,988656,19119,18718,18283,17846
27,South Carolina,541582,8399,7010,5768,4825
28,District of Columbia,43229,761,716,672,628
29,Kansas,301519,1403,1145,950,801
30,Missouri,575253,14304,9703,6693,4909
31,Vermont,17740,807,816,820,823
32,Virginia,604904,9343,8620,8045,7583
33,Connecticut,296691,5333,5246,5157,5105
34,Iowa,345785,4531,3038,2239,1789
35,Louisiana,439737,2407,1948,1585,1255
36,Ohio,999750,10270,9658,9074,8612
37,Michigan,691070,27464,38595,55218,79990
38,South Dakota,115867,967,923,863,801
39,Arkansas,328655,2298,1895,1568,1264
40,Delaware,92287,1355,1314,1254,1207
41,Mississippi,302837,2182,1894,1632,1418
42,New Mexico,189731,2582,2569,2638,2652
43,North Dakota,101651,589,573,559,542
44,Wyoming,55581,375,342,320,286
45,Alaska,61086,1395,1548,1693,1882
46,Maine,48464,1263,1290,1307,1336
47,Alabama,511460,5607,4649,3732,2850
48,Idaho,177420,2158,2156,2153,2168
49,Montana,103060,1128,1091,1062,1029
50,Puerto Rico,104516,NaN,NaN,NaN,NaN
51,Virgin Islands,2767,NaN,NaN,NaN,NaN
52,Guam,7780,NaN,NaN,NaN,NaN
53,West Virginia,137826,2001,1944,1894,1851
54,Northern Mariana Islands,157,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
