,State,425,430,437,444,451
0,Washington,5183,31,22,15,11
1,Illinois,23379,123,100,82,66
2,California,57619,968,731,556,423
3,Arizona,16745,123,83,56,38
4,Massachusetts,16894,195,177,160,144
5,Wisconsin,7240,35,26,19,13
6,Texas,47446,756,612,493,400
7,Nebraska,2135,11,9,7,5
8,Utah,2062,21,16,12,9
9,Oregon,2365,20,15,12,9
10,Florida,32779,363,277,212,161
11,New York,49444,436,366,308,258
12,Rhode Island,2604,22,21,19,18
13,Georgia,18556,203,153,116,88
14,New Hampshire,1217,12,12,12,11
15,North Carolina,11836,85,60,42,30
16,New Jersey,24181,177,149,125,106
17,Colorado,6070,23,18,15,12
18,Maryland,8184,71,62,53,46
19,Nevada,5174,45,37,31,25
20,Tennessee,11713,43,27,17,11
21,Hawaii,453,3,2,2,1
22,Indiana,12947,65,49,37,28
23,Kentucky,5799,481,618,782,976
24,Minnesota,6850,100,108,117,126
25,Oklahoma,4788,56,37,24,16
26,Pennsylvania,24774,139,105,79,60
27,South Carolina,9027,87,69,54,42
28,District of Columbia,1050,5,3,2,2
29,Kansas,4806,25,17,11,7
30,Missouri,8719,69,52,39,30
31,Vermont,219,3,2,2,2
32,Virginia,10127,190,114,67,40
33,Connecticut,7841,42,35,29,24
34,Iowa,5675,29,20,15,10
35,Louisiana,10030,120,116,111,108
36,Ohio,18526,209,267,343,441
37,Michigan,16912,88,76,65,56
38,South Dakota,1923,6,4,3,2
39,Arkansas,5544,102,111,122,132
40,Delaware,1531,18,14,11,8
41,Mississippi,6956,50,39,31,24
42,New Mexico,3892,28,20,15,11
43,North Dakota,1492,3,3,3,3
44,Wyoming,693,3,2,1,1
45,Alaska,310,3,2,2,2
46,Maine,729,8,6,5,4
47,Alabama,10436,76,51,34,23
48,Idaho,1946,23,23,23,23
49,Montana,1414,11,9,8,7
50,Puerto Rico,2098,6,3,2,1
51,Virgin Islands,25,1,1,2,2
52,Guam,134,1,1,1,2
53,West Virginia,2612,186,294,458,693
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
